customer_id,churn,recency,frequency,monetary,avg_order_value,std_order_value,tenure_days,basket_depth,items_per_basket,channel_diversity,store_diversity,gap_mean,gap_std,gap_max,recency_vs_gap,n_tx_30d,spend_30d,n_tx_90d,spend_90d,n_tx_180d,spend_180d,n_tx_365d,spend_365d,trend_90_over_prev90,trend_180_over_prev180,discount_ratio,category_breadth,n_tickets,avg_satisfaction,n_unresolved_tickets,age,days_since_signup,marketing_optin,has_mobile_app,gender,region,membership_tier,income_bracket,preferred_channel,city_tier,has_purchase_history
C10339,0,1.0,12.0,6785.7,565.475,428.19946009689545,557.0,4.833333333333333,2.5833333333333335,2.0,10.0,50.54545454545455,35.67734193115747,123.0,0.019784172661870502,1.0,777.51,4.0,2329.55,4.0,2329.55,7.0,4617.58,4.0,1.0,0.08980309046034983,11.0,0.0,,0.0,27.0,609.0,1.0,1.0,Male,East,Bronze,20-40k,In-Store,1.0,1
C10340,0,14.0,23.0,34227.62,1488.157391304348,733.9619718797511,561.0,11.91304347826087,6.3478260869565215,3.0,15.0,24.863636363636363,25.41521002142025,93.0,0.5630712979890311,1.0,2021.11,5.0,9104.73,8.0,13659.81,14.0,22104.92,1.25,1.1428571428571428,0.017870941621093338,14.0,0.0,,0.0,23.0,603.0,0.0,0.0,Female,Central,Silver,20-40k,In-Store,1.0,1
C10341,0,4.0,3.0,2780.04,926.68,668.16849162468,40.0,5.333333333333333,4.0,1.0,3.0,18.0,14.142135623730951,28.0,0.2222222222222222,1.0,1661.66,3.0,2780.04,3.0,2780.04,3.0,2780.04,3.0,3.0,0.02980006491172355,8.0,0.0,,0.0,32.0,49.0,1.0,0.0,Male,North,Silver,70-120k,In-Store,1.0,1
C10342,0,8.0,46.0,146897.51,3193.424130434783,1183.094942638119,367.0,15.41304347826087,8.304347826086957,3.0,21.0,7.977777777777778,7.593325085796463,36.0,1.0027855153203342,3.0,10826.99,12.0,38272.74,20.0,57083.21,45.0,144585.94,1.3333333333333333,0.7692307692307693,0.010395869919216216,14.0,0.0,,0.0,35.0,375.0,1.0,0.0,Female,Bangkok,Silver,>120k,In-Store,1.0,1
C10343,0,24.0,4.0,6468.330000000001,1617.0825000000002,1808.2796409179455,92.0,6.5,3.5,2.0,4.0,22.666666666666668,26.312227829154512,53.0,1.0588235294117647,1.0,1442.09,3.0,5679.650000000001,4.0,6468.330000000001,4.0,6468.330000000001,1.5,4.0,0.020358184089962518,8.0,1.0,3.0,1.0,36.0,114.0,1.0,1.0,Male,Northeast,Bronze,20-40k,In-Store,3.0,1
C10344,0,18.0,11.0,7218.27,656.2063636363637,376.10815833408157,316.0,8.090909090909092,3.727272727272727,2.0,3.0,29.8,25.64197946943861,72.0,0.6040268456375839,2.0,2305.5,3.0,2750.5,4.0,3020.88,11.0,7218.27,1.5,0.5,0.06784053928405392,10.0,0.0,,0.0,40.0,459.0,0.0,0.0,Male,Central,Silver,70-120k,Online Web,2.0,1
C10345,0,28.0,5.0,7248.55,1449.71,439.4080487997461,119.0,13.4,6.6,2.0,5.0,22.75,14.522970311429637,37.0,1.2307692307692308,1.0,864.68,4.0,5313.3099999999995,5.0,7248.55,5.0,7248.55,2.0,5.0,0.022865477604314812,12.0,0.0,,0.0,26.0,129.0,0.0,1.0,Male,Northeast,Bronze,40-70k,In-Store,2.0,1
C10346,1,81.0,12.0,13077.48,1089.79,594.9206994519217,296.0,8.833333333333334,5.0,2.0,9.0,19.545454545454547,24.32432377832377,87.0,4.144186046511628,0.0,0.0,1.0,894.61,4.0,3477.15,12.0,13077.48,0.25,0.4444444444444444,0.050279524351080844,12.0,0.0,,0.0,27.0,358.0,0.0,1.0,Female,Bangkok,Bronze,Unknown,In-Store,3.0,1
C10347,0,0.0,86.0,218499.56,2540.692558139535,1444.391898578927,479.0,12.44186046511628,6.976744186046512,3.0,9.0,5.635294117647059,4.3228271690982005,18.0,0.0,4.0,11992.74,13.0,39638.659999999996,28.0,79431.92,60.0,147919.73,0.8125,0.8484848484848485,0.005624807239866944,14.0,2.0,2.0,1.0,45.0,485.0,1.0,0.0,Female,North,Platinum,70-120k,Online Web,1.0,1
C10348,1,33.0,26.0,23355.2,898.2769230769231,689.060777439954,605.0,7.8076923076923075,4.230769230769231,2.0,16.0,22.88,22.1139473334515,71.0,1.4423076923076923,0.0,0.0,2.0,1003.08,5.0,4832.2,14.0,12131.07,0.5,0.5,0.02707989832228437,13.0,0.0,,0.0,32.0,652.0,1.0,0.0,Female,Bangkok,Silver,Unknown,In-Store,1.0,1
C10349,0,26.0,26.0,49828.07,1916.4642307692307,1200.8253718944252,424.0,11.961538461538462,5.884615384615385,3.0,2.0,15.92,17.480751318712436,62.0,1.6331658291457287,1.0,1932.92,8.0,18475.01,10.0,23368.87,21.0,42760.51,2.6666666666666665,0.8333333333333334,0.01793970235502569,13.0,0.0,,0.0,51.0,427.0,0.0,1.0,Male,Bangkok,Bronze,70-120k,Mobile App,2.0,1
C10350,0,7.0,28.0,29266.36,1045.2271428571428,801.5865743768193,492.0,8.178571428571429,4.464285714285714,3.0,4.0,17.962962962962962,20.584687141886434,103.0,0.38969072164948454,2.0,1418.0900000000001,7.0,8008.76,13.0,15130.789999999999,21.0,23215.62,1.0,1.4444444444444444,0.0073590737545589325,14.0,0.0,,0.0,41.0,524.0,1.0,0.0,Female,North,Platinum,40-70k,Online Web,3.0,1
C10351,0,31.0,4.0,1395.29,348.8225,67.08320672865901,167.0,3.5,2.5,1.0,4.0,45.333333333333336,21.22105872319601,60.0,0.6838235294117647,0.0,0.0,2.0,623.5699999999999,4.0,1395.29,4.0,1395.29,0.6666666666666666,4.0,0.03417413093738319,9.0,0.0,,0.0,37.0,168.0,0.0,1.0,Male,Northeast,Bronze,20-40k,In-Store,1.0,1
C10352,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
C10353,0,23.0,18.0,17674.13,981.8961111111112,508.99900625280196,391.0,9.0,4.722222222222222,3.0,11.0,21.647058823529413,14.46090063097121,51.0,1.0625,1.0,355.14,3.0,1938.29,8.0,6147.11,16.0,16500.1,0.5,0.8888888888888888,0.06069011186176931,12.0,0.0,,0.0,36.0,399.0,1.0,1.0,Male,South,Bronze,40-70k,In-Store,1.0,1
C10354,1,61.0,3.0,247.75,82.58333333333333,50.41897096662459,155.0,1.0,1.0,2.0,1.0,47.0,32.526911934581186,70.0,1.297872340425532,0.0,0.0,2.0,113.78999999999999,3.0,247.75,3.0,247.75,1.0,3.0,0.0,2.0,0.0,,0.0,22.0,164.0,1.0,1.0,Female,Bangkok,Bronze,20-40k,Mobile App,1.0,1
C10355,0,10.0,8.0,3095.02,386.8775,266.0709356409624,332.0,4.375,2.875,1.0,1.0,46.0,36.51483716701107,99.0,0.21739130434782608,1.0,312.32,3.0,870.39,4.0,1536.67,8.0,3095.02,1.5,0.8,0.08654859264462396,11.0,0.0,,0.0,32.0,350.0,0.0,1.0,Female,Bangkok,Bronze,Unknown,Mobile App,1.0,1
C10356,0,6.0,8.0,6867.58,858.4475,953.6826083998207,73.0,6.375,3.5,1.0,7.0,9.571428571428571,8.343802947040853,25.0,0.6268656716417911,3.0,1649.4,8.0,6867.58,8.0,6867.58,8.0,6867.58,8.0,8.0,0.028093330257610644,12.0,0.0,,0.0,21.0,86.0,1.0,1.0,Male,Unknown,Silver,40-70k,In-Store,1.0,1
C10357,0,31.0,22.0,32955.9,1497.9954545454545,830.7561468280812,426.0,14.5,7.909090909090909,3.0,3.0,18.80952380952381,21.049035720476716,78.0,1.6481012658227847,0.0,0.0,4.0,5903.47,11.0,15169.4,20.0,29409.93,0.5,1.1,0.05764520388678212,14.0,1.0,4.0,1.0,43.0,439.0,0.0,0.0,Male,Bangkok,Silver,20-40k,Online Web,2.0,1
C10358,0,16.0,24.0,37033.84,1543.0766666666666,942.7811048339291,440.0,11.791666666666666,6.25,3.0,4.0,18.434782608695652,17.913494372467117,81.0,0.8679245283018868,1.0,964.84,4.0,4420.17,11.0,15498.91,19.0,27055.59,0.5,1.2222222222222223,0.00020490569613538137,14.0,0.0,,0.0,47.0,449.0,1.0,1.0,Male,Bangkok,Silver,40-70k,Mobile App,2.0,1
C10359,0,65.0,13.0,4503.3,346.40769230769234,331.1998146425067,549.0,3.1538461538461537,1.8461538461538463,3.0,2.0,40.333333333333336,22.268335992587946,85.0,1.6115702479338843,0.0,0.0,1.0,476.71,4.0,844.02,8.0,2560.75,0.25,0.8,0.03192312653166516,9.0,0.0,,0.0,35.0,561.0,1.0,1.0,Female,East,Bronze,Unknown,Mobile App,1.0,1
C10360,0,0.0,65.0,159102.08,2447.7243076923073,1509.8628736059622,431.0,12.784615384615385,6.7384615384615385,3.0,7.0,6.734375,7.1586160485221395,41.0,0.0,7.0,13866.27,20.0,44169.69,27.0,64292.4,54.0,134994.13,2.5,0.9642857142857143,0.046147797436575204,14.0,0.0,,0.0,42.0,435.0,0.0,1.0,Female,Northeast,Gold,70-120k,Mobile App,2.0,1
C10361,0,58.0,4.0,1938.87,484.7175,341.1214904180034,216.0,4.5,2.75,1.0,1.0,52.666666666666664,41.47690120215508,99.0,1.1012658227848102,0.0,0.0,1.0,787.76,3.0,1863.61,4.0,1938.87,0.3333333333333333,1.5,0.06420225011945614,5.0,0.0,,0.0,18.0,267.0,0.0,1.0,Female,Bangkok,Silver,20-40k,Mobile App,1.0,1
C10362,0,22.0,9.0,2086.23,231.80333333333334,103.9871230008793,385.0,3.888888888888889,2.4444444444444446,3.0,4.0,45.375,25.179002022660526,82.0,0.48484848484848486,1.0,464.58,1.0,464.58,3.0,970.9100000000001,8.0,1966.8400000000001,0.3333333333333333,0.5,0.08188215412645393,8.0,0.0,,0.0,22.0,394.0,1.0,1.0,Female,Bangkok,Bronze,<20k,Mobile App,3.0,1
C10363,0,332.0,10.0,5507.0,550.7,393.8175353581346,549.0,7.0,3.9,1.0,1.0,24.11111111111111,24.323057190885997,78.0,13.76958525345622,0.0,0.0,0.0,0.0,0.0,0.0,1.0,523.32,0.0,0.0,0.07494817895645688,8.0,0.0,,0.0,23.0,608.0,1.0,0.0,Male,Northeast,Silver,Unknown,Mobile App,2.0,1
C10364,1,69.0,3.0,5862.34,1954.1133333333335,912.0918912770431,94.0,9.666666666666666,5.333333333333333,1.0,1.0,12.5,16.263455967290593,24.0,5.52,0.0,0.0,2.0,4939.48,3.0,5862.34,3.0,5862.34,1.0,3.0,0.02285701903668157,8.0,0.0,,0.0,36.0,103.0,0.0,0.0,Male,Central,Silver,<20k,Mobile App,3.0,1
C10365,1,285.0,6.0,12607.24,2101.2066666666665,1416.644758768643,424.0,16.5,8.666666666666666,1.0,6.0,27.8,12.911235417263523,45.0,10.251798561151078,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8817.93,0.0,0.0,0.04446159046708089,11.0,3.0,2.3333333333333335,1.0,34.0,444.0,0.0,0.0,Female,North,Bronze,70-120k,In-Store,1.0,1
C10366,1,69.0,23.0,31308.43,1361.2360869565218,805.0904578975138,469.0,9.0,4.826086956521739,2.0,12.0,18.181818181818183,17.305755617400166,84.0,3.7949999999999995,0.0,0.0,2.0,3290.07,8.0,13904.59,20.0,28059.72,0.2857142857142857,0.6153846153846154,0.012754427140240361,14.0,1.0,5.0,0.0,29.0,470.0,1.0,0.0,Female,Bangkok,Silver,Unknown,In-Store,2.0,1
C10367,0,0.0,14.0,4281.95,305.8535714285714,274.2968237457972,373.0,3.142857142857143,1.9285714285714286,1.0,11.0,28.692307692307693,30.80688401257262,102.0,0.0,4.0,2229.0299999999997,7.0,3112.47,8.0,3144.1,13.0,4232.38,3.5,1.3333333333333333,0.03985478811307513,9.0,1.0,3.0,0.0,37.0,407.0,1.0,1.0,Female,Northeast,Silver,<20k,In-Store,1.0,1
C10368,0,5.0,24.0,46402.590000000004,1933.44125,1289.1389605311133,373.0,14.5,7.708333333333333,2.0,2.0,16.0,15.105688272363432,61.0,0.3125,5.0,6981.63,7.0,8517.34,12.0,25652.21,22.0,44195.22,1.1666666666666667,1.0909090909090908,0.014653032830607924,13.0,0.0,,0.0,40.0,385.0,1.0,1.0,Male,Unknown,Platinum,70-120k,Mobile App,2.0,1
C10369,0,9.0,30.0,42576.07,1419.2023333333334,870.0166383374647,574.0,10.133333333333333,5.466666666666667,2.0,1.0,19.482758620689655,21.19235153414547,95.0,0.46194690265486726,2.0,3655.33,6.0,8479.67,10.0,15248.16,23.0,30502.1,1.2,0.7142857142857143,0.0,13.0,1.0,5.0,0.0,51.0,588.0,1.0,1.0,Female,Central,Gold,<20k,Online Web,1.0,1
C10370,0,3.0,54.0,153955.09,2851.0201851851853,1391.95461726808,400.0,16.166666666666668,8.703703703703704,3.0,24.0,7.490566037735849,6.643743851605619,30.0,0.4005037783375315,3.0,7284.04,15.0,40434.72,27.0,74212.66,48.0,138418.45,1.1538461538461537,1.2272727272727273,0.04376932118375643,14.0,0.0,,0.0,19.0,401.0,0.0,1.0,Male,North,Silver,>120k,In-Store,2.0,1
C10371,0,9.0,31.0,43720.08,1410.3251612903227,822.0452050338472,635.0,9.903225806451612,4.967741935483871,2.0,1.0,20.866666666666667,23.36772506498319,105.0,0.43130990415335463,1.0,443.22,3.0,2757.84,9.0,11894.32,19.0,28876.86,0.42857142857142855,0.8181818181818182,0.038066279136285436,14.0,0.0,,0.0,44.0,636.0,0.0,1.0,Female,North,Gold,70-120k,Mobile App,3.0,1
C10372,0,18.0,8.0,6608.86,826.1075,650.998857948307,219.0,8.375,4.125,2.0,7.0,28.714285714285715,26.775077253012025,84.0,0.6268656716417911,1.0,1720.6,3.0,3009.6499999999996,6.0,4451.44,8.0,6608.86,0.75,2.0,0.07663311141693503,10.0,0.0,,0.0,19.0,221.0,0.0,0.0,Female,North,Bronze,>120k,In-Store,2.0,1
C10373,0,36.0,4.0,1129.6799999999998,282.41999999999996,274.69327233601234,243.0,3.75,2.0,1.0,4.0,69.0,65.02307282803544,143.0,0.5217391304347826,0.0,0.0,2.0,307.0,3.0,997.18,4.0,1129.6799999999998,1.0,1.5,0.0066214683303875265,5.0,1.0,3.0,0.0,48.0,255.0,1.0,1.0,Male,Bangkok,Gold,Unknown,In-Store,2.0,1
C10374,1,50.0,20.0,13216.85,660.8425,464.6397663824604,624.0,5.25,3.3,3.0,3.0,30.210526315789473,24.96793265007565,91.0,1.6550522648083625,0.0,0.0,1.0,53.4,4.0,1849.61,12.0,7468.21,0.25,0.4444444444444444,0.05222876131483328,12.0,2.0,2.5,1.0,40.0,648.0,1.0,0.0,Female,South,Silver,20-40k,Online Web,2.0,1
C10375,0,72.0,3.0,1341.8200000000002,447.27333333333337,440.68194135150736,380.0,3.6666666666666665,2.6666666666666665,3.0,2.0,154.0,67.88225099390856,202.0,0.4675324675324675,0.0,0.0,1.0,955.94,2.0,1136.8700000000001,2.0,1136.8700000000001,0.5,2.0,0.06180867279159849,5.0,0.0,,0.0,49.0,488.0,1.0,0.0,Male,Bangkok,Bronze,40-70k,In-Store,3.0,1
C10376,0,28.0,15.0,8140.27,542.6846666666667,340.4887833031186,589.0,7.0,3.8666666666666667,2.0,12.0,40.07142857142857,42.615389574324304,147.0,0.6987522281639929,1.0,274.71,1.0,274.71,2.0,821.3699999999999,4.0,2014.0,0.5,0.6666666666666666,0.07852641564324987,12.0,1.0,4.0,0.0,31.0,654.0,0.0,0.0,Female,Central,Bronze,40-70k,In-Store,2.0,1
C10377,0,113.0,9.0,6044.76,671.64,400.9101213489128,497.0,6.111111111111111,3.0,2.0,9.0,48.0,54.36910887627274,166.0,2.3541666666666665,0.0,0.0,0.0,0.0,2.0,1044.99,6.0,5034.42,0.0,0.4,0.07323071262112106,9.0,0.0,,0.0,33.0,535.0,1.0,1.0,Female,North,Bronze,40-70k,In-Store,3.0,1
C10378,0,3.0,27.0,46890.2,1736.674074074074,912.2780848524172,324.0,12.925925925925926,7.222222222222222,3.0,14.0,12.346153846153847,10.357383096872715,37.0,0.24299065420560748,2.0,2468.14,8.0,11874.74,12.0,19492.89,27.0,46890.2,1.6,0.75,0.02645623483710496,14.0,1.0,1.0,0.0,32.0,333.0,0.0,0.0,Female,Bangkok,Platinum,40-70k,In-Store,1.0,1
C10379,0,32.0,8.0,3460.2400000000002,432.53000000000003,313.2845116321128,449.0,4.0,2.375,2.0,8.0,59.57142857142857,49.27425677727043,131.0,0.5371702637889688,0.0,0.0,1.0,214.2,3.0,973.14,5.0,1593.25,0.3333333333333333,1.0,0.07903758117747259,9.0,0.0,,0.0,33.0,545.0,1.0,0.0,Male,Bangkok,Bronze,20-40k,In-Store,2.0,1
C10380,0,21.0,15.0,7146.09,476.406,305.5769317396661,441.0,5.2,2.8666666666666667,3.0,4.0,30.0,30.40242905275321,111.0,0.7,1.0,158.07,1.0,158.07,7.0,2719.55,12.0,6084.02,0.14285714285714285,1.1666666666666667,0.024738787230325795,12.0,1.0,4.0,0.0,34.0,476.0,1.0,1.0,Female,Bangkok,Bronze,70-120k,Mobile App,2.0,1
C10381,1,20.0,3.0,1298.33,432.77666666666664,246.62702089052073,139.0,3.0,2.0,2.0,3.0,59.5,81.31727983645297,117.0,0.33613445378151263,1.0,717.22,1.0,717.22,3.0,1298.33,3.0,1298.33,0.3333333333333333,3.0,0.0495944600609042,4.0,0.0,,0.0,36.0,163.0,0.0,1.0,Male,South,Bronze,40-70k,In-Store,3.0,1
C10382,0,27.0,18.0,23681.35,1315.6305555555555,677.9012426988273,501.0,11.444444444444445,5.777777777777778,3.0,11.0,27.88235294117647,34.36364785813123,150.0,0.9683544303797468,1.0,1250.3,6.0,10979.35,8.0,12206.13,16.0,20985.56,2.0,0.8888888888888888,0.07289532222489306,12.0,1.0,2.0,0.0,36.0,502.0,1.0,0.0,Female,East,Silver,20-40k,In-Store,1.0,1
C10383,0,11.0,1.0,393.74,393.74,,11.0,10.0,5.0,1.0,1.0,,,,,1.0,393.74,1.0,393.74,1.0,393.74,1.0,393.74,1.0,1.0,0.01849636055439226,3.0,0.0,,0.0,28.0,55.0,0.0,0.0,Male,Bangkok,Silver,20-40k,In-Store,3.0,1
C10384,0,7.0,1.0,965.22,965.22,,7.0,4.0,2.0,1.0,1.0,,,,,1.0,965.22,1.0,965.22,1.0,965.22,1.0,965.22,1.0,1.0,0.0,1.0,1.0,4.0,0.0,30.0,70.0,0.0,0.0,Female,Central,Silver,20-40k,In-Store,2.0,1
C10385,1,21.0,3.0,1918.3400000000001,639.4466666666667,747.7901466543493,35.0,4.333333333333333,2.3333333333333335,1.0,1.0,7.0,1.4142135623730951,8.0,3.0,2.0,434.95,3.0,1918.3400000000001,3.0,1918.3400000000001,3.0,1918.3400000000001,3.0,3.0,0.06353460353723964,5.0,1.0,3.0,0.0,28.0,40.0,0.0,1.0,Male,South,Bronze,<20k,Mobile App,1.0,1
C10386,0,2.0,67.0,206147.39,3076.8267164179106,1791.2293671516861,533.0,14.149253731343284,7.8059701492537314,3.0,8.0,8.045454545454545,7.5984448169585095,40.0,0.24858757062146894,4.0,11887.34,10.0,33298.43,21.0,63637.2,49.0,142809.21,0.8333333333333334,0.7241379310344828,0.023791194082570175,14.0,2.0,4.0,1.0,49.0,534.0,1.0,1.0,Male,Bangkok,Platinum,Unknown,Mobile App,1.0,1
C10387,1,49.0,3.0,1008.99,336.33,162.76989033602007,165.0,5.666666666666667,2.6666666666666665,1.0,3.0,58.0,62.22539674441618,102.0,0.8448275862068966,0.0,0.0,2.0,573.68,3.0,1008.99,3.0,1008.99,1.0,3.0,0.06161415125925375,6.0,3.0,2.6666666666666665,1.0,46.0,260.0,1.0,0.0,Female,East,Gold,70-120k,In-Store,1.0,1
C10388,0,1.0,15.0,16925.94,1128.396,819.0016926792207,336.0,10.6,5.333333333333333,3.0,2.0,23.928571428571427,24.518326852547496,78.0,0.041791044776119404,1.0,843.34,5.0,6824.83,9.0,13063.369999999999,15.0,16925.94,1.0,1.2857142857142858,0.02124687091064379,12.0,1.0,3.0,0.0,36.0,342.0,1.0,1.0,Male,Central,Silver,40-70k,Online Web,3.0,1
C10389,0,28.0,1.0,1575.11,1575.11,,28.0,6.0,4.0,1.0,1.0,,,,,1.0,1575.11,1.0,1575.11,1.0,1575.11,1.0,1575.11,1.0,1.0,0.0,2.0,0.0,,0.0,28.0,34.0,1.0,1.0,Female,Bangkok,Bronze,>120k,In-Store,2.0,1
C10390,1,53.0,23.0,17341.079999999998,753.9599999999999,526.8461329113428,409.0,6.869565217391305,3.6956521739130435,3.0,14.0,16.181818181818183,21.96672020436361,97.0,3.275280898876404,0.0,0.0,1.0,92.28,4.0,4359.05,20.0,14703.949999999999,0.25,0.23529411764705882,0.03927853979432755,14.0,0.0,,0.0,26.0,437.0,1.0,1.0,Female,Northeast,Bronze,70-120k,In-Store,2.0,1
C10391,1,57.0,4.0,2214.99,553.7475,254.7157709258171,530.0,8.25,5.0,1.0,1.0,157.66666666666666,104.64384039843594,278.0,0.3615221987315011,0.0,0.0,1.0,701.9,1.0,701.9,2.0,922.42,1.0,0.5,0.1074095416940355,9.0,0.0,,0.0,47.0,665.0,1.0,1.0,Female,Bangkok,Bronze,20-40k,Mobile App,2.0,1
C10392,0,16.0,24.0,15291.210000000001,637.1337500000001,324.0746750205482,418.0,5.916666666666667,3.1666666666666665,3.0,15.0,17.47826086956522,16.317501940101536,59.0,0.9154228855721392,2.0,1497.16,4.0,2270.02,8.0,5622.02,21.0,12944.86,0.8,0.5714285714285714,0.04239313884200738,12.0,2.0,4.5,0.0,45.0,437.0,0.0,0.0,Female,Bangkok,Bronze,20-40k,In-Store,1.0,1
C10393,0,44.0,13.0,24733.25,1902.5576923076924,711.8577494972087,294.0,13.76923076923077,7.846153846153846,3.0,10.0,20.833333333333332,13.630402737552505,48.0,2.112,0.0,0.0,1.0,2029.23,6.0,13026.060000000001,13.0,24733.25,0.16666666666666666,0.75,0.04325334672267393,14.0,0.0,,0.0,28.0,309.0,1.0,1.0,Female,East,Gold,40-70k,In-Store,2.0,1
C10394,0,14.0,5.0,2719.36,543.8720000000001,244.61183295171966,179.0,9.8,4.4,2.0,4.0,41.25,64.58263440482021,138.0,0.3393939393939394,2.0,783.31,2.0,783.31,5.0,2719.36,5.0,2719.36,0.5,5.0,0.09684018944249968,10.0,0.0,,0.0,18.0,216.0,0.0,0.0,Female,Bangkok,Bronze,20-40k,In-Store,1.0,1
C10395,0,143.0,8.0,2298.4700000000003,287.30875000000003,155.5087563393595,518.0,3.75,2.0,1.0,8.0,53.57142857142857,72.01587126658758,214.0,2.6693333333333333,0.0,0.0,0.0,0.0,2.0,764.52,7.0,2056.78,0.0,0.3333333333333333,0.1417598912670082,9.0,0.0,,0.0,30.0,557.0,0.0,0.0,Male,South,Silver,20-40k,In-Store,2.0,1
C10396,0,11.0,8.0,2553.4,319.175,214.82834582854417,453.0,4.125,2.0,1.0,1.0,63.142857142857146,57.339423818255476,181.0,0.17420814479638008,1.0,194.4,3.0,811.21,5.0,1728.5,6.0,1853.82,1.0,2.5,0.03958053583988746,7.0,0.0,,0.0,35.0,479.0,0.0,0.0,Male,Northeast,Bronze,70-120k,Online Web,1.0,1
C10397,0,39.0,5.0,4972.84,994.568,284.8373558190709,69.0,7.0,4.8,1.0,1.0,7.5,3.872983346207417,13.0,5.2,0.0,0.0,5.0,4972.84,5.0,4972.84,5.0,4972.84,5.0,5.0,0.06677125870766275,11.0,0.0,,0.0,19.0,107.0,1.0,1.0,Male,Central,Bronze,20-40k,Mobile App,2.0,1
C10398,0,19.0,2.0,2655.39,1327.695,1411.7740439780014,22.0,7.5,4.0,1.0,2.0,3.0,,3.0,6.333333333333333,2.0,2655.39,2.0,2655.39,2.0,2655.39,2.0,2655.39,2.0,2.0,0.05973272711821194,7.0,0.0,,0.0,46.0,80.0,0.0,0.0,Female,North,Silver,<20k,In-Store,1.0,1
C10399,0,202.0,4.0,1106.6499999999999,276.66249999999997,281.25683261330147,288.0,4.0,2.25,2.0,4.0,28.666666666666668,11.239810200058244,41.0,7.046511627906977,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1106.6499999999999,0.0,0.0,0.0342019828248272,5.0,1.0,4.0,0.0,39.0,373.0,0.0,1.0,Male,South,Bronze,40-70k,In-Store,1.0,1
C10400,0,8.0,42.0,107762.11,2565.764523809524,1406.0004050795694,404.0,13.880952380952381,7.761904761904762,3.0,20.0,9.658536585365853,9.358444732159189,41.0,0.8282828282828283,1.0,1877.56,7.0,20038.14,17.0,45585.54,35.0,93274.27,0.6363636363636364,0.8947368421052632,0.001715189436026445,14.0,1.0,2.0,0.0,40.0,414.0,1.0,1.0,Female,East,Gold,70-120k,In-Store,1.0,1
C10401,0,1.0,26.0,40522.36,1558.5523076923077,709.1573641798141,527.0,11.423076923076923,5.538461538461538,3.0,16.0,21.04,19.031727894930263,67.0,0.047528517110266164,4.0,7351.5599999999995,7.0,11029.039999999999,10.0,15886.63,18.0,28353.21,1.75,1.1111111111111112,0.0346449834955823,14.0,0.0,,0.0,29.0,534.0,0.0,1.0,Female,Northeast,Silver,40-70k,In-Store,3.0,1
C10402,0,1.0,78.0,147579.31,1892.0424358974358,1056.720082233364,502.0,11.333333333333334,6.153846153846154,3.0,23.0,6.5064935064935066,6.524495093639887,36.0,0.1536926147704591,7.0,10324.380000000001,11.0,21352.74,32.0,55829.15,56.0,99005.19,0.5,1.28,0.0,14.0,0.0,,0.0,38.0,506.0,0.0,1.0,Male,Northeast,Gold,40-70k,In-Store,1.0,1
C10403,0,0.0,27.0,30607.670000000002,1133.6174074074074,870.8106073370445,576.0,7.037037037037037,4.0,3.0,15.0,22.153846153846153,23.29582332984573,90.0,0.0,1.0,848.47,4.0,3366.87,6.0,4656.53,11.0,8246.41,1.3333333333333333,1.0,0.0037473797961123335,13.0,0.0,,0.0,34.0,582.0,0.0,1.0,Female,Central,Platinum,Unknown,In-Store,2.0,1
C10404,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
C10405,0,6.0,6.0,2869.17,478.195,316.75670687453487,182.0,4.666666666666667,2.3333333333333335,1.0,6.0,35.2,20.339616515558987,66.0,0.17045454545454544,2.0,1352.71,3.0,1383.97,5.0,2422.81,6.0,2869.17,1.0,2.5,0.06384040876655475,9.0,0.0,,0.0,38.0,357.0,1.0,0.0,Male,Bangkok,Bronze,Unknown,In-Store,2.0,1
C10406,0,5.0,33.0,24901.21,754.5821212121211,648.4394402561699,495.0,5.545454545454546,3.121212121212121,3.0,17.0,15.3125,12.514346605705867,56.0,0.32653061224489793,3.0,2440.5400000000004,7.0,5246.38,12.0,7655.150000000001,24.0,17768.8,1.1666666666666667,0.9230769230769231,0.016848968491737986,13.0,0.0,,0.0,27.0,498.0,1.0,1.0,Male,Central,Silver,>120k,In-Store,1.0,1
C10407,0,28.0,5.0,2039.8899999999999,407.97799999999995,230.57217193321486,281.0,5.2,3.8,2.0,5.0,63.25,46.50000000000001,114.0,0.4426877470355731,1.0,203.43,1.0,203.43,2.0,612.56,5.0,2039.8899999999999,0.5,0.5,0.07316906943882812,9.0,0.0,,0.0,29.0,334.0,1.0,0.0,Female,Central,Bronze,40-70k,In-Store,1.0,1
C10408,0,78.0,7.0,3461.8999999999996,494.5571428571428,258.5534138054963,633.0,5.0,2.7142857142857144,2.0,5.0,92.5,102.16016836321288,267.0,0.8432432432432433,0.0,0.0,1.0,709.31,1.0,709.31,3.0,1781.09,1.0,0.3333333333333333,0.03660827338630008,7.0,0.0,,0.0,33.0,649.0,0.0,0.0,Female,Central,Bronze,40-70k,In-Store,1.0,1
