customer_id,recency,frequency,monetary,avg_order_value,tenure_days,basket_depth,items_per_basket,discount_ratio,category_breadth,channel_diversity
C10541,12,50,56112.4,1122.248,716,9.38,4.74,0.04968313682266993,14,3
C10542,29,7,3336.9500000000003,476.7071428571429,540,7.714285714285714,4.0,0.1030258881843327,9,1
C10543,150,18,25694.95,1427.4972222222223,644,8.944444444444445,5.111111111111111,0.009512094615196916,13,3
C10544,73,8,3204.52,400.565,433,5.875,3.25,0.03661414600563386,10,1
C10545,50,8,3014.6,376.825,681,3.875,2.25,0.03670281773852358,7,2
C10546,122,33,23551.64,713.6860606060606,669,6.212121212121212,3.242424242424242,0.06524975541412902,13,3
C10547,58,7,3347.44,478.2057142857143,247,5.428571428571429,2.7142857142857144,0.06655140682078023,7,1
C10548,164,3,3591.24,1197.08,204,8.666666666666666,5.0,0.04973539373412362,7,2
C10549,13,26,40912.28,1573.5492307692307,362,10.961538461538462,5.730769230769231,0.049552250456321924,14,3
C10550,62,15,8465.289999999999,564.3526666666666,675,5.333333333333333,2.6666666666666665,0.07865402113200318,10,2
C10551,36,16,13723.58,857.72375,490,8.125,4.6875,0.04316554286538996,12,3
C10552,34,15,5817.61,387.84066666666666,520,4.133333333333334,1.9333333333333333,0.07557498387153158,11,3
C10553,16,6,3560.4,593.4,81,5.666666666666667,3.5,0.08265012187015289,10,1
C10554,14,26,29826.75,1147.1826923076924,504,9.153846153846153,4.923076923076923,0.014852152268993495,14,3
C10555,94,15,4979.26,331.9506666666667,697,4.066666666666666,2.1333333333333333,0.07962092491511105,10,2
C10556,28,72,181540.86,2521.400833333333,638,13.097222222222221,7.166666666666667,0.0020252403849457482,14,3
C10557,4,13,7928.6900000000005,609.8992307692308,570,6.3076923076923075,3.5384615384615383,0.12745738911485568,12,2
C10558,3,4,2256.4700000000003,564.1175000000001,393,5.5,3.0,0.1295859836985662,8,2
C10559,14,77,196823.94,2556.155064935065,725,13.155844155844155,7.1558441558441555,0.037578760538526546,14,3
C10560,4,7,6212.2300000000005,887.4614285714287,271,7.714285714285714,4.142857142857143,0.045960224218690005,12,2
C10561,121,14,31635.12,2259.6514285714284,364,8.857142857142858,4.714285714285714,0.0,13,3
C10562,13,5,3611.9,722.38,428,5.4,2.6,0.01706308169596691,5,2
C10563,222,6,1958.0,326.3333333333333,513,4.833333333333333,2.5,0.041098573891239616,7,2
C10564,43,18,9030.12,501.6733333333334,529,6.833333333333333,3.611111111111111,0.06690694612931691,12,2
C10565,24,5,4023.91,804.7819999999999,265,8.6,5.6,0.0424551200289364,11,1
C10566,75,5,1419.79,283.95799999999997,241,3.8,1.8,0.042371223720331044,5,1
C10567,166,18,16532.43,918.4683333333334,546,5.0,2.611111111111111,0.039928013895478454,12,3
C10568,14,8,4161.24,520.155,334,5.625,2.875,0.05365926876027644,10,3
C10569,18,36,41335.200000000004,1148.2,617,8.61111111111111,4.333333333333333,0.02711130065892972,14,2
C10570,16,15,24788.52,1652.568,338,11.6,6.133333333333334,0.05697375118598623,13,2
C10571,196,9,6732.53,748.0588888888889,386,6.888888888888889,3.0,0.04556460644689351,11,2
C10572,26,7,5998.78,856.9685714285714,314,8.571428571428571,4.428571428571429,0.14473462846845,11,1
C10573,190,3,1384.52,461.50666666666666,218,3.3333333333333335,1.6666666666666667,0.09130169398082214,4,3
C10574,22,60,160496.74,2674.9456666666665,638,13.55,7.05,0.015016425625141267,14,3
C10575,8,101,241023.12,2386.367524752475,623,12.722772277227723,6.930693069306931,0.020974164808591596,14,3
C10576,20,19,29611.34,1558.4915789473685,624,9.210526315789474,4.894736842105263,0.002520030384539592,13,2
C10577,6,34,36598.83,1076.4361764705882,594,6.411764705882353,3.264705882352941,0.010916212736563435,14,2
C10578,40,6,5759.44,959.9066666666666,197,6.833333333333333,3.8333333333333335,0.04439197675788411,9,1
C10579,142,14,13629.3,973.5214285714285,449,7.071428571428571,3.857142857142857,0.08690155650078418,13,1
C10580,116,3,3881.83,1293.9433333333334,155,10.0,5.666666666666667,0.0,9,2
C10581,107,15,14272.07,951.4713333333333,460,8.266666666666667,4.2,0.023853638952097793,11,3
C10582,5,69,143006.35,2072.5557971014496,665,10.115942028985508,5.391304347826087,0.001345749057291298,14,3
C10583,6,11,4660.9,423.7181818181818,591,4.090909090909091,2.3636363636363638,0.07835805401044457,10,3
C10584,5,37,34904.53,943.3656756756757,605,7.378378378378378,4.0,0.028976153469735665,13,3
C10585,268,3,675.6,225.20000000000002,330,2.6666666666666665,1.6666666666666667,0.05103029792254856,2,1
C10586,23,5,3592.8,718.5600000000001,104,7.0,3.2,0.08323551926511864,9,2
C10587,16,7,6774.900000000001,967.8428571428573,137,7.428571428571429,3.4285714285714284,0.0485025104455602,9,1
C10588,29,15,27824.37,1854.9579999999999,343,12.333333333333334,6.933333333333334,0.0,13,2
C10589,182,9,10560.66,1173.4066666666668,376,11.0,6.333333333333333,0.01651060025423847,12,2
C10590,31,15,29201.14,1946.7426666666665,364,14.866666666666667,8.133333333333333,0.007589266749251048,14,2
C10591,3,43,39956.479999999996,929.220465116279,699,7.1395348837209305,3.813953488372093,0.012359203677827712,14,3
C10592,3,42,30820.260000000002,733.8157142857143,663,5.261904761904762,3.142857142857143,0.06701370315847405,14,3
C10593,2,64,208126.78,3251.9809375,669,15.796875,8.625,0.010600801790368198,14,3
C10594,10,6,4899.610000000001,816.6016666666668,94,5.166666666666667,3.0,0.014620970937049381,9,1
C10595,24,11,8130.64,739.1490909090909,508,7.0,3.8181818181818183,0.044498424662927236,12,1
C10596,9,74,184000.92,2486.498918918919,528,12.432432432432432,6.756756756756757,0.0,14,3
C10597,63,11,5951.23,541.0209090909091,656,5.454545454545454,2.8181818181818183,0.08742501564090926,10,3
C10598,9,96,236992.5,2468.671875,720,16.072916666666668,8.666666666666666,0.008047957418211175,14,3
C10599,121,17,28962.02,1703.6482352941177,493,9.470588235294118,5.294117647058823,0.01816139134726932,13,1
C10600,7,86,241230.5,2805.0058139534885,629,12.94186046511628,7.116279069767442,0.00796194937643158,14,3
C10601,0,32,57740.1,1804.378125,454,13.09375,6.8125,0.030528396368467072,14,3
C10602,13,24,25143.96,1047.665,501,9.75,5.375,0.02159011315703457,12,3
C10603,22,4,3007.05,751.7625,199,10.5,4.75,0.021330538731168164,9,1
C10604,115,13,21437.68,1649.0523076923077,673,12.461538461538462,7.461538461538462,0.04575443856780016,13,3
C10605,3,6,6050.39,1008.3983333333334,132,5.0,2.8333333333333335,0.002547050367302797,8,3
C10606,9,16,6027.12,376.695,548,4.0,2.4375,0.05368321392739554,12,1
C10607,3,58,135032.15,2328.1405172413793,539,11.982758620689655,6.482758620689655,0.0,14,3
C10608,189,17,17435.43,1025.6135294117648,603,8.529411764705882,4.588235294117647,0.03237025978566711,12,3
C10609,46,16,6474.19,404.636875,542,4.875,2.625,0.0517355776202103,13,3
C10610,7,14,9838.9,702.7785714285714,604,9.142857142857142,5.0,0.0760051914780123,13,3
C10611,50,26,30824.54,1185.559230769231,680,7.576923076923077,4.0,0.012208737428506238,13,3
C10612,8,12,8274.59,689.5491666666667,655,6.166666666666667,2.8333333333333335,0.02476799524793924,11,3
C10613,134,19,15746.57,828.7668421052631,616,6.315789473684211,3.3157894736842106,0.05182041962623351,11,3
C10614,40,11,4678.97,425.3609090909091,655,7.181818181818182,3.3636363636363638,0.06271384043397088,10,1
C10615,2,10,8493.56,849.356,194,6.4,3.4,0.020633035456904005,11,1
C10616,15,19,23778.77,1251.5142105263158,393,7.7894736842105265,4.2105263157894735,0.05460363857273548,12,3
C10617,148,26,22770.7,875.7961538461539,632,6.846153846153846,3.3846153846153846,0.03601844251277755,14,3
C10618,1,9,9931.68,1103.52,132,7.666666666666667,4.444444444444445,0.03058366951325572,8,1
C10619,13,54,97545.44,1806.397037037037,717,12.62962962962963,6.87037037037037,0.005126261549693079,14,3
C10620,59,19,13128.14,690.9547368421053,651,7.0,3.9473684210526314,0.016671760024927495,12,2
C10621,18,34,50309.43,1479.6891176470588,570,10.352941176470589,5.647058823529412,0.030795469519511072,13,3
C10622,14,6,2824.6499999999996,470.7749999999999,60,3.1666666666666665,2.3333333333333335,0.0277227995415102,9,1
C10623,33,6,2752.0299999999997,458.6716666666666,263,4.5,2.5,0.06474338496672942,7,2
C10624,0,32,47172.77,1474.1490625,661,7.5,4.09375,0.03450386810259324,14,3
C10625,29,24,39393.37,1641.3904166666669,372,12.083333333333334,6.083333333333333,0.033761967179660256,13,3
C10626,92,3,2055.88,685.2933333333334,98,3.6666666666666665,2.0,0.005038014993055186,4,2
C10627,13,85,235208.09,2767.154,681,12.858823529411765,6.858823529411764,0.002676314254195241,14,3
C10628,6,18,23174.23,1287.4572222222223,511,9.88888888888889,5.222222222222222,0.009574643584608427,14,3
C10629,166,19,23261.9,1224.3105263157895,606,8.578947368421053,4.578947368421052,0.04853311824139434,13,3
C10630,36,9,10258.970000000001,1139.8855555555556,310,8.0,4.333333333333333,0.02410029375057076,12,2
C10631,134,7,2899.57,414.2242857142857,370,3.5714285714285716,2.142857142857143,0.023795976769632188,8,2
C10632,19,81,165832.07,2047.3095061728395,717,10.679012345679013,6.0,0.0,14,3
C10633,161,13,15692.47,1207.113076923077,605,5.461538461538462,3.0,0.036466667239742664,13,2
C10634,3,69,164439.01,2383.1740579710145,520,12.753623188405797,6.855072463768116,0.008786852446510094,14,3
C10635,4,7,9173.14,1310.4485714285713,94,11.714285714285714,5.857142857142857,0.040587959055391525,12,2
C10636,274,11,9985.91,907.81,544,7.090909090909091,4.090909090909091,0.07674648668639053,11,2
C10637,124,35,40712.76,1163.2217142857144,705,9.228571428571428,5.285714285714286,0.04823959639304689,14,3
C10638,42,4,3305.34,826.335,288,4.75,2.75,0.014014175257731958,6,2
C10639,18,7,12252.68,1750.3828571428571,137,7.571428571428571,4.0,0.06215948527261844,11,2
C10640,45,10,4396.26,439.62600000000003,433,4.9,2.4,0.10316830511690152,10,3
C10641,39,16,13468.890000000001,841.8056250000001,669,7.75,4.3125,0.02730768064175541,13,3
C10642,36,11,6573.610000000001,597.6009090909091,310,6.181818181818182,3.272727272727273,0.08213520249656163,10,3
C10643,10,6,8662.65,1443.7749999999999,96,6.333333333333333,2.8333333333333335,0.055106644298669474,12,1
C10644,7,56,85690.36,1530.185,701,11.517857142857142,6.017857142857143,0.00937832363794427,14,3
C10645,107,18,16683.579999999998,926.8655555555555,708,7.777777777777778,4.0,0.045680255940767085,14,3
C10646,15,5,3395.65,679.13,237,5.4,3.4,0.04625681816905127,8,2
C10647,186,3,1659.65,553.2166666666667,249,6.0,3.3333333333333335,0.056416583280269265,5,2
C10648,53,30,38666.86,1288.8953333333334,654,9.133333333333333,4.5,0.02928571769276092,13,3
C10649,20,6,2439.85,406.64166666666665,654,3.8333333333333335,2.1666666666666665,0.04612130642500255,6,1
C10650,23,20,31478.67,1573.9334999999999,456,10.95,6.25,0.016038192334526143,14,1
C10651,26,13,5803.7300000000005,446.44076923076926,637,6.384615384615385,3.5384615384615383,0.09715381767383396,11,3
C10652,1,11,11764.34,1069.4854545454546,369,7.090909090909091,4.090909090909091,0.009206933666620065,12,2
C10653,17,51,81297.23,1594.0633333333333,718,11.862745098039216,6.254901960784314,0.022818036388707625,14,3
C10654,180,6,5055.65,842.6083333333332,369,4.166666666666667,2.5,0.01924591550497977,8,1
C10655,49,5,5911.09,1182.218,177,6.0,2.8,0.015254903659377678,10,1
C10656,21,17,39470.56,2321.7976470588233,555,15.705882352941176,7.823529411764706,0.01827324000553162,14,2
C10657,24,16,22121.48,1382.5925,318,8.625,4.4375,0.01435549533565589,13,2
C10658,27,27,24513.420000000002,907.9044444444445,412,6.62962962962963,3.6296296296296298,0.00585091304173262,13,3
C10659,261,8,2807.52,350.94,630,3.5,2.0,0.027038266667590814,8,3
C10660,2,35,46321.16,1323.4617142857144,463,11.057142857142857,6.085714285714285,0.005337373726962498,14,3
C10661,33,7,2863.9700000000003,409.1385714285715,248,5.571428571428571,3.0,0.05657947182391056,9,1
C10662,3,82,198927.88,2425.949756097561,725,13.75609756097561,7.2317073170731705,0.028516539739556833,14,3
C10663,24,58,166319.14,2867.571379310345,485,14.982758620689655,7.810344827586207,0.012634156920148276,14,3
C10664,122,22,23297.27,1058.966818181818,698,7.681818181818182,4.136363636363637,0.02804360215040306,13,1
C10665,107,3,2677.69,892.5633333333334,136,10.666666666666666,5.0,0.09092791765121268,8,1
C10666,5,48,136870.45,2851.4677083333336,569,15.875,8.375,0.01799995078177695,14,3
C10667,25,14,24988.760000000002,1784.9114285714288,325,12.357142857142858,6.785714285714286,0.03288321533716664,13,2
C10668,90,8,4561.5199999999995,570.1899999999999,590,3.75,2.0,0.01839677556105969,9,2
C10669,224,12,6430.5199999999995,535.8766666666667,621,6.666666666666667,3.4166666666666665,0.04767884936919379,12,1
C10670,358,15,16331.27,1088.7513333333334,681,7.866666666666666,4.066666666666666,0.03664192293262799,13,2
C10671,33,39,85322.88,2187.766153846154,715,15.282051282051283,8.0,0.0027290779166998323,14,3
C10672,4,92,194374.22,2112.7632608695653,616,10.98913043478261,5.9021739130434785,0.013994511319768886,14,3
C10673,155,25,43323.39,1732.9356,651,10.68,5.4,0.07197162323282479,14,2
C10674,70,12,15865.51,1322.1258333333333,464,8.5,4.833333333333333,0.041548865240000774,14,3
C10675,87,31,45803.23,1477.523548387097,667,9.258064516129032,5.258064516129032,0.004944296017320569,14,1
C10676,12,22,24173.21,1098.7822727272726,582,8.090909090909092,4.363636363636363,0.03072479086363904,14,3
C10677,78,12,7529.34,627.445,687,7.0,3.6666666666666665,0.08542824658918646,13,3
C10678,98,27,40358.9,1494.7740740740742,604,10.148148148148149,5.333333333333333,0.07045095873297814,14,2
C10679,11,27,45386.01,1680.9633333333334,382,12.222222222222221,6.444444444444445,0.010501509886370997,14,2
C10680,60,6,3928.3700000000003,654.7283333333334,360,5.666666666666667,3.1666666666666665,0.019632946015013576,10,2
C10681,21,11,4050.0600000000004,368.1872727272728,545,4.545454545454546,2.5454545454545454,0.05711252555070797,12,3
C10682,21,8,6265.4400000000005,783.1800000000001,295,5.375,3.0,0.02774419907421058,8,1
C10683,34,7,7291.57,1041.652857142857,75,7.571428571428571,3.857142857142857,0.07089257931709382,11,3
C10684,139,17,25206.71,1482.7476470588235,413,10.411764705882353,5.764705882352941,0.05073595453783712,14,3
C10685,124,4,8987.18,2246.795,202,5.5,2.0,0.012885935526388049,5,2
C10686,41,14,14803.72,1057.4085714285713,505,10.5,4.857142857142857,0.06524763134548417,10,3
C10687,2,35,51055.29,1458.7225714285714,699,9.571428571428571,5.057142857142857,0.037627232572443325,14,2
C10688,24,23,35321.23,1535.7056521739132,496,11.391304347826088,5.913043478260869,0.01136803202473845,14,3
C10689,0,67,107055.34,1597.840895522388,453,9.149253731343284,5.029850746268656,0.00761323374673458,14,3
C10690,8,22,16036.63,728.9377272727272,518,7.0,3.409090909090909,0.025404961269330388,14,2
C10691,3,23,38435.53,1671.11,514,12.304347826086957,6.130434782608695,0.0,14,3
C10692,11,93,287819.52,3094.833548387097,729,17.666666666666668,9.526881720430108,0.023922286422618344,14,3
C10693,93,3,1824.23,608.0766666666667,127,6.333333333333333,3.0,0.002826063190116978,6,1
C10694,11,46,55004.68,1195.7539130434782,693,8.630434782608695,4.5,0.033497191406096256,14,3
C10695,30,14,9261.7,661.5500000000001,340,5.0,2.857142857142857,0.03973781152248271,12,3
C10696,129,21,12934.92,615.9485714285714,487,4.333333333333333,2.8095238095238093,0.09403784262706134,13,3
C10697,24,7,4058.54,579.7914285714286,257,5.714285714285714,3.4285714285714284,0.057825300687384944,9,2
C10698,121,23,20051.53,871.805652173913,576,5.826086956521739,3.3043478260869565,0.03871086821036483,14,3
C10699,40,9,4334.68,481.6311111111111,485,5.222222222222222,2.6666666666666665,0.10843175245687864,9,1
C10700,131,7,2897.52,413.93142857142857,379,4.571428571428571,2.7142857142857144,0.045405127596908415,8,1
C10701,6,23,26004.67,1130.6378260869565,343,8.521739130434783,4.608695652173913,0.029640285085264378,13,2
C10702,41,7,8687.880000000001,1241.1257142857144,116,8.857142857142858,4.571428571428571,0.04687784552800931,12,1
C10703,368,4,3333.1400000000003,833.2850000000001,482,7.25,3.75,0.03526783000819105,9,3
C10704,68,9,2697.31,299.7011111111111,721,3.7777777777777777,2.4444444444444446,0.05649203689647091,6,3
C10705,4,53,133440.03,2517.7364150943395,541,13.226415094339623,7.169811320754717,0.005807353313591045,14,3
C10706,48,26,19790.65,761.1788461538462,640,5.076923076923077,2.923076923076923,0.023179355457750562,13,3
C10707,154,23,24250.74,1054.38,646,8.695652173913043,4.608695652173913,0.03300521642875998,14,3
C10708,38,10,6259.12,625.912,703,5.6,3.3,0.06830326973286613,13,2
C10709,118,18,22647.78,1258.21,509,6.777777777777778,3.3333333333333335,0.12046807335665778,13,3
C10710,162,8,5267.54,658.4425,547,9.5,5.25,0.061459461770910544,11,1
C10711,42,3,3804.6200000000003,1268.2066666666667,72,7.0,3.3333333333333335,0.043745774341676986,5,2
C10712,8,36,35838.87,995.5241666666667,485,6.916666666666667,3.5555555555555554,0.05318724552283993,14,3
C10713,58,9,4094.88,454.9866666666667,388,5.0,2.2222222222222223,0.07213537477085943,8,3
C10714,111,7,14944.619999999999,2134.945714285714,379,13.142857142857142,7.142857142857143,0.04688160686645352,12,2
C10715,15,8,2361.67,295.20875,361,5.375,3.125,0.03418845362679786,10,2
C10716,1,91,186193.9,2046.086813186813,727,12.54945054945055,6.7032967032967035,0.026935434998673097,14,3
C10717,2,24,35997.16,1499.881666666667,434,9.875,5.125,0.017175932562028602,12,3
C10718,211,27,23901.16,885.2281481481482,715,6.222222222222222,3.1481481481481484,0.06522240760426176,13,3
C10719,37,29,52882.08,1823.52,482,12.448275862068966,6.758620689655173,0.0,14,3
C10720,4,22,21049.88,956.8127272727273,447,6.545454545454546,3.090909090909091,0.0014638954799499448,13,3
C10721,3,15,8049.1,536.6066666666667,638,5.266666666666667,3.2666666666666666,0.03079875928369826,13,3
C10722,3,13,5367.26,412.86615384615385,548,4.3076923076923075,2.769230769230769,0.06008377755518041,13,2
C10723,33,3,2034.2,678.0666666666667,72,5.333333333333333,3.0,0.1147530995826606,7,2
C10724,5,14,22211.37,1586.5264285714286,401,11.142857142857142,5.785714285714286,0.04417893106119288,14,2
C10725,64,10,6723.29,672.329,248,6.0,3.0,0.05551208479374021,10,1
C10726,3,85,204922.95,2410.858235294118,476,13.16470588235294,6.811764705882353,0.0,14,3
C10727,1,61,142493.61,2335.960819672131,450,11.360655737704919,6.409836065573771,0.005014532676264343,14,3
C10728,21,26,44711.89,1719.688076923077,442,11.615384615384615,6.346153846153846,0.019592842343554264,13,3
C10729,30,17,4806.82,282.7541176470588,692,3.4705882352941178,2.0,0.030120457617885028,10,3
C10730,4,5,3876.65,775.33,224,9.0,4.0,0.08707375659382066,8,2
C10731,6,5,5751.43,1150.286,95,6.6,3.2,0.02340196120049242,7,1
C10732,3,20,9447.51,472.3755,688,4.25,2.15,0.10591839284091943,11,3
C10733,17,37,51464.9,1390.9432432432434,559,11.621621621621621,5.972972972972973,0.0,13,3
C10734,1,60,158319.17,2638.6528333333335,498,15.5,8.5,0.025363340627756224,14,3
C10735,5,6,6729.629999999999,1121.6049999999998,64,9.333333333333334,5.0,0.011401096479630512,11,1
C10736,17,11,6541.4,594.6727272727272,487,7.7272727272727275,4.181818181818182,0.05569758763603923,10,2
C10737,18,4,3904.77,976.1925,302,8.25,3.75,0.04486815713516951,10,1
C10738,71,13,5324.19,409.5530769230769,521,6.076923076923077,3.076923076923077,0.018133635283963914,10,3
C10739,3,26,37598.38,1446.0915384615384,480,12.038461538461538,6.153846153846154,0.08023058829861013,14,3
C10740,178,4,1258.41,314.6025,253,3.0,2.25,0.02928176369400711,5,2
C10741,40,9,4355.59,483.95444444444445,338,4.777777777777778,2.6666666666666665,0.09852202474951414,11,1
C10742,367,8,7997.95,999.74375,718,8.5,4.125,0.035314140009383974,10,3
C10743,1,7,4049.56,578.5085714285714,104,5.428571428571429,2.5714285714285716,0.022379087744371425,11,3
C10744,198,4,1049.6399999999999,262.40999999999997,371,4.25,2.25,0.09566026519165653,7,1
C10745,164,22,34780.3,1580.9227272727273,555,10.681818181818182,5.409090909090909,0.04601367167464025,14,3
C10746,0,43,48613.79,1130.5532558139535,695,8.604651162790697,4.767441860465116,0.02079021970376631,14,3
C10747,2,48,68850.99,1434.395625,714,11.791666666666666,6.104166666666667,0.0,14,3
C10748,94,3,3036.27,1012.09,112,9.0,5.0,0.0,7,2
C10749,2,27,20545.010000000002,760.9262962962964,553,5.444444444444445,2.888888888888889,0.018881683253424,11,2
C10750,502,3,2187.46,729.1533333333333,583,5.333333333333333,2.6666666666666665,0.010892812733150957,6,1
C10751,0,14,6976.22,498.3014285714286,501,4.714285714285714,2.7142857142857144,0.06616049592595914,10,3
C10752,4,5,3379.97,675.9939999999999,115,4.4,2.8,0.0025526615554414484,8,1
C10753,12,23,30804.69,1339.334347826087,485,9.08695652173913,4.6521739130434785,0.04078532774457885,11,1
C10754,163,3,1377.95,459.31666666666666,255,6.666666666666667,3.0,0.16264075498757283,7,1
C10755,15,6,9562.269999999999,1593.7116666666664,221,9.833333333333334,4.833333333333333,0.028678666477053413,10,1
C10756,4,58,186787.79,3220.4791379310345,569,16.482758620689655,8.775862068965518,0.010503597594879201,14,2
C10757,4,5,4179.82,835.9639999999999,76,6.8,3.8,0.03337542262738949,10,1
C10758,22,4,11249.06,2812.265,50,11.75,5.75,0.08795891661545299,10,3
C10759,226,4,4215.93,1053.9825,264,7.0,2.75,0.07675580267298523,7,2
C10760,0,21,36982.91,1761.0909523809526,450,11.047619047619047,6.0,0.019312039742050036,14,2
C10761,83,6,3783.62,630.6033333333334,436,6.166666666666667,3.5,0.07555145082632109,10,2
C10762,207,6,2213.23,368.87166666666667,262,5.333333333333333,3.1666666666666665,0.03253120013988153,8,2
C10763,35,5,3581.95,716.39,106,5.6,3.6,0.0,10,2
C10764,9,61,177507.47,2909.958524590164,461,14.950819672131148,8.180327868852459,0.0,14,3
C10765,3,87,265942.71,3056.8127586206897,562,15.89655172413793,8.482758620689655,0.020575476202296356,14,3
C10766,79,4,1486.9,371.725,207,4.75,2.25,0.06312811497772654,6,2
C10767,10,40,31637.02,790.9255,695,5.7,3.0,0.03043180189034573,14,1
C10768,36,8,7293.87,911.73375,357,6.5,2.875,0.03499942448213314,8,1
C10769,10,63,179033.71,2841.8049206349206,547,16.38095238095238,8.698412698412698,0.009292634769350584,14,2
C10770,59,6,12783.51,2130.585,270,10.166666666666666,4.666666666666667,0.0,10,1
C10771,352,13,23823.71,1832.5930769230768,676,13.076923076923077,6.923076923076923,0.057639211926167125,14,3
C10772,6,52,66989.26,1288.2549999999999,704,11.307692307692308,6.076923076923077,0.03534056425496263,14,3
C10773,68,11,3491.47,317.4063636363636,526,5.454545454545454,3.1818181818181817,0.03058884286047467,10,1
C10774,3,49,118100.03,2410.204693877551,426,13.693877551020408,7.3061224489795915,0.0,14,3
C10775,34,19,35688.91,1878.3636842105266,500,15.210526315789474,7.894736842105263,0.0070794697325264715,12,3
C10776,36,19,27864.43,1466.548947368421,387,9.157894736842104,5.473684210526316,0.005739460943833569,12,3
C10777,46,4,6207.63,1551.9075,149,7.75,3.5,0.002208516773636675,8,2
C10778,157,3,3483.77,1161.2566666666667,205,7.666666666666667,3.3333333333333335,0.09315788788671533,4,3
C10779,175,16,19607.73,1225.483125,667,9.6875,5.3125,0.04060224469285442,14,2
C10780,178,14,26729.55,1909.2535714285714,502,15.428571428571429,7.714285714285714,0.015254056204777555,13,2
C10781,3,6,5304.08,884.0133333333333,73,5.333333333333333,3.0,0.020203382316267816,10,3
C10782,382,5,10775.86,2155.172,683,13.6,7.2,0.11040205792368314,13,1
C10783,29,5,4024.04,804.808,151,6.0,2.8,0.010400041314895742,7,1
C10784,23,25,54444.53,2177.7812,726,16.92,8.64,0.04619490762314869,14,2
C10785,86,6,3866.0299999999997,644.3383333333333,267,6.0,3.0,0.03272593530372821,6,2
C10786,2,36,57150.94,1587.5261111111113,462,11.666666666666666,6.083333333333333,0.022075072941048438,14,2
C10787,71,5,7113.47,1422.694,148,6.8,3.4,0.0,5,1
C10788,27,26,20223.31,777.8196153846154,408,6.076923076923077,3.423076923076923,0.0,14,3
C10789,15,9,23939.81,2659.978888888889,208,17.333333333333332,9.333333333333334,0.021107286102679874,13,2
C10790,16,6,2539.95,423.325,330,3.6666666666666665,2.5,0.03858965138725917,6,2
C10791,262,6,3220.13,536.6883333333334,512,5.333333333333333,2.8333333333333335,0.027101089784067462,10,2
C10792,137,7,2561.62,365.94571428571425,516,5.142857142857143,2.7142857142857144,0.1294379929923296,7,3
C10793,475,3,1876.98,625.66,506,8.333333333333334,4.333333333333333,0.048015621433824464,6,1
C10794,183,24,29687.14,1236.9641666666666,620,9.375,4.916666666666667,0.07451943010592459,13,2
C10795,49,27,38183.34,1414.1977777777777,499,12.0,6.222222222222222,0.017727970463415368,13,2
C10796,61,10,3952.42,395.242,619,4.1,2.2,0.02324972198195972,10,2
C10797,28,7,7757.88,1108.2685714285715,114,4.857142857142857,3.0,0.05584338295161214,9,1
C10798,29,22,22244.079999999998,1011.0945454545454,560,6.181818181818182,3.409090909090909,0.0443197075054832,14,1
C10799,9,26,32110.86,1235.033076923077,582,8.846153846153847,4.923076923076923,0.01833592983811995,14,1
C10800,66,13,7742.81,595.6007692307693,682,7.615384615384615,4.076923076923077,0.07260852171871669,10,2
C10801,136,3,4171.11,1390.37,152,7.666666666666667,4.0,0.029577222304943418,9,1
C10802,9,72,211689.7,2940.1347222222225,705,17.069444444444443,8.833333333333334,0.0169939233152014,14,3
C10803,14,79,248014.44,3139.4232911392405,670,17.063291139240505,9.215189873417721,0.014788670570471679,14,3
C10804,322,2,43.44,21.72,332,1.0,1.0,0.3000322268772156,2,1
C10805,9,86,243704.73,2833.775930232558,522,14.476744186046512,8.127906976744185,0.019933450872011062,14,3
C10806,3,67,220465.69,3290.532686567164,493,17.70149253731343,9.761194029850746,0.020967261689993546,14,3
C10807,53,3,2088.8500000000004,696.2833333333334,64,5.666666666666667,3.6666666666666665,0.07779892012167396,8,1
C10808,11,19,10901.3,573.7526315789473,622,5.473684210526316,3.1052631578947367,0.0843544923015155,13,2
C10809,29,8,4420.84,552.605,394,4.375,2.875,0.06458431635587286,9,2
C10810,169,15,18094.72,1206.3146666666667,638,10.8,6.066666666666666,0.04783374220021954,14,3
C10811,11,77,186195.13,2418.1185714285716,535,11.74025974025974,6.35064935064935,0.008929185446228798,14,3
C10812,1,62,140203.66,2261.3493548387096,540,11.838709677419354,6.145161290322581,0.03500493600673579,14,3
C10813,11,67,152059.54,2269.5453731343287,527,13.716417910447761,7.1940298507462686,0.01808223247163966,14,3
C10814,6,25,22932.39,917.2955999999999,342,6.6,3.8,0.011276226150548872,14,3
C10815,208,8,6746.58,843.3225,513,6.0,3.25,0.032143389990015266,7,1
C10816,445,3,793.39,264.4633333333333,469,1.3333333333333333,1.0,0.012398083027323085,3,3
C10817,80,8,9023.25,1127.90625,385,6.875,3.5,0.05551804807586629,8,2
C10818,51,41,72442.38,1766.8873170731708,719,10.975609756097562,5.560975609756097,0.01901602848605861,14,3
C10819,0,22,23957.19,1088.9631818181817,594,10.227272727272727,5.545454545454546,0.05763979523682527,14,3
C10820,60,13,10403.72,800.2861538461538,405,9.23076923076923,4.769230769230769,0.07526598817830318,12,1
C10821,55,12,8064.63,672.0525,481,6.416666666666667,3.4166666666666665,0.08432956564687448,13,2
C10822,21,19,25779.3,1356.8052631578946,351,8.368421052631579,4.631578947368421,0.010641837631094477,14,3
C10823,114,4,2817.01,704.2525,167,5.5,2.75,0.00970604158024622,6,1
