customer_id,churn_probability,risk_tier,segment,persona,recency,frequency,monetary,avg_order_value,n_tx_90d,trend_90_over_prev90,discount_ratio,n_unresolved_tickets,avg_satisfaction,warning_signals,recommended_action
C10815,0.9822726,วิกฤต,2,ลูกค้าห่างหายมูลค่าต่ำ (Dormant / Low-Value),117.0,8.0,6746.58,843.3225,0.0,0.0,0.032143389990015266,1.0,1.0,ไม่ซื้อมา 117 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · คะแนนความพึงพอใจต่ำ (1.0/5) · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12195,0.98219484,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),110.0,22.0,34138.12,1551.7327272727273,0.0,0.0,0.021676195388958146,0.0,,ไม่ซื้อมา 110 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11371,0.98205215,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),214.0,20.0,20131.58,1006.5790000000001,0.0,0.0,0.017689472731433568,0.0,,ไม่ซื้อมา 214 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12701,0.98204297,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),107.0,15.0,18172.77,1211.518,0.0,0.0,0.08217916142043069,0.0,3.0,ไม่ซื้อมา 107 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10439,0.98181903,วิกฤต,3,ลูกค้าใหม่กำลังก่อตัว (New / Developing),285.0,3.0,2870.34,956.7800000000001,0.0,0.0,0.009763199293461762,1.0,3.0,ไม่ซื้อมา 285 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11411,0.98169255,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),148.0,22.0,12563.93,571.0877272727273,0.0,0.0,0.034650285442070244,0.0,,ไม่ซื้อมา 148 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10079,0.9815715,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),98.0,21.0,25320.58,1205.7419047619048,0.0,0.0,0.042574221485473324,0.0,4.0,ไม่ซื้อมา 98 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10034,0.9813968,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),249.0,4.0,7447.43,1861.8575,0.0,0.0,0.10685678993098238,0.0,,ไม่ซื้อมา 249 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · ซื้อเมื่อมีส่วนลดเป็นหลัก (11%),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10835,0.9809833,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),390.0,6.0,11309.37,1884.8950000000002,0.0,0.0,0.03282588784431306,0.0,,ไม่ซื้อมา 390 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11621,0.9805604,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),28.0,16.0,20946.56,1309.16,3.0,0.6,0.055982023306426286,1.0,1.0,คะแนนความพึงพอใจต่ำ (1.0/5) · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12072,0.98052806,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),100.0,22.0,23191.71,1054.1686363636363,0.0,0.0,0.0457582576558984,0.0,,ไม่ซื้อมา 100 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11160,0.98052156,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),62.0,9.0,11469.51,1274.39,1.0,1.0,0.10406282295540666,1.0,3.0,ไม่ซื้อมา 62 วัน · มีเรื่องร้องเรียนค้าง 1 เรื่อง · ซื้อเมื่อมีส่วนลดเป็นหลัก (10%),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12160,0.9796664,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),160.0,13.0,16290.93,1253.1484615384616,0.0,0.0,0.03886220525167806,0.0,,ไม่ซื้อมา 160 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11631,0.97890216,วิกฤต,3,ลูกค้าใหม่กำลังก่อตัว (New / Developing),256.0,3.0,3970.48,1323.4933333333333,0.0,0.0,0.040946859903381636,0.0,3.0,ไม่ซื้อมา 256 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12531,0.9787921,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),69.0,29.0,46076.36,1588.84,2.0,0.5,0.07532279463219403,1.0,3.0,ไม่ซื้อมา 69 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10138,0.9785992,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),77.0,22.0,25775.87,1171.6304545454545,1.0,0.16666666666666666,0.056697259994737445,0.0,2.5,ไม่ซื้อมา 77 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11597,0.9785296,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),305.0,10.0,12470.5,1247.05,0.0,0.0,0.050741792328596116,0.0,,ไม่ซื้อมา 305 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11669,0.9781497,วิกฤต,3,ลูกค้าใหม่กำลังก่อตัว (New / Developing),233.0,6.0,9687.42,1614.57,0.0,0.0,0.033652608835306116,0.0,,ไม่ซื้อมา 233 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10673,0.97814435,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),64.0,25.0,43323.39,1732.9356,2.0,0.5,0.07197162323282479,0.0,3.0,ไม่ซื้อมา 64 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10872,0.9779423,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),121.0,15.0,13460.41,897.3606666666667,0.0,0.0,0.06421604410425401,0.0,,ไม่ซื้อมา 121 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11276,0.97748363,วิกฤต,3,ลูกค้าใหม่กำลังก่อตัว (New / Developing),163.0,3.0,3430.5,1143.5,0.0,0.0,0.02084189615015756,0.0,1.0,ไม่ซื้อมา 163 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · คะแนนความพึงพอใจต่ำ (1.0/5),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10718,0.9772273,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),120.0,27.0,23901.16,885.2281481481482,0.0,0.0,0.06522240760426176,0.0,4.0,ไม่ซื้อมา 120 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12420,0.9771763,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),71.0,12.0,18847.69,1570.6408333333331,1.0,0.3333333333333333,0.0684692307578252,0.0,3.25,ไม่ซื้อมา 71 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10460,0.9764821,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),86.0,15.0,10745.03,716.3353333333333,1.0,0.5,0.0678696565310968,0.0,1.0,ไม่ซื้อมา 86 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · คะแนนความพึงพอใจต่ำ (1.0/5),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10976,0.9764696,วิกฤต,3,ลูกค้าใหม่กำลังก่อตัว (New / Developing),27.0,3.0,4134.47,1378.1566666666668,3.0,3.0,0.0011885809261751126,0.0,1.5,คะแนนความพึงพอใจต่ำ (1.5/5),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10896,0.97631013,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),87.0,18.0,18889.02,1049.39,1.0,0.3333333333333333,0.06395051217794684,0.0,,ไม่ซื้อมา 87 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12947,0.9762191,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),62.0,15.0,20692.739999999998,1379.5159999999998,1.0,0.25,0.05174304493611226,0.0,2.0,ไม่ซื้อมา 62 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · คะแนนความพึงพอใจต่ำ (2.0/5),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11194,0.9761698,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),169.0,13.0,11693.63,899.51,0.0,0.0,0.035085895255565096,1.0,3.0,ไม่ซื้อมา 169 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11786,0.9761069,วิกฤต,2,ลูกค้าห่างหายมูลค่าต่ำ (Dormant / Low-Value),306.0,5.0,2220.52,444.104,0.0,0.0,0.051209851433747657,1.0,3.0,ไม่ซื้อมา 306 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11644,0.9760291,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),52.0,23.0,25834.86,1123.2547826086957,2.0,0.6666666666666666,0.10775454776535077,0.0,3.0,ซื้อเมื่อมีส่วนลดเป็นหลัก (11%),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11518,0.97572505,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),75.0,26.0,35714.85,1373.6480769230768,1.0,0.5,0.02480338298943048,0.0,2.0,ไม่ซื้อมา 75 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · คะแนนความพึงพอใจต่ำ (2.0/5),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11646,0.9753454,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),145.0,22.0,23176.71,1053.486818181818,0.0,0.0,0.043288862103412123,0.0,,ไม่ซื้อมา 145 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10145,0.97529185,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),76.0,15.0,14768.89,984.5926666666667,1.0,0.25,0.058630022079557795,0.0,3.0,ไม่ซื้อมา 76 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10928,0.97506195,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),171.0,12.0,9069.56,755.7966666666666,0.0,0.0,0.054264099395721556,0.0,,ไม่ซื้อมา 171 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12512,0.97442687,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),109.0,25.0,32555.8,1302.232,0.0,0.0,0.04080097558647296,1.0,2.0,ไม่ซื้อมา 109 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · คะแนนความพึงพอใจต่ำ (2.0/5) · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12029,0.97423786,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),57.0,22.0,34155.13,1552.505909090909,1.0,0.2,0.06715324001532752,0.0,,ความถี่ 90 วันล่าสุดลดลงชัดเจน,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11609,0.97386134,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),54.0,30.0,35609.24,1186.9746666666665,2.0,0.3333333333333333,0.07172407536687363,0.0,2.0,ความถี่ 90 วันล่าสุดลดลงชัดเจน · คะแนนความพึงพอใจต่ำ (2.0/5),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10315,0.9738525,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),164.0,14.0,8171.03,583.645,0.0,0.0,0.06027079650699417,0.0,3.0,ไม่ซื้อมา 164 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10517,0.9738347,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),33.0,19.0,30026.26,1580.3294736842104,1.0,0.3333333333333333,0.03662036542399919,1.0,3.2,ความถี่ 90 วันล่าสุดลดลงชัดเจน · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11441,0.9734547,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),40.0,23.0,34621.64,1505.2886956521738,2.0,0.4,0.04798563081850659,1.0,2.0,ความถี่ 90 วันล่าสุดลดลงชัดเจน · คะแนนความพึงพอใจต่ำ (2.0/5) · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11764,0.9733036,วิกฤต,2,ลูกค้าห่างหายมูลค่าต่ำ (Dormant / Low-Value),353.0,3.0,506.47999999999996,168.82666666666665,0.0,0.0,0.23418410547961774,1.0,3.0,ไม่ซื้อมา 353 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · มีเรื่องร้องเรียนค้าง 1 เรื่อง · ซื้อเมื่อมีส่วนลดเป็นหลัก (23%),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11527,0.97310716,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),41.0,30.0,44299.24,1476.6413333333333,2.0,0.2857142857142857,0.059515835541102936,1.0,3.0,ความถี่ 90 วันล่าสุดลดลงชัดเจน · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11748,0.9726385,วิกฤต,2,ลูกค้าห่างหายมูลค่าต่ำ (Dormant / Low-Value),250.0,3.0,2246.59,748.8633333333333,0.0,0.0,0.042308938376018825,0.0,1.0,ไม่ซื้อมา 250 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · คะแนนความพึงพอใจต่ำ (1.0/5),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10048,0.97260803,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),175.0,9.0,7250.71,805.6344444444444,0.0,0.0,0.06694676969997233,1.0,3.0,ไม่ซื้อมา 175 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12271,0.97229946,วิกฤต,2,ลูกค้าห่างหายมูลค่าต่ำ (Dormant / Low-Value),135.0,16.0,9733.17,608.323125,0.0,0.0,0.06724032349415084,1.0,2.5,ไม่ซื้อมา 135 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11116,0.97182864,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),160.0,8.0,13740.77,1717.59625,0.0,0.0,0.007402885883011577,0.0,,ไม่ซื้อมา 160 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11926,0.9716119,วิกฤต,3,ลูกค้าใหม่กำลังก่อตัว (New / Developing),0.0,3.0,2405.91,801.9699999999999,3.0,3.0,0.01154473482031709,1.0,2.3333333333333335,มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12227,0.9715736,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),95.0,9.0,16327.95,1814.2166666666667,0.0,0.0,0.05235345327916425,0.0,,ไม่ซื้อมา 95 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10920,0.9715679,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),89.0,23.0,18210.68,791.768695652174,1.0,0.2,0.07049717101754047,0.0,,ไม่ซื้อมา 89 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12021,0.97154963,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),113.0,16.0,20410.18,1275.63625,0.0,0.0,0.05267428017108338,0.0,,ไม่ซื้อมา 113 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12415,0.97143114,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),16.0,27.0,25327.6,938.0592592592592,4.0,0.8,0.07686139580994593,1.0,2.3333333333333335,มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11412,0.9714264,วิกฤต,3,ลูกค้าใหม่กำลังก่อตัว (New / Developing),10.0,3.0,4098.59,1366.1966666666667,3.0,3.0,0.052059819413092547,0.0,1.0,คะแนนความพึงพอใจต่ำ (1.0/5),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11642,0.9709916,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),81.0,28.0,17618.16,629.22,1.0,0.5,0.05485168687968164,0.0,,ไม่ซื้อมา 81 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10334,0.97066766,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),16.0,23.0,21416.94,931.171304347826,4.0,1.0,0.07565398623986451,1.0,2.0,คะแนนความพึงพอใจต่ำ (2.0/5) · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11483,0.97064495,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),209.0,13.0,12740.380000000001,980.0292307692308,0.0,0.0,0.03248373155489808,0.0,3.0,ไม่ซื้อมา 209 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11790,0.9695218,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),45.0,21.0,23834.91,1134.9957142857143,1.0,0.3333333333333333,0.018700546293753628,0.0,2.3333333333333335,ความถี่ 90 วันล่าสุดลดลงชัดเจน,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C11570,0.9692434,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),95.0,18.0,25342.73,1407.9294444444445,0.0,0.0,0.04867489508021952,0.0,4.0,ไม่ซื้อมา 95 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12394,0.9687347,วิกฤต,2,ลูกค้าห่างหายมูลค่าต่ำ (Dormant / Low-Value),329.0,3.0,2308.15,769.3833333333333,0.0,0.0,0.010982183410604257,0.0,,ไม่ซื้อมา 329 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12986,0.968032,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),60.0,24.0,28590.83,1191.2845833333333,2.0,0.25,0.08079420418829315,1.0,3.5,ความถี่ 90 วันล่าสุดลดลงชัดเจน · มีเรื่องร้องเรียนค้าง 1 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12695,0.967523,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),44.0,23.0,25586.59,1112.4604347826087,1.0,0.2,0.050941099319138455,0.0,2.0,ความถี่ 90 วันล่าสุดลดลงชัดเจน · คะแนนความพึงพอใจต่ำ (2.0/5),โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10626,0.9673301,วิกฤต,3,ลูกค้าใหม่กำลังก่อตัว (New / Developing),1.0,3.0,2055.88,685.2933333333334,3.0,3.0,0.005038014993055186,0.0,,ความเสี่ยงมาจากรูปแบบรวมหลายปัจจัย,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12496,0.9665264,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),82.0,15.0,13226.960000000001,881.7973333333334,1.0,0.2,0.0654729101489087,0.0,,ไม่ซื้อมา 82 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C10972,0.96644473,วิกฤต,0,ลูกค้าคุณค่าสูงที่กำลังห่างหาย (At-Risk High-Value),90.0,20.0,16576.010000000002,828.8005,0.0,0.0,0.020417220695564814,0.0,4.0,ไม่ซื้อมา 90 วัน · ความถี่ 90 วันล่าสุดลดลงชัดเจน · ไม่มีการซื้อเลยใน 90 วันล่าสุด,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
C12761,0.9662035,วิกฤต,2,ลูกค้าห่างหายมูลค่าต่ำ (Dormant / Low-Value),52.0,3.0,1701.85,567.2833333333333,3.0,3.0,0.05946558346458869,2.0,3.0,มีเรื่องร้องเรียนค้าง 2 เรื่อง,โทรหาโดยพนักงานภายใน 48 ชม. + ข้อเสนอเฉพาะบุคคล
