image_path,split,group,student_id,aug_type,gt_path,gt_exists
images/augmented/G/74126003_aug1_rotate_bright.png,augmented,G,74126003,rotate_bright,ground_truth/G/Json_74126003_en.json,True
images/augmented/G/74126003_aug2_noise.png,augmented,G,74126003,noise,ground_truth/G/Json_74126003_en.json,True
images/augmented/G/74126003_aug3_blur_contrast.png,augmented,G,74126003,blur_contrast,ground_truth/G/Json_74126003_en.json,True
images/augmented/G/74126003_aug4_perspective.png,augmented,G,74126003,perspective,ground_truth/G/Json_74126003_en.json,True
images/augmented/G/74126003_aug5_jpeg_dark.png,augmented,G,74126003,jpeg_dark,ground_truth/G/Json_74126003_en.json,True
images/original/G/74126007.png,original,G,74126007,none,ground_truth/G/Json_74126007_en.json,True
images/augmented/G/74126007_aug1_rotate_bright.png,augmented,G,74126007,rotate_bright,ground_truth/G/Json_74126007_en.json,True
images/augmented/G/74126007_aug2_noise.png,augmented,G,74126007,noise,ground_truth/G/Json_74126007_en.json,True
images/augmented/G/74126007_aug3_blur_contrast.png,augmented,G,74126007,blur_contrast,ground_truth/G/Json_74126007_en.json,True
images/augmented/G/74126007_aug4_perspective.png,augmented,G,74126007,perspective,ground_truth/G/Json_74126007_en.json,True
images/augmented/G/74126007_aug5_jpeg_dark.png,augmented,G,74126007,jpeg_dark,ground_truth/G/Json_74126007_en.json,True
images/original/G/74126011.png,original,G,74126011,none,ground_truth/G/Json_74126011_en.json,True
images/augmented/G/74126011_aug1_rotate_bright.png,augmented,G,74126011,rotate_bright,ground_truth/G/Json_74126011_en.json,True
images/augmented/G/74126011_aug2_noise.png,augmented,G,74126011,noise,ground_truth/G/Json_74126011_en.json,True
images/augmented/G/74126011_aug3_blur_contrast.png,augmented,G,74126011,blur_contrast,ground_truth/G/Json_74126011_en.json,True
images/augmented/G/74126011_aug4_perspective.png,augmented,G,74126011,perspective,ground_truth/G/Json_74126011_en.json,True
images/augmented/G/74126011_aug5_jpeg_dark.png,augmented,G,74126011,jpeg_dark,ground_truth/G/Json_74126011_en.json,True
images/original/G/74156004.png,original,G,74156004,none,ground_truth/G/Json_74156004_en.json,True
images/augmented/G/74156004_aug1_rotate_bright.png,augmented,G,74156004,rotate_bright,ground_truth/G/Json_74156004_en.json,True
images/augmented/G/74156004_aug2_noise.png,augmented,G,74156004,noise,ground_truth/G/Json_74156004_en.json,True
images/augmented/G/74156004_aug3_blur_contrast.png,augmented,G,74156004,blur_contrast,ground_truth/G/Json_74156004_en.json,True
images/augmented/G/74156004_aug4_perspective.png,augmented,G,74156004,perspective,ground_truth/G/Json_74156004_en.json,True
images/augmented/G/74156004_aug5_jpeg_dark.png,augmented,G,74156004,jpeg_dark,ground_truth/G/Json_74156004_en.json,True
images/original/G/74156007.png,original,G,74156007,none,ground_truth/G/Json_74156007_en.json,True
images/augmented/G/74156007_aug1_rotate_bright.png,augmented,G,74156007,rotate_bright,ground_truth/G/Json_74156007_en.json,True
images/augmented/G/74156007_aug2_noise.png,augmented,G,74156007,noise,ground_truth/G/Json_74156007_en.json,True
images/augmented/G/74156007_aug3_blur_contrast.png,augmented,G,74156007,blur_contrast,ground_truth/G/Json_74156007_en.json,True
images/augmented/G/74156007_aug4_perspective.png,augmented,G,74156007,perspective,ground_truth/G/Json_74156007_en.json,True
images/augmented/G/74156007_aug5_jpeg_dark.png,augmented,G,74156007,jpeg_dark,ground_truth/G/Json_74156007_en.json,True
images/original/G/74166001.png,original,G,74166001,none,ground_truth/G/Json_74166001_en.json,True
images/augmented/G/74166001_aug1_rotate_bright.png,augmented,G,74166001,rotate_bright,ground_truth/G/Json_74166001_en.json,True
images/augmented/G/74166001_aug2_noise.png,augmented,G,74166001,noise,ground_truth/G/Json_74166001_en.json,True
images/augmented/G/74166001_aug3_blur_contrast.png,augmented,G,74166001,blur_contrast,ground_truth/G/Json_74166001_en.json,True
images/augmented/G/74166001_aug4_perspective.png,augmented,G,74166001,perspective,ground_truth/G/Json_74166001_en.json,True
images/augmented/G/74166001_aug5_jpeg_dark.png,augmented,G,74166001,jpeg_dark,ground_truth/G/Json_74166001_en.json,True
images/original/G/74176002.png,original,G,74176002,none,ground_truth/G/Json_74176002_en.json,True
images/augmented/G/74176002_aug1_rotate_bright.png,augmented,G,74176002,rotate_bright,ground_truth/G/Json_74176002_en.json,True
images/augmented/G/74176002_aug2_noise.png,augmented,G,74176002,noise,ground_truth/G/Json_74176002_en.json,True
images/augmented/G/74176002_aug3_blur_contrast.png,augmented,G,74176002,blur_contrast,ground_truth/G/Json_74176002_en.json,True
images/augmented/G/74176002_aug4_perspective.png,augmented,G,74176002,perspective,ground_truth/G/Json_74176002_en.json,True
images/augmented/G/74176002_aug5_jpeg_dark.png,augmented,G,74176002,jpeg_dark,ground_truth/G/Json_74176002_en.json,True
images/original/G/74176008.png,original,G,74176008,none,,False
images/augmented/G/74176008_aug1_rotate_bright.png,augmented,G,74176008,rotate_bright,,False
images/augmented/G/74176008_aug2_noise.png,augmented,G,74176008,noise,,False
images/augmented/G/74176008_aug3_blur_contrast.png,augmented,G,74176008,blur_contrast,,False
images/augmented/G/74176008_aug4_perspective.png,augmented,G,74176008,perspective,,False
images/augmented/G/74176008_aug5_jpeg_dark.png,augmented,G,74176008,jpeg_dark,,False
