transaction_id,customer_id,transaction_date,channel,store_id,payment_method,n_items,total_units,gross_amount,discount_amount,net_amount,is_return
T220696,C10946,2025-05-29,In-Store,ST015,Mobile Banking,6,11,1809.12,0.0,1809.12,0
T220697,C10946,2025-06-01,Online Web,ONLINE,Mobile Banking,8,16,1334.21,0.0,1334.21,0
T220698,C10946,2025-06-18,In-Store,ST014,Cash,7,12,3733.32,0.0,3733.32,0
T220699,C10946,2025-06-19,Mobile App,ONLINE,Mobile Banking,5,15,2551.35,0.0,2551.35,0
T220700,C10946,2025-07-13,In-Store,ST003,Credit Card,8,15,2065.15,0.0,2065.15,0
T220701,C10946,2025-07-18,In-Store,ST009,Cash,7,11,1345.18,0.0,1345.18,0
T220702,C10946,2025-08-23,In-Store,ST024,Cash,10,22,2381.65,0.0,2381.65,0
T220703,C10946,2025-09-10,In-Store,ST003,e-Wallet,12,21,3192.44,0.0,3192.44,0
T220704,C10946,2025-09-19,In-Store,ST018,Mobile Banking,9,15,2402.03,0.0,2402.03,0
T220705,C10946,2025-09-25,Online Web,ONLINE,Credit Card,7,12,2222.52,0.0,2222.52,0
T220706,C10946,2025-09-26,In-Store,ST020,Cash,7,16,3271.51,0.0,3271.51,0
T220707,C10946,2025-10-13,In-Store,ST025,Credit Card,6,10,1494.65,0.0,1494.65,0
T220708,C10946,2025-10-24,In-Store,ST011,Credit Card,7,14,3024.42,0.0,3024.42,0
T220709,C10946,2025-11-08,In-Store,ST021,Mobile Banking,10,18,3380.79,0.0,3380.79,0
T220710,C10946,2025-11-16,In-Store,ST008,e-Wallet,5,7,1360.21,0.0,1360.21,0
T220711,C10946,2025-11-18,In-Store,ST006,Credit Card,8,16,3338.75,0.0,3338.75,0
T220712,C10946,2025-11-21,Online Web,ONLINE,Mobile Banking,11,19,2702.15,0.0,2702.15,0
T220713,C10946,2025-11-22,In-Store,ST015,Mobile Banking,11,23,5596.76,0.0,5596.76,0
T220714,C10946,2025-11-24,In-Store,ST015,Mobile Banking,11,28,2467.75,0.0,2467.75,0
T220715,C10946,2025-11-30,Online Web,ONLINE,Mobile Banking,10,18,3909.44,0.0,3909.44,0
T220716,C10946,2025-12-07,Mobile App,ONLINE,Mobile Banking,5,9,1035.85,0.0,1035.85,0
T220717,C10946,2025-12-20,In-Store,ST011,e-Wallet,12,25,3080.96,0.0,3080.96,0
T220718,C10946,2025-12-21,In-Store,ST014,Credit Card,11,20,3669.46,0.0,3669.46,0
T220719,C10946,2025-12-27,In-Store,ST018,Credit Card,7,15,1639.51,0.0,1639.51,0
T220720,C10946,2025-12-31,In-Store,ST006,Mobile Banking,6,12,1843.62,0.0,1843.62,0
T220721,C10946,2026-01-03,In-Store,ST017,Mobile Banking,9,17,4936.05,0.0,4936.05,0
T220722,C10946,2026-01-12,In-Store,ST001,Credit Card,7,16,2290.84,0.0,2290.84,0
T220723,C10946,2026-02-04,In-Store,ST021,Credit Card,11,18,4756.5,0.0,4756.5,0
T220724,C10946,2026-02-14,Mobile App,ONLINE,Credit Card,5,8,919.43,0.0,919.43,0
T220725,C10946,2026-02-19,In-Store,ST002,Cash,9,16,1986.57,0.0,1986.57,0
T220726,C10946,2026-02-26,In-Store,ST006,Credit Card,8,13,2985.32,0.0,2985.32,0
T220727,C10946,2026-03-01,In-Store,ST004,Cash,8,17,2333.33,0.0,2333.33,0
T220728,C10946,2026-03-02,In-Store,ST016,e-Wallet,7,11,1565.52,0.0,1565.52,0
T220729,C10946,2026-03-12,In-Store,ST022,e-Wallet,8,20,2399.34,0.0,2399.34,0
T220730,C10946,2026-03-27,In-Store,ST019,e-Wallet,8,15,3148.62,0.0,3148.62,0
T220731,C10946,2026-04-02,In-Store,ST004,e-Wallet,7,10,1436.61,0.0,1436.61,0
T220732,C10946,2026-04-04,In-Store,ST019,Cash,6,11,1923.64,0.0,1923.64,0
T220733,C10946,2026-04-05,In-Store,ST013,Mobile Banking,8,16,1347.43,0.0,1347.43,0
T220734,C10946,2026-04-13,Mobile App,ONLINE,Credit Card,7,12,1959.01,0.0,1959.01,0
T220735,C10946,2026-04-21,In-Store,ST023,Mobile Banking,8,17,1332.66,0.0,1332.66,0
T220736,C10946,2026-05-09,In-Store,ST016,e-Wallet,7,15,2503.44,0.0,2503.44,0
T220737,C10946,2026-05-10,In-Store,ST011,Credit Card,5,7,1528.44,0.0,1528.44,0
T220738,C10946,2026-05-15,In-Store,ST025,Cash,11,26,4648.85,0.0,4648.85,0
T220739,C10946,2026-05-18,In-Store,ST007,e-Wallet,7,15,2953.26,0.0,2953.26,0
T220740,C10946,2026-05-22,In-Store,ST020,Cash,7,17,3664.77,0.0,3664.77,0
T220741,C10946,2026-05-29,In-Store,ST004,Cash,6,11,1465.41,0.0,1465.41,0
T220742,C10946,2026-05-31,Mobile App,ONLINE,Credit Card,12,26,5223.31,0.0,5223.31,0
T220743,C10946,2026-06-24,In-Store,ST020,Cash,10,15,2757.27,0.0,2757.27,0
T220744,C10946,2026-06-30,In-Store,ST013,Mobile Banking,8,19,2790.31,0.0,2790.31,0
T220745,C10946,2026-07-03,In-Store,ST013,Credit Card,9,20,6304.72,0.0,6304.72,0
T220746,C10946,2026-07-31,In-Store,ST004,Credit Card,6,17,5059.23,0.0,5059.23,0
T220747,C10946,2026-08-15,In-Store,ST019,Credit Card,10,17,3843.03,0.0,3843.03,0
T220748,C10947,2024-09-03,Online Web,ONLINE,Credit Card,5,11,3715.34,0.0,3715.34,0
T220749,C10947,2024-09-06,Online Web,ONLINE,Mobile Banking,14,31,5847.48,0.0,5847.48,0
T220750,C10947,2024-09-25,Online Web,ONLINE,e-Wallet,7,10,1039.22,0.0,1039.22,0
T220751,C10947,2024-09-26,Online Web,ONLINE,e-Wallet,9,17,2232.3,0.0,2232.3,0
T220752,C10947,2024-10-05,Online Web,ONLINE,Mobile Banking,12,19,2096.13,0.0,2096.13,0
T220753,C10947,2024-10-12,Online Web,ONLINE,Credit Card,7,12,2059.87,0.0,2059.87,0
T220754,C10947,2024-11-10,Online Web,ONLINE,Mobile Banking,8,22,2596.53,0.0,2596.53,0
T220755,C10947,2024-11-24,Online Web,ONLINE,Mobile Banking,12,24,6987.07,0.0,6987.07,0
T220756,C10947,2024-11-26,Mobile App,ONLINE,e-Wallet,10,17,2241.16,0.0,2241.16,0
T220757,C10947,2024-11-29,Online Web,ONLINE,Mobile Banking,10,20,3031.78,0.0,3031.78,0
T220758,C10947,2024-12-08,Online Web,ONLINE,Credit Card,10,16,2980.57,0.0,2980.57,0
T220759,C10947,2024-12-22,In-Store,ST003,Credit Card,8,14,2351.3,0.0,2351.3,0
T220760,C10947,2024-12-27,Online Web,ONLINE,Mobile Banking,12,21,6681.35,0.0,6681.35,0
T220761,C10947,2025-01-03,Online Web,ONLINE,Credit Card,13,23,3886.58,0.0,3886.58,0
T220762,C10947,2025-01-17,Online Web,ONLINE,Credit Card,5,8,1194.0,0.0,1194.0,0
T220763,C10947,2025-01-22,Mobile App,ONLINE,e-Wallet,8,15,5199.32,0.0,5199.32,0
T220764,C10947,2025-01-28,Online Web,ONLINE,Credit Card,8,12,1657.52,0.0,1657.52,0
T220765,C10947,2025-02-11,Online Web,ONLINE,Mobile Banking,11,21,2399.58,0.0,2399.58,0
T220766,C10947,2025-02-15,Online Web,ONLINE,Mobile Banking,8,15,2546.96,0.0,2546.96,0
T220767,C10947,2025-02-20,Online Web,ONLINE,Credit Card,12,20,3796.04,0.0,3796.04,0
T220768,C10947,2025-03-07,In-Store,ST009,Cash,11,25,8508.78,0.0,8508.78,0
T220769,C10947,2025-03-09,Online Web,ONLINE,Credit Card,8,18,3345.19,0.0,3345.19,0
T220770,C10947,2025-03-14,Online Web,ONLINE,Mobile Banking,12,18,6350.87,0.0,6350.87,0
T220771,C10947,2025-03-16,Online Web,ONLINE,Mobile Banking,8,17,2393.06,0.0,2393.06,0
T220772,C10947,2025-03-20,Online Web,ONLINE,e-Wallet,12,25,5116.76,0.0,5116.76,0
T220773,C10947,2025-03-23,Online Web,ONLINE,Credit Card,10,16,3983.01,0.0,3983.01,0
T220774,C10947,2025-03-25,Online Web,ONLINE,Credit Card,10,15,3191.61,0.0,3191.61,0
T220775,C10947,2025-03-31,Online Web,ONLINE,Mobile Banking,6,10,1629.36,0.0,1629.36,0
T220776,C10947,2025-04-03,Online Web,ONLINE,Credit Card,7,13,2790.5,0.0,2790.5,0
T220777,C10947,2025-04-04,Online Web,ONLINE,Mobile Banking,9,16,2070.91,0.0,2070.91,0
T220778,C10947,2025-04-06,Online Web,ONLINE,Credit Card,8,13,2044.39,0.0,2044.39,0
T220779,C10947,2025-04-10,Online Web,ONLINE,Mobile Banking,11,21,3534.89,0.0,3534.89,0
T220780,C10947,2025-04-12,In-Store,ST006,Credit Card,6,10,2156.91,0.0,2156.91,0
T220781,C10947,2025-05-15,Online Web,ONLINE,Mobile Banking,6,16,2045.03,0.0,2045.03,0
T220782,C10947,2025-06-23,Online Web,ONLINE,Credit Card,10,18,3385.29,0.0,3385.29,0
T220783,C10947,2025-06-27,Online Web,ONLINE,Credit Card,7,11,2640.78,0.0,2640.78,0
T220784,C10947,2025-07-08,Online Web,ONLINE,Mobile Banking,9,15,3168.5,0.0,3168.5,0
T220785,C10947,2025-07-10,Online Web,ONLINE,e-Wallet,5,7,744.78,0.0,744.78,0
T220786,C10947,2025-07-20,Online Web,ONLINE,Mobile Banking,6,11,3115.76,0.0,3115.76,0
T220787,C10947,2025-07-22,Online Web,ONLINE,Cash,9,16,3910.39,0.0,3910.39,0
T220788,C10947,2025-08-10,Online Web,ONLINE,e-Wallet,8,14,3014.44,0.0,3014.44,0
T220789,C10947,2025-08-16,In-Store,ST006,Mobile Banking,10,18,4665.34,0.0,4665.34,0
T220790,C10947,2025-08-30,Online Web,ONLINE,Credit Card,12,21,3921.46,0.0,3921.46,0
T220791,C10947,2025-09-13,Mobile App,ONLINE,Mobile Banking,9,13,2708.37,0.0,2708.37,0
T220792,C10947,2025-09-30,Online Web,ONLINE,e-Wallet,7,11,1324.09,0.0,1324.09,0
T220793,C10947,2025-10-26,Online Web,ONLINE,e-Wallet,15,28,11592.05,0.0,11592.05,0
T220794,C10947,2025-10-30,In-Store,ST003,Cash,11,17,7429.49,0.0,7429.49,0
T220795,C10947,2025-11-08,Online Web,ONLINE,e-Wallet,11,19,5609.92,0.0,5609.92,0
T220796,C10947,2025-11-27,Online Web,ONLINE,e-Wallet,8,14,4178.5,0.0,4178.5,0
T220797,C10947,2025-12-02,Online Web,ONLINE,Mobile Banking,10,18,4826.7,0.0,4826.7,0
T220798,C10947,2025-12-06,Online Web,ONLINE,Mobile Banking,10,17,5594.29,0.0,5594.29,0
T220799,C10947,2025-12-25,Online Web,ONLINE,Credit Card,8,15,3719.32,0.0,3719.32,0
T220800,C10947,2026-01-04,Online Web,ONLINE,Mobile Banking,8,11,2289.24,0.0,2289.24,0
T220801,C10947,2026-01-06,Online Web,ONLINE,Credit Card,15,24,5765.71,0.0,5765.71,0
T220802,C10947,2026-01-18,Online Web,ONLINE,Mobile Banking,12,20,4681.92,0.0,4681.92,0
T220803,C10947,2026-01-19,Online Web,ONLINE,Credit Card,8,10,2429.42,0.0,2429.42,0
T220804,C10947,2026-01-22,Online Web,ONLINE,e-Wallet,6,13,1838.03,0.0,1838.03,0
T220805,C10947,2026-01-23,Online Web,ONLINE,e-Wallet,8,13,5301.03,0.0,5301.03,0
T220806,C10947,2026-01-30,Online Web,ONLINE,Mobile Banking,9,19,2471.99,0.0,2471.99,0
T220807,C10947,2026-02-24,Mobile App,ONLINE,Mobile Banking,12,22,3906.65,0.0,3906.65,0
T220808,C10947,2026-02-26,In-Store,ST025,Cash,9,24,6838.05,0.0,6838.05,0
T220809,C10947,2026-03-08,Online Web,ONLINE,e-Wallet,9,15,4611.25,0.0,4611.25,0
T220810,C10947,2026-03-22,Online Web,ONLINE,Credit Card,15,32,11346.3,0.0,11346.3,0
T220811,C10947,2026-04-18,Online Web,ONLINE,Cash,10,20,4444.12,0.0,4444.12,0
T220812,C10947,2026-04-25,Online Web,ONLINE,e-Wallet,8,13,2089.47,0.0,2089.47,0
T220813,C10947,2026-04-26,Online Web,ONLINE,e-Wallet,10,17,2969.51,0.0,2969.51,0
T220814,C10947,2026-04-28,Online Web,ONLINE,e-Wallet,12,22,6244.34,0.0,6244.34,0
T220815,C10947,2026-04-30,Online Web,ONLINE,Mobile Banking,8,10,1929.12,0.0,1929.12,0
T220816,C10947,2026-05-05,Online Web,ONLINE,Mobile Banking,10,18,5184.21,0.0,5184.21,0
T220817,C10947,2026-05-23,Online Web,ONLINE,e-Wallet,9,20,2941.23,0.0,2941.23,0
T220818,C10947,2026-05-27,Online Web,ONLINE,Credit Card,7,17,2060.28,0.0,2060.28,0
T220819,C10947,2026-06-12,Online Web,ONLINE,Credit Card,10,14,2728.26,0.0,2728.26,0
T220820,C10947,2026-06-23,Online Web,ONLINE,Credit Card,9,19,4722.1,0.0,4722.1,0
T220821,C10947,2026-07-05,Online Web,ONLINE,Credit Card,8,12,2244.93,0.0,2244.93,0
T220822,C10947,2026-07-13,Online Web,ONLINE,Mobile Banking,14,26,5093.11,0.0,5093.11,0
T220823,C10947,2026-07-26,Online Web,ONLINE,Credit Card,7,16,1777.88,0.0,1777.88,0
T220824,C10947,2026-07-29,Online Web,ONLINE,Cash,10,13,2059.13,0.0,2059.13,0
T220825,C10947,2026-08-01,Online Web,ONLINE,e-Wallet,6,11,837.45,0.0,837.45,0
T220826,C10947,2026-08-05,In-Store,ST023,Credit Card,13,28,4355.45,0.0,4355.45,0
T220827,C10947,2026-08-21,Online Web,ONLINE,Credit Card,10,24,4647.89,0.0,4647.89,0
T220828,C10947,2026-08-25,Online Web,ONLINE,Credit Card,10,20,2679.86,0.0,2679.86,0
T220829,C10947,2026-08-30,Online Web,ONLINE,Mobile Banking,12,21,6314.68,0.0,6314.68,0
T220830,C10948,2025-03-20,In-Store,ST010,e-Wallet,5,8,1388.87,164.62,1224.25,0
T220831,C10948,2025-03-29,Online Web,ONLINE,Credit Card,7,11,1711.7,38.82,1672.88,0
T220832,C10948,2025-04-13,In-Store,ST002,e-Wallet,8,16,1295.47,67.63,1227.84,0
T220833,C10948,2025-04-22,In-Store,ST013,Credit Card,9,19,1998.59,0.0,1998.59,0
T220834,C10948,2025-07-20,In-Store,ST016,Cash,10,17,2655.75,110.53999999999999,2545.21,0
T220835,C10948,2025-08-04,In-Store,ST022,e-Wallet,6,13,1216.52,0.0,1216.52,0
T220836,C10948,2025-08-08,In-Store,ST015,Credit Card,5,6,658.77,0.0,658.77,0
T220837,C10948,2025-08-15,In-Store,ST014,Credit Card,12,20,2755.89,14.46,2741.43,0
T220838,C10948,2025-09-13,Mobile App,ONLINE,Mobile Banking,7,13,1187.0,5.36,1181.64,0
T220839,C10948,2025-09-26,Online Web,ONLINE,Cash,6,9,907.51,0.0,907.51,0
T220840,C10948,2025-10-09,In-Store,ST013,Credit Card,8,16,1803.99,117.06,1686.93,0
T220841,C10948,2025-10-22,In-Store,ST007,Mobile Banking,2,5,246.66,0.0,246.66,0
T220842,C10948,2025-11-12,In-Store,ST022,Cash,7,12,1918.01,18.98,1899.03,0
T220843,C10948,2025-11-14,In-Store,ST023,Credit Card,8,15,1156.63,0.0,1156.63,0
T220844,C10948,2025-11-21,Mobile App,ONLINE,Credit Card,6,8,607.07,18.91,588.16,0
T220845,C10948,2025-12-06,In-Store,ST006,Cash,12,18,2585.14,167.24,2417.9,0
T220846,C10948,2025-12-16,In-Store,ST013,e-Wallet,10,18,3287.83,99.95,3187.88,0
T220847,C10948,2026-01-16,In-Store,ST003,Mobile Banking,8,17,1634.31,0.0,1634.31,0
T220848,C10948,2026-02-14,In-Store,ST004,Cash,6,10,1135.87,0.0,1135.87,0
T220849,C10948,2026-02-21,Online Web,ONLINE,e-Wallet,11,17,2986.28,73.91,2912.37,0
T220850,C10948,2026-04-11,Mobile App,ONLINE,e-Wallet,6,12,1268.17,8.94,1259.23,0
T220851,C10948,2026-04-19,In-Store,ST016,e-Wallet,8,13,1045.1,34.19,1010.91,0
T220852,C10948,2026-06-18,In-Store,ST019,e-Wallet,7,10,1419.66,0.0,1419.66,0
T220853,C10948,2026-06-20,Online Web,ONLINE,e-Wallet,6,13,1199.99,195.18,1004.81,0
T220854,C10948,2026-08-01,In-Store,ST004,Cash,8,15,1433.51,0.0,1433.51,0
T220855,C10949,2025-07-08,In-Store,ST023,Cash,4,8,1415.58,26.95,1388.63,0
T220856,C10949,2025-07-19,In-Store,ST009,Credit Card,11,15,4108.51,0.0,4108.51,0
T220857,C10949,2025-08-02,In-Store,ST002,e-Wallet,3,6,1035.15,0.0,1035.15,0
T220858,C10949,2025-09-06,In-Store,ST002,Credit Card,5,8,5442.63,0.0,5442.63,0
T220859,C10949,2025-09-18,Online Web,ONLINE,Credit Card,5,8,734.55,0.0,734.55,0
T220860,C10949,2025-10-07,In-Store,ST017,Credit Card,8,18,1855.24,39.63,1815.61,0
T220861,C10949,2025-10-17,In-Store,ST011,Cash,11,17,2105.27,0.0,2105.27,0
T220862,C10949,2025-10-18,In-Store,ST022,Cash,2,6,529.16,0.0,529.16,0
T220863,C10949,2025-10-30,Mobile App,ONLINE,Credit Card,3,5,709.51,0.0,709.51,0
T220864,C10949,2025-11-18,In-Store,ST015,Credit Card,1,1,139.9,0.0,139.9,0
T220865,C10949,2025-11-20,Online Web,ONLINE,Credit Card,8,16,812.42,17.68,794.74,0
T220866,C10949,2025-11-26,In-Store,ST012,Cash,3,6,1082.95,0.0,1082.95,0
T220867,C10949,2025-12-13,In-Store,ST013,e-Wallet,6,8,1982.83,30.75,1952.08,0
T220868,C10949,2026-02-13,Mobile App,ONLINE,e-Wallet,7,13,2361.26,0.0,2361.26,0
T220869,C10949,2026-03-08,In-Store,ST019,Cash,4,9,1053.2,0.0,1053.2,0
T220870,C10949,2026-03-26,In-Store,ST015,Cash,2,3,233.07,0.0,233.07,0
T220871,C10949,2026-03-28,In-Store,ST003,Cash,3,4,729.23,0.0,729.23,0
T220872,C10949,2026-04-12,Mobile App,ONLINE,Credit Card,3,4,765.01,169.21,595.8,0
T220873,C10949,2026-05-17,Mobile App,ONLINE,e-Wallet,9,19,2173.81,8.43,2165.38,0
T220874,C10949,2026-06-01,In-Store,ST020,Cash,4,7,945.98,203.74,742.24,0
T220875,C10949,2026-06-15,In-Store,ST014,Cash,4,8,1000.39,0.0,1000.39,0
T220876,C10949,2026-06-27,In-Store,ST012,Credit Card,6,11,663.07,0.0,663.07,0
T220877,C10949,2026-07-21,In-Store,ST016,e-Wallet,5,10,888.38,0.0,888.38,0
T220878,C10949,2026-08-07,In-Store,ST011,e-Wallet,3,5,379.36,0.0,379.36,0
T220879,C10949,2026-08-08,In-Store,ST015,Mobile Banking,5,10,1066.37,0.0,1066.37,0
T220880,C10949,2026-08-09,In-Store,ST014,e-Wallet,5,9,997.29,41.45,955.84,0
T220881,C10949,2026-08-11,Online Web,ONLINE,e-Wallet,4,4,258.04,0.0,258.04,0
T220882,C10949,2026-08-14,In-Store,ST013,Cash,8,17,1684.9,77.68,1607.22,0
T220883,C10950,2024-11-12,In-Store,ST006,Credit Card,3,6,504.3,0.0,504.3,0
T220884,C10950,2024-11-24,In-Store,ST012,Mobile Banking,6,11,1569.69,0.0,1569.69,0
T220885,C10950,2024-11-26,Online Web,ONLINE,Credit Card,3,4,1246.4,186.95,1059.45,0
T220886,C10950,2024-11-28,In-Store,ST017,Cash,4,6,1391.83,0.0,1391.83,0
T220887,C10950,2024-12-16,In-Store,ST006,Cash,3,5,286.56,0.0,286.56,0
T220888,C10950,2024-12-29,In-Store,ST009,Credit Card,3,7,1972.08,0.0,1972.08,0
T220889,C10950,2025-01-31,Online Web,ONLINE,e-Wallet,5,9,1609.65,0.0,1609.65,0
T220890,C10950,2025-02-28,In-Store,ST001,Credit Card,7,14,2241.19,21.09,2220.1,0
T220891,C10950,2025-03-09,In-Store,ST003,Cash,4,9,1789.16,0.0,1789.16,0
T220892,C10950,2025-03-16,In-Store,ST001,e-Wallet,8,18,2053.37,0.0,2053.37,0
T220893,C10950,2025-03-20,In-Store,ST020,e-Wallet,10,17,2313.56,0.0,2313.56,0
T220894,C10950,2025-03-27,In-Store,ST018,Credit Card,3,3,241.37,0.0,241.37,0
T220895,C10950,2025-03-28,In-Store,ST014,Credit Card,3,3,499.05,0.0,499.05,0
T220896,C10950,2025-04-04,Mobile App,ONLINE,Mobile Banking,4,8,987.3,0.0,987.3,0
T220897,C10950,2025-04-27,In-Store,ST019,Cash,5,12,1711.91,58.1,1653.81,0
T220898,C10950,2025-08-16,In-Store,ST005,Cash,4,6,2345.0,529.97,1815.03,0
T220899,C10950,2025-08-28,In-Store,ST023,Cash,5,8,1224.36,0.0,1224.36,0
T220900,C10950,2025-10-03,In-Store,ST016,Cash,4,4,244.25,0.0,244.25,0
T220901,C10950,2025-11-02,In-Store,ST020,Cash,3,8,736.83,145.14,591.69,0
T220902,C10950,2025-11-11,Online Web,ONLINE,Credit Card,4,10,708.43,0.0,708.43,0
T220903,C10950,2025-11-14,In-Store,ST014,Cash,4,6,630.74,0.0,630.74,0
T220904,C10950,2025-11-28,In-Store,ST016,Mobile Banking,10,16,3345.2,341.84000000000003,3003.36,0
T220905,C10950,2026-01-30,In-Store,ST005,Cash,4,10,898.73,0.0,898.73,0
T220906,C10950,2026-02-14,Online Web,ONLINE,Credit Card,4,6,356.52,0.0,356.52,0
T220907,C10950,2026-02-22,In-Store,ST017,Credit Card,2,3,105.85,0.0,105.85,0
T220908,C10950,2026-03-01,In-Store,ST023,Cash,5,7,465.79,4.08,461.71,0
T220909,C10950,2026-03-03,In-Store,ST024,e-Wallet,4,6,382.51,0.0,382.51,0
T220910,C10950,2026-03-05,In-Store,ST011,Credit Card,3,4,321.96,8.21,313.75,0
T220911,C10950,2026-03-25,In-Store,ST002,Credit Card,5,9,1271.38,38.84,1232.54,0
T220912,C10950,2026-03-26,In-Store,ST024,Mobile Banking,3,6,659.18,0.0,659.18,0
T220913,C10950,2026-04-19,In-Store,ST016,Cash,3,9,771.96,31.9,740.06,0
T220914,C10950,2026-04-22,In-Store,ST017,Credit Card,4,6,1234.57,0.0,1234.57,0
T220915,C10950,2026-04-24,In-Store,ST019,Credit Card,2,3,471.94,0.0,471.94,0
T220916,C10950,2026-04-26,In-Store,ST004,Mobile Banking,1,1,52.45,0.0,52.45,0
T220917,C10950,2026-05-05,In-Store,ST001,Mobile Banking,6,12,973.73,22.13,951.6,0
T220918,C10950,2026-05-14,In-Store,ST019,Credit Card,2,4,451.32,0.0,451.32,0
T220919,C10950,2026-05-24,In-Store,ST006,e-Wallet,3,8,1163.56,0.0,1163.56,0
T220920,C10950,2026-05-30,In-Store,ST009,Mobile Banking,3,9,397.56,21.95,375.61,0
T220921,C10950,2026-06-06,Online Web,ONLINE,Mobile Banking,2,3,243.04,0.0,243.04,0
T220922,C10950,2026-06-09,In-Store,ST023,Credit Card,4,10,1831.27,0.0,1831.27,0
T220923,C10950,2026-08-01,In-Store,ST022,Mobile Banking,3,5,1413.84,0.0,1413.84,0
T220924,C10950,2026-08-04,In-Store,ST003,Credit Card,6,16,653.45,7.63,645.82,0
T220925,C10950,2026-08-06,In-Store,ST002,Mobile Banking,5,10,1331.54,0.0,1331.54,0
T220926,C10950,2026-08-29,In-Store,ST012,Credit Card,4,9,886.38,0.0,886.38,0
T220927,C10951,2025-05-18,Mobile App,ONLINE,Credit Card,6,9,2025.23,155.32999999999998,1869.9,0
T220928,C10951,2025-07-28,In-Store,ST011,e-Wallet,6,10,2395.39,68.76,2326.63,0
T220929,C10951,2025-07-29,Online Web,ONLINE,e-Wallet,5,10,881.27,5.82,875.45,0
T220930,C10951,2025-09-12,In-Store,ST005,Credit Card,3,8,552.1,0.0,552.1,0
T220931,C10951,2025-10-28,Mobile App,ONLINE,Credit Card,9,18,1543.33,47.4,1495.93,0
T220932,C10951,2025-11-09,Mobile App,ONLINE,Credit Card,9,21,3300.88,321.49,2979.39,0
T220933,C10951,2026-02-20,Mobile App,ONLINE,Credit Card,2,2,123.64,0.0,123.64,0
T220934,C10951,2026-02-28,Mobile App,ONLINE,Mobile Banking,3,7,304.35,17.2,287.15,0
T220935,C10951,2026-03-14,Mobile App,ONLINE,Mobile Banking,7,11,1597.92,225.62,1372.3,0
T220936,C10951,2026-05-09,Mobile App,ONLINE,Mobile Banking,6,12,2256.79,28.66,2228.13,0
T220937,C10952,2025-07-10,In-Store,ST021,Credit Card,2,5,410.47,0.0,410.47,0
T220938,C10952,2025-08-05,In-Store,ST013,e-Wallet,3,4,359.68,0.0,359.68,0
T220939,C10952,2025-08-09,In-Store,ST023,Mobile Banking,7,14,4168.33,637.51,3530.82,0
T220940,C10952,2025-09-05,Mobile App,ONLINE,Mobile Banking,7,11,1529.84,43.34,1486.5,0
T220941,C10952,2025-09-17,In-Store,ST007,Mobile Banking,6,8,784.25,39.29,744.96,0
T220942,C10952,2025-10-17,In-Store,ST025,Cash,1,1,26.67,8.0,18.67,0
T220943,C10952,2025-10-29,In-Store,ST018,Mobile Banking,12,22,1809.14,126.83,1682.31,0
T220944,C10952,2025-11-04,In-Store,ST013,Cash,7,9,1460.69,27.12,1433.57,0
T220945,C10952,2025-11-23,In-Store,ST018,Credit Card,3,7,667.23,19.37,647.86,0
T220946,C10952,2025-12-03,Online Web,ONLINE,Credit Card,6,10,1390.88,120.67,1270.21,0
T220947,C10952,2025-12-08,In-Store,ST012,e-Wallet,6,10,1015.26,18.49,996.77,0
T220948,C10952,2025-12-13,In-Store,ST007,Credit Card,7,12,1734.74,141.1,1593.64,0
T220949,C10952,2026-01-03,In-Store,ST012,Cash,5,10,828.3,12.38,815.92,0
T220950,C10952,2026-01-31,In-Store,ST020,Cash,6,15,1637.86,16.76,1621.1,0
T220951,C10952,2026-02-13,In-Store,ST015,Credit Card,6,12,2910.67,541.54,2369.13,0
T220952,C10952,2026-03-01,In-Store,ST011,Credit Card,8,11,1132.59,102.02,1030.57,0
T220953,C10952,2026-03-17,In-Store,ST018,Cash,3,4,881.44,149.57999999999998,731.86,0
T220954,C10952,2026-04-18,In-Store,ST005,Credit Card,7,12,1192.15,22.06,1170.09,0
T220955,C10952,2026-05-28,In-Store,ST005,Cash,4,5,1096.46,40.04,1056.42,0
T220956,C10952,2026-06-06,In-Store,ST017,Cash,2,2,141.58,0.0,141.58,0
T220957,C10952,2026-06-10,In-Store,ST005,Credit Card,8,14,2005.71,0.0,2005.71,0
T220958,C10952,2026-06-11,In-Store,ST004,Credit Card,7,13,2222.38,117.13000000000001,2105.25,0
T220959,C10952,2026-06-26,In-Store,ST007,Cash,6,14,1016.0,18.19,997.81,0
T220960,C10952,2026-06-30,In-Store,ST005,Mobile Banking,11,17,2858.92,104.32,2754.6,0
T220961,C10952,2026-07-13,In-Store,ST014,Mobile Banking,12,23,3565.75,526.6800000000001,3039.07,0
T220962,C10952,2026-08-14,In-Store,ST012,e-Wallet,9,20,2637.89,0.0,2637.89,0
T220963,C10952,2026-08-26,In-Store,ST006,Mobile Banking,3,5,1118.38,27.05,1091.33,0
T220964,C10953,2024-10-25,Online Web,ONLINE,Mobile Banking,6,9,968.93,93.67,875.26,0
T220965,C10953,2024-11-13,Online Web,ONLINE,e-Wallet,5,9,1166.09,125.92999999999999,1040.16,0
T220966,C10953,2024-12-17,Mobile App,ONLINE,Credit Card,5,12,1871.53,37.21,1834.32,0
T220967,C10953,2025-02-28,Online Web,ONLINE,e-Wallet,4,5,704.19,40.19,664.0,0
T220968,C10953,2025-03-02,Mobile App,ONLINE,Credit Card,2,4,520.76,34.83,485.93,0
