customer_id,signup_date,gender,age,region,city_tier,income_bracket,membership_tier,preferred_channel,marketing_optin,has_mobile_app
C10770,2025-07-03,Female,18.0,Central,1,20-40k,Silver,Mobile App,1,0
C10771,2024-10-24,Male,45.0,Northeast,1,20-40k,Silver,In-Store,1,0
C10772,2024-09-04,Male,32.0,Northeast,2,20-40k,Silver,In-Store,0,0
C10773,2025-03-10,Male,45.0,Bangkok,1,40-70k,Bronze,Mobile App,1,1
C10774,2025-05-25,Male,135.0,Northeast,1,40-70k,Platinum,In-Store,1,0
C10775,2025-04-06,Male,24.0,Bangkok,2,40-70k,Silver,Online Web,1,0
C10776,2025-07-24,M,,East,3,70-120k,Silver,Mobile App,1,0
C10777,2026-03-07,F,26.0,Central,3,40-70k,Bronze,In-Store,1,1
C10778,2026-01-14,Female,20.0,South,1,,Bronze,Online Web,1,0
C10779,2024-09-25,Female,40.0,Bangkok,3,>120k,Gold,In-Store,0,0
C10780,2025-04-01,M,45.0,Bangkok,1,20-40k,Silver,In-Store,0,1
C10781,2026-05-20,Female,,Bangkok,1,20-40k,Gold,In-Store,0,0
C10782,2024-09-17,M,35.0,North,1,<20k,Gold,Mobile App,1,1
C10783,2026-03-13,Female,40.0,Northeast,1,40-70k,Bronze,Online Web,1,0
C10784,2024-08-15,Female,,East,2,70-120k,Silver,In-Store,1,1
C10785,2025-11-23,F,35.0,Central,2,<20k,Silver,Online Web,1,1
C10786,2025-05-10,Female,33.0,,3,20-40k,Platinum,Mobile App,1,0
C10787,2026-03-24,Female,140.0,North,2,>120k,Silver,In-Store,0,0
C10788,2025-06-17,female,28.0,,2,,Silver,Mobile App,1,1
C10789,2026-01-30,M,26.0,Central,2,40-70k,Gold,Online Web,0,1
C10790,2025-09-28,Male,,Bangkok,3,20-40k,Bronze,Mobile App,0,1
C10791,2025-03-31,M,42.0,Bangkok,2,<20k,Gold,In-Store,0,1
C10792,2025-03-24,Male,30.0,Northeast,2,70-120k,Silver,Online Web,1,1
C10793,2025-02-23,Male,24.0,Central,1,<20k,Silver,Mobile App,1,1
C10794,2024-12-05,male,48.0,,2,20-40k,Bronze,Mobile App,0,1
C10795,2025-04-17,F,20.0,Bangkok,2,>120k,Silver,In-Store,0,0
C10796,2024-12-11,Male,25.0,Central,2,<20k,Gold,Mobile App,0,1
C10797,2026-05-07,M,31.0,Bangkok,2,<20k,Silver,In-Store,1,1
C10798,2025-01-16,Female,34.0,Bangkok,1,40-70k,Gold,In-Store,0,1
C10799,2025-01-13,Female,41.0,Northeast,2,,Silver,Mobile App,1,1
C10800,2024-09-23,Male,43.0,Central,2,70-120k,Bronze,In-Store,1,0
C10801,2026-03-15,Female,29.0,Central,2,40-70k,Bronze,Mobile App,1,1
C10802,2024-09-06,female,44.0,Central,1,20-40k,Gold,In-Store,0,0
C10803,2024-10-16,Male,32.0,Bangkok,2,20-40k,Platinum,Mobile App,1,0
C10804,2025-09-07,F,36.0,Northeast,2,20-40k,Gold,In-Store,0,0
C10805,2025-03-22,Female,49.0,Northeast,2,70-120k,Platinum,In-Store,1,0
C10806,2025-04-22,Male,40.0,East,3,40-70k,Platinum,In-Store,1,0
C10807,2026-06-11,Female,39.0,,1,20-40k,Bronze,In-Store,1,0
C10808,2024-09-13,Male,28.0,South,1,40-70k,Gold,In-Store,1,0
C10809,2025-05-16,Male,21.0,South,1,20-40k,Bronze,In-Store,1,1
C10810,2024-11-29,M,25.0,Northeast,1,40-70k,Bronze,In-Store,1,1
C10811,2025-03-11,Female,50.0,Bangkok,1,40-70k,Silver,In-Store,0,0
C10812,2025-03-06,M,46.0,Bangkok,2,40-70k,Gold,In-Store,1,0
C10813,2025-02-15,Male,39.0,Central,2,40-70k,Gold,Mobile App,1,1
C10814,2025-08-25,M,39.0,Bangkok,1,70-120k,Silver,Mobile App,0,1
C10815,2025-03-25,Male,30.0,Bangkok,1,<20k,Silver,In-Store,1,0
C10816,2025-02-01,M,,North,2,40-70k,Silver,Online Web,1,0
C10817,2025-07-06,Female,25.0,North,1,70-120k,Bronze,In-Store,0,1
C10818,2024-08-18,Female,33.0,North,1,40-70k,Silver,In-Store,1,1
C10819,2024-11-18,female,20.0,Bangkok,2,70-120k,Bronze,Mobile App,1,1
C10820,2025-06-03,Male,37.0,North,3,70-120k,Silver,In-Store,1,0
C10821,2025-03-21,Female,35.0,Bangkok,3,70-120k,Bronze,In-Store,1,0
C10822,2025-09-14,Female,36.0,Central,2,>120k,Gold,In-Store,1,0
C10823,2026-03-10,m,18.0,Central,1,>120k,Silver,In-Store,1,1
C10824,2024-09-11,Male,35.0,Bangkok,2,70-120k,Platinum,Mobile App,1,1
C10825,2025-03-10,M,46.0,Bangkok,3,40-70k,Platinum,Mobile App,0,1
C10826,2025-05-03,Male,41.0,Bangkok,2,40-70k,Silver,Online Web,0,0
C10827,2025-05-27,Female,30.0,Bangkok,3,70-120k,Silver,In-Store,0,1
C10828,2025-01-05,Female,24.0,South,1,40-70k,Bronze,In-Store,0,0
C10829,2025-03-06,Male,55.0,Northeast,1,40-70k,Gold,In-Store,1,0
C10830,2026-04-12,F,18.0,East,3,40-70k,Bronze,In-Store,1,0
C10831,2025-02-23,Female,33.0,Bangkok,3,40-70k,Gold,Mobile App,1,0
C10832,2026-01-06,M,31.0,East,1,40-70k,Silver,In-Store,1,1
C10833,2025-04-08,Male,21.0,Bangkok,1,<20k,Bronze,Mobile App,1,1
C10834,2025-06-14,female,23.0,Central,2,20-40k,Bronze,In-Store,0,0
C10835,2025-01-17,Male,32.0,Central,2,40-70k,Silver,Mobile App,1,0
C10836,2024-12-07,female,34.0,South,3,,Gold,In-Store,1,1
C10837,2026-02-24,M,29.0,Central,2,<20k,Silver,Mobile App,1,0
C10838,2024-11-20,F,28.0,North,2,20-40k,Bronze,Online Web,1,0
C10839,2026-04-20,F,26.0,South,2,,Bronze,In-Store,1,0
C10840,2025-10-25,m,36.0,South,1,,Bronze,Online Web,0,0
C10841,2025-04-02,male,,East,2,40-70k,Silver,Online Web,1,0
C10842,2025-01-03,Male,41.0,Central,1,70-120k,Gold,In-Store,0,0
C10843,2025-01-07,Female,29.0,Bangkok,2,40-70k,Platinum,Online Web,1,0
C10844,2024-09-01,Male,23.0,North,3,70-120k,Gold,In-Store,1,0
C10845,2025-03-28,Male,,Bangkok,2,20-40k,Bronze,Mobile App,0,1
C10846,2024-08-26,female,41.0,Northeast,2,<20k,Gold,Mobile App,1,0
C10847,2025-06-20,Male,26.0,Bangkok,1,<20k,Silver,In-Store,0,0
C10848,2026-02-05,M,18.0,North,1,40-70k,Bronze,Online Web,0,0
C10849,2025-11-28,Female,37.0,South,2,20-40k,Bronze,In-Store,0,0
C10850,2024-10-20,Female,35.0,North,1,40-70k,Bronze,In-Store,0,0
C10851,2025-02-22,Female,29.0,East,1,<20k,Silver,Online Web,0,0
C10852,2024-10-20,F,,North,2,,Silver,Mobile App,1,1
C10853,2025-07-17,M,48.0,Bangkok,1,20-40k,Silver,Online Web,0,1
C10854,2025-07-25,Male,40.0,North,2,<20k,Silver,Mobile App,1,1
C10855,2025-12-28,F,36.0,East,1,20-40k,Silver,In-Store,1,0
C10856,2024-08-28,F,29.0,Bangkok,1,,Silver,In-Store,1,1
C10857,2024-12-01,Male,32.0,Central,2,40-70k,Platinum,Mobile App,0,1
C10858,2025-01-16,F,36.0,South,3,70-120k,Platinum,Mobile App,1,1
C10859,2026-02-11,F,26.0,Bangkok,2,40-70k,Gold,Online Web,1,0
C10860,2025-01-07,F,33.0,East,1,,Platinum,Online Web,0,0
C10861,2025-07-22,Female,32.0,East,1,40-70k,Silver,Mobile App,1,0
C10862,2025-10-22,Male,32.0,South,2,20-40k,Bronze,Mobile App,1,1
C10863,2026-02-15,M,38.0,Bangkok,3,40-70k,Bronze,In-Store,0,1
C10864,2026-03-24,M,35.0,Central,1,<20k,Gold,Mobile App,0,1
C10865,2025-02-28,Male,22.0,East,1,20-40k,Bronze,Mobile App,1,1
C10866,2026-06-22,female,31.0,North,2,,Bronze,In-Store,1,0
C10867,2025-07-14,Male,40.0,North,2,20-40k,Gold,Mobile App,1,1
C10868,2025-03-27,Male,37.0,South,2,<20k,Bronze,In-Store,1,1
C10869,2026-04-20,Female,40.0,Bangkok,1,20-40k,Silver,In-Store,1,0
C10870,2025-09-27,M,31.0,Central,1,,Gold,In-Store,1,0
C10871,2025-02-19,F,36.0,Bangkok,2,40-70k,Gold,Mobile App,1,1
C10872,2024-12-18,M,43.0,Bangkok,3,70-120k,Silver,In-Store,1,0
C10873,2025-06-28,Male,35.0,Northeast,1,40-70k,Platinum,In-Store,0,1
C10874,2025-01-28,Male,38.0,East,3,40-70k,Bronze,In-Store,1,1
C10875,2024-11-13,F,51.0,Northeast,2,,Gold,In-Store,1,0
C10876,2024-10-17,F,18.0,Bangkok,2,20-40k,Platinum,In-Store,0,1
C10877,2025-02-15,F,25.0,East,3,<20k,Bronze,In-Store,0,1
C10878,2026-03-04,Male,40.0,Central,2,20-40k,Silver,In-Store,0,1
C10879,2025-04-26,female,43.0,Central,1,40-70k,Silver,In-Store,0,0
C10880,2025-12-08,Male,35.0,South,2,40-70k,Gold,In-Store,0,0
C10881,2025-11-16,F,32.0,Central,1,70-120k,Bronze,In-Store,0,1
C10882,2024-12-09,male,41.0,Central,3,40-70k,Platinum,In-Store,1,1
C10883,2025-03-02,F,50.0,Bangkok,1,20-40k,Gold,Mobile App,0,1
C10884,2025-03-02,M,41.0,South,3,70-120k,Silver,Online Web,0,0
C10885,2024-11-24,M,21.0,Bangkok,3,40-70k,Bronze,Mobile App,0,0
C10886,2024-10-03,Female,34.0,Bangkok,1,40-70k,Silver,In-Store,1,0
C10887,2025-08-09,Female,,North,2,70-120k,Silver,In-Store,1,0
C10888,2025-06-07,F,31.0,Bangkok,2,70-120k,Platinum,In-Store,1,1
C10889,2024-11-19,female,25.0,Bangkok,2,70-120k,Bronze,Mobile App,0,1
C10890,2024-11-15,Female,31.0,Bangkok,1,70-120k,Silver,In-Store,1,0
C10891,2026-04-14,Female,19.0,Bangkok,3,20-40k,Gold,Mobile App,1,1
C10892,2025-04-12,Female,39.0,Central,1,40-70k,Silver,Online Web,1,0
C10893,2025-06-06,Female,24.0,South,3,20-40k,Bronze,In-Store,0,0
C10894,2024-10-10,Male,39.0,North,1,>120k,Silver,Online Web,1,0
C10895,2026-06-21,M,20.0,South,1,20-40k,Bronze,Online Web,1,1
C10896,2024-08-05,Male,44.0,Bangkok,3,20-40k,Silver,In-Store,1,0
C10897,2024-09-16,M,35.0,Bangkok,1,,Bronze,Online Web,1,0
C10898,2025-01-18,Female,54.0,Bangkok,2,40-70k,Gold,Online Web,1,0
C10899,2024-09-20,Female,45.0,Bangkok,1,,Platinum,Online Web,1,1
C10900,2025-03-15,M,18.0,South,1,>120k,Gold,In-Store,1,0
C10901,2024-09-23,female,36.0,North,1,40-70k,Silver,In-Store,0,0
C10902,2026-03-03,Female,22.0,Bangkok,1,<20k,Silver,In-Store,0,0
C10903,2025-04-16,Female,33.0,Bangkok,3,<20k,Bronze,In-Store,0,0
C10904,2024-08-26,Male,28.0,Central,1,,Silver,In-Store,1,0
C10905,2024-08-18,F,46.0,East,1,40-70k,Gold,In-Store,1,0
C10906,2025-07-07,male,43.0,Central,3,70-120k,Platinum,In-Store,1,1
C10907,2025-09-22,M,,Central,2,40-70k,Gold,In-Store,1,0
C10908,2025-04-27,f,38.0,East,1,>120k,Silver,Mobile App,1,0
C10909,2025-03-25,male,,Bangkok,2,40-70k,Silver,Mobile App,1,0
C10910,2025-10-13,f,45.0,Bangkok,1,20-40k,Bronze,In-Store,0,0
C10911,2025-05-03,Female,37.0,Bangkok,1,40-70k,Silver,In-Store,0,1
C10912,2025-06-01,Male,54.0,Bangkok,1,<20k,Gold,Mobile App,1,1
C10913,2025-01-23,Female,37.0,Central,2,20-40k,Gold,In-Store,1,1
C10914,2025-03-13,M,42.0,Bangkok,1,20-40k,Gold,In-Store,1,0
C10915,2025-05-26,F,19.0,South,2,70-120k,Silver,In-Store,1,1
C10916,2025-04-02,Female,50.0,Northeast,3,70-120k,Bronze,Mobile App,1,1
C10917,2025-01-07,Female,,Bangkok,1,70-120k,Silver,In-Store,1,1
C10918,2025-02-08,Male,41.0,Northeast,2,20-40k,Bronze,Mobile App,1,1
C10919,2025-03-13,Male,,Central,2,>120k,Platinum,In-Store,1,1
C10920,2024-08-13,F,28.0,Bangkok,2,20-40k,Bronze,Mobile App,1,1
C10921,2025-08-26,Male,40.0,Bangkok,2,40-70k,Silver,In-Store,0,0
C10922,2026-05-21,F,26.0,Bangkok,2,<20k,Bronze,In-Store,1,0
C10923,2024-09-04,Female,38.0,Central,1,,Gold,In-Store,0,0
C10924,2025-08-19,female,,,3,>120k,Bronze,In-Store,1,0
C10925,2025-04-10,Male,35.0,Northeast,1,20-40k,Silver,In-Store,0,0
C10926,2026-06-10,m,35.0,,1,40-70k,Silver,Mobile App,1,1
C10927,2025-01-05,Female,30.0,South,1,40-70k,Silver,In-Store,1,0
C10928,2025-02-08,Female,25.0,Central,1,70-120k,Silver,In-Store,1,1
C10929,2024-08-09,M,41.0,North,3,70-120k,Silver,Online Web,1,1
C10930,2024-09-15,female,26.0,South,1,40-70k,Gold,In-Store,0,0
C10931,2026-04-20,Male,27.0,Bangkok,3,40-70k,Bronze,In-Store,1,1
C10932,2024-10-28,Female,32.0,Central,2,20-40k,Bronze,In-Store,1,1
C10933,2025-08-27,F,35.0,Bangkok,1,40-70k,Bronze,In-Store,1,0
C10934,2025-07-04,F,59.0,Bangkok,1,,Silver,In-Store,1,1
C10935,2025-06-01,Female,23.0,Bangkok,1,<20k,Platinum,In-Store,0,0
C10936,2024-09-13,F,42.0,South,2,70-120k,Gold,In-Store,0,1
C10937,2025-05-31,Female,34.0,South,2,40-70k,Gold,In-Store,0,0
C10938,2025-02-17,m,32.0,South,1,,Silver,In-Store,0,1
C10939,2025-01-19,M,128.0,Bangkok,1,70-120k,Gold,In-Store,1,1
C10940,2025-02-28,F,33.0,Bangkok,1,70-120k,Platinum,In-Store,1,0
C10941,2026-04-30,Female,51.0,Bangkok,2,20-40k,Silver,In-Store,1,1
C10942,2026-04-14,f,19.0,North,2,40-70k,Bronze,In-Store,0,1
C10943,2024-11-23,Female,35.0,Northeast,2,20-40k,Silver,In-Store,1,0
C10944,2025-07-22,Male,47.0,Bangkok,1,,Gold,Mobile App,0,1
C10945,2026-06-12,Female,18.0,North,3,40-70k,Bronze,In-Store,1,0
C10946,2024-08-29,Male,32.0,East,1,70-120k,Platinum,In-Store,0,0
C10947,2024-08-19,F,54.0,Bangkok,3,>120k,Gold,Online Web,1,0
C10948,2025-03-08,F,29.0,Central,3,40-70k,Silver,In-Store,1,1
C10949,2025-07-05,Female,49.0,North,2,40-70k,Silver,In-Store,1,0
C10950,2024-11-09,female,34.0,East,1,20-40k,Silver,In-Store,1,0
C10951,2025-05-16,Female,,South,2,40-70k,Silver,Mobile App,0,1
C10952,2025-07-04,Female,39.0,Bangkok,1,<20k,Silver,In-Store,1,0
C10953,2024-10-07,Female,29.0,South,1,20-40k,Bronze,Online Web,0,0
C10954,2024-08-27,Female,45.0,Northeast,1,40-70k,Silver,In-Store,1,0
C10955,2026-01-23,Female,27.0,Northeast,2,20-40k,Bronze,Online Web,0,1
C10956,2025-02-27,Male,34.0,Bangkok,2,40-70k,Silver,In-Store,0,0
C10957,2025-06-11,M,34.0,Northeast,1,,Silver,In-Store,1,0
C10958,2026-02-26,Male,39.0,Northeast,1,<20k,Bronze,In-Store,1,0
C10959,2024-08-02,F,30.0,North,1,20-40k,Gold,In-Store,1,1
C10960,2025-04-18,Male,33.0,East,1,<20k,Silver,Mobile App,0,1
C10961,2025-06-16,Female,30.0,North,2,70-120k,Platinum,In-Store,1,0
C10962,2025-02-03,Female,40.0,Bangkok,1,20-40k,Silver,In-Store,1,0
C10963,2024-12-09,Female,41.0,Central,2,20-40k,Platinum,Mobile App,0,1
C10964,2024-10-27,Male,44.0,North,2,20-40k,Bronze,In-Store,1,1
C10965,2025-09-13,F,22.0,Bangkok,2,>120k,Bronze,Mobile App,1,1
C10966,2025-01-20,Female,18.0,Northeast,1,<20k,Bronze,In-Store,1,0
C10967,2025-07-19,Female,18.0,Northeast,1,20-40k,Bronze,Online Web,1,1
C10968,2025-08-09,female,43.0,Northeast,1,70-120k,Gold,In-Store,1,0
C10969,2025-02-19,M,35.0,Bangkok,1,20-40k,Silver,In-Store,0,0
C10970,2025-03-27,M,43.0,Northeast,2,40-70k,Silver,In-Store,1,0
C10971,2024-09-13,F,33.0,Bangkok,2,<20k,Bronze,In-Store,1,0
C10972,2024-10-03,Male,36.0,North,2,>120k,Bronze,In-Store,1,1
C10973,2025-04-23,F,35.0,South,3,40-70k,Platinum,In-Store,0,1
C10974,2025-11-30,Female,27.0,Bangkok,2,40-70k,Bronze,In-Store,1,1
C10975,2024-11-22,f,33.0,North,1,,Bronze,Online Web,1,0
C10976,2026-03-29,Female,29.0,Central,3,<20k,Bronze,Online Web,1,0
C10977,2026-02-17,Male,18.0,Bangkok,2,20-40k,Silver,Online Web,0,0
C10978,2025-03-07,F,18.0,Northeast,1,40-70k,Bronze,In-Store,1,1
C10979,2025-03-30,Male,32.0,Bangkok,2,20-40k,Gold,In-Store,1,0
C10980,2025-02-18,Female,34.0,Bangkok,2,70-120k,Bronze,In-Store,0,0
C10981,2026-01-05,Female,18.0,Central,3,70-120k,Bronze,Mobile App,1,1
C10982,2024-09-19,Female,18.0,North,3,<20k,Silver,In-Store,0,1
C10983,2024-11-05,F,29.0,Bangkok,1,40-70k,Silver,In-Store,1,0
C10984,2025-01-28,Female,36.0,Bangkok,2,40-70k,Bronze,In-Store,1,1
C10985,2024-08-25,F,40.0,Central,1,,Bronze,Mobile App,0,1
C10986,2025-01-14,Male,36.0,Bangkok,2,40-70k,Platinum,Mobile App,1,1
C10987,2025-02-24,F,34.0,Bangkok,1,20-40k,Platinum,Mobile App,1,1
C10988,2025-01-10,Female,47.0,North,1,>120k,Silver,In-Store,1,1
C10989,2025-05-02,Male,37.0,,1,20-40k,Gold,In-Store,0,0
C10990,2025-04-14,Female,33.0,Northeast,2,40-70k,Silver,In-Store,1,1
C10991,2025-04-05,Male,52.0,Bangkok,1,40-70k,Silver,In-Store,0,1
C10992,2026-06-02,Male,18.0,North,3,20-40k,Silver,Online Web,0,0
C10993,2026-06-05,Male,32.0,East,2,40-70k,Bronze,Online Web,0,1
C10994,2024-08-04,Female,33.0,North,1,<20k,Bronze,In-Store,1,1
C10995,2025-02-24,F,22.0,North,2,40-70k,Bronze,Mobile App,0,1
C10996,2026-05-27,F,18.0,Bangkok,1,20-40k,Bronze,In-Store,0,0
C10997,2024-08-10,Male,43.0,Central,1,40-70k,Gold,In-Store,0,1
C10998,2025-02-13,M,31.0,,1,20-40k,Bronze,In-Store,0,0
C10999,2024-12-27,F,31.0,Northeast,3,40-70k,Bronze,Online Web,0,0
C11000,2026-01-15,Female,20.0,Central,2,40-70k,Bronze,Online Web,1,0
C11001,2024-09-17,Female,51.0,Central,1,40-70k,Platinum,Online Web,1,0
C11002,2025-05-06,f,39.0,Northeast,2,70-120k,Bronze,Online Web,1,1
C11003,2024-10-27,male,36.0,East,1,20-40k,Silver,In-Store,0,1
C11004,2026-03-18,Male,19.0,Central,1,40-70k,Bronze,In-Store,0,1
C11005,2025-08-10,Female,49.0,Northeast,1,20-40k,Bronze,In-Store,0,0
C11006,2024-12-23,Male,40.0,Central,3,<20k,Silver,Online Web,1,0
C11007,2025-04-26,Female,39.0,Bangkok,1,20-40k,Silver,In-Store,1,1
C11008,2024-11-12,F,22.0,Central,1,20-40k,Gold,Mobile App,1,1
C11009,2025-05-09,f,36.0,Central,1,40-70k,Silver,Online Web,1,0
C11010,2026-06-17,Female,38.0,Bangkok,1,40-70k,Bronze,Online Web,0,1
C11011,2025-03-11,F,45.0,South,3,70-120k,Platinum,Mobile App,1,1
C11012,2024-09-13,M,26.0,South,1,70-120k,Bronze,Online Web,1,0
C11013,2025-03-14,Male,35.0,South,2,<20k,Platinum,In-Store,1,1
C11014,2025-03-25,Male,43.0,South,2,70-120k,Gold,Mobile App,1,1
C11015,2024-12-28,F,39.0,Bangkok,2,40-70k,Bronze,Mobile App,1,0
C11016,2025-02-07,F,37.0,Northeast,1,70-120k,Silver,In-Store,1,1
C11017,2025-04-27,M,36.0,East,1,20-40k,Bronze,Mobile App,0,0
C11018,2026-03-28,F,36.0,Northeast,2,<20k,Bronze,In-Store,1,1
C11019,2025-07-11,F,,Bangkok,1,20-40k,Silver,Mobile App,1,1
C11020,2025-08-21,Male,25.0,Bangkok,1,40-70k,Silver,In-Store,0,0
C11021,2025-04-29,Female,44.0,Northeast,1,70-120k,Silver,In-Store,1,1
C11022,2026-02-01,F,23.0,Northeast,2,40-70k,Silver,Mobile App,0,1
C11023,2025-07-23,m,30.0,Northeast,1,20-40k,Silver,Mobile App,0,1
C11024,2025-05-07,Female,50.0,South,1,40-70k,Silver,In-Store,0,0
C11025,2025-06-08,F,29.0,Northeast,2,70-120k,Silver,In-Store,0,0
C11026,2025-03-31,Male,18.0,Bangkok,1,<20k,Bronze,In-Store,1,0
C11027,2025-03-13,Male,43.0,Northeast,3,,Bronze,In-Store,1,0
C11028,2025-03-19,F,58.0,Northeast,1,70-120k,Gold,Online Web,1,1
C11029,2025-06-10,female,18.0,Northeast,2,20-40k,Gold,In-Store,1,1
C11030,2025-12-28,Male,46.0,North,2,<20k,Silver,In-Store,0,0
C11031,2024-11-18,Female,43.0,Bangkok,1,70-120k,Bronze,In-Store,1,0
C11032,2025-07-18,Female,41.0,Central,2,<20k,Silver,Mobile App,1,1
C11033,2025-01-20,Male,,Central,1,20-40k,Bronze,Mobile App,0,0
C11034,2025-05-19,F,49.0,Northeast,1,40-70k,Silver,In-Store,0,0
C11035,2025-06-02,Female,43.0,East,3,,Silver,In-Store,1,0
C11036,2025-02-12,M,27.0,Bangkok,3,20-40k,Silver,Mobile App,0,1
C11037,2025-02-01,Female,52.0,Northeast,1,>120k,Gold,In-Store,1,0
C11038,2026-01-09,Female,28.0,Bangkok,1,40-70k,Bronze,In-Store,0,0
C11039,2025-10-16,Female,37.0,Central,1,40-70k,Bronze,Online Web,1,1
C11040,2025-06-08,Male,44.0,Northeast,2,40-70k,Platinum,Mobile App,1,1
C11041,2025-08-25,Male,26.0,North,1,70-120k,Gold,In-Store,1,0
C11042,2025-07-20,F,35.0,Bangkok,1,40-70k,Gold,Online Web,1,1
C11043,2025-02-08,Female,50.0,Central,1,20-40k,Gold,In-Store,0,1
C11044,2024-10-12,F,20.0,Northeast,3,<20k,Silver,In-Store,1,0
C11045,2025-09-25,Male,32.0,Bangkok,2,40-70k,Gold,Online Web,1,0
C11046,2025-04-27,F,39.0,Bangkok,2,40-70k,Silver,In-Store,0,0
C11047,2025-04-06,Male,32.0,Northeast,1,>120k,Bronze,In-Store,1,1
C11048,2025-05-12,Female,39.0,Northeast,1,20-40k,Silver,In-Store,1,0
C11049,2024-10-10,Female,,Bangkok,2,20-40k,Bronze,In-Store,1,0
C11050,2025-07-05,M,,Bangkok,1,<20k,Silver,In-Store,1,0
C11051,2026-05-03,female,,East,2,40-70k,Gold,In-Store,0,1
C11052,2025-03-22,F,36.0,Central,1,70-120k,Gold,In-Store,0,1
C11053,2024-09-17,Female,27.0,Northeast,1,70-120k,Bronze,In-Store,0,0
C11054,2025-09-11,F,45.0,Bangkok,3,>120k,Platinum,In-Store,0,1
C11055,2026-06-02,Female,18.0,North,1,20-40k,Bronze,Mobile App,0,0
C11056,2026-04-30,Male,36.0,North,1,40-70k,Silver,In-Store,0,1
C11057,2024-12-06,Male,32.0,Northeast,2,<20k,Bronze,In-Store,0,0
C11058,2025-05-29,Female,36.0,East,3,<20k,Bronze,In-Store,1,1
C11059,2024-11-23,Male,45.0,Northeast,1,20-40k,Silver,In-Store,1,0
C11060,2025-10-11,Male,36.0,Northeast,2,<20k,Gold,In-Store,1,1
C11061,2025-02-24,Male,46.0,Central,2,70-120k,Silver,Mobile App,1,0
C11062,2025-10-18,Female,23.0,East,2,<20k,Silver,In-Store,1,0
C11063,2024-11-12,F,46.0,Central,2,40-70k,Silver,Mobile App,1,1
C11064,2024-12-05,F,48.0,Bangkok,1,70-120k,Bronze,Mobile App,1,1
C11065,2024-12-31,F,38.0,Bangkok,1,70-120k,Silver,In-Store,0,0
C11066,2025-11-24,F,32.0,Bangkok,2,20-40k,Silver,In-Store,1,1
C11067,2025-10-30,Male,30.0,East,2,20-40k,Silver,Online Web,0,0
C11068,2025-03-06,Female,20.0,Central,1,20-40k,Silver,In-Store,1,0
C11069,2025-10-21,Female,39.0,North,3,20-40k,Silver,Online Web,0,0
C11070,2025-09-17,Male,25.0,Bangkok,2,40-70k,Silver,In-Store,0,1
C11071,2025-01-17,M,18.0,Northeast,3,70-120k,Platinum,Mobile App,1,1
C11072,2024-11-07,F,45.0,Bangkok,1,20-40k,Gold,Online Web,0,1
C11073,2024-10-12,Female,19.0,Central,3,70-120k,Bronze,Mobile App,1,0
C11074,2025-03-03,male,25.0,Central,1,20-40k,Platinum,Online Web,0,1
C11075,2024-11-23,F,26.0,Bangkok,1,40-70k,Silver,In-Store,1,0
C11076,2025-04-14,male,33.0,Northeast,2,70-120k,Silver,In-Store,1,0
C11077,2024-12-20,M,37.0,Northeast,3,70-120k,Bronze,In-Store,0,1
C11078,2025-03-12,M,51.0,East,1,40-70k,Silver,Mobile App,0,1
C11079,2025-03-22,F,38.0,North,2,70-120k,Bronze,Mobile App,0,0
C11080,2025-08-22,Male,29.0,Bangkok,1,20-40k,Bronze,In-Store,1,0
C11081,2025-07-02,F,33.0,Central,3,<20k,Gold,Mobile App,0,1
C11082,2025-12-16,Female,38.0,Bangkok,1,<20k,Bronze,Mobile App,0,0
C11083,2026-04-15,F,30.0,Northeast,1,40-70k,Silver,In-Store,0,0
C11084,2025-02-13,F,25.0,South,2,40-70k,Bronze,Online Web,1,1
C11085,2026-05-21,Female,28.0,Northeast,3,70-120k,Bronze,In-Store,0,0
C11086,2024-12-15,F,58.0,Central,1,40-70k,Gold,Mobile App,1,1
C11087,2025-01-13,Female,22.0,Central,3,70-120k,Silver,In-Store,0,0
C11088,2025-04-20,Female,34.0,Bangkok,1,20-40k,Silver,In-Store,0,1
C11089,2025-03-18,Female,20.0,North,1,20-40k,Gold,In-Store,1,1
C11090,2025-04-10,Male,46.0,Central,2,70-120k,Gold,In-Store,1,0
C11091,2025-11-25,Female,32.0,Northeast,1,40-70k,Bronze,Online Web,1,0
C11092,2024-11-20,Female,37.0,East,2,<20k,Bronze,In-Store,1,0
C11093,2025-05-05,F,28.0,Bangkok,1,40-70k,Silver,Mobile App,1,1
C11094,2025-06-17,male,45.0,Bangkok,3,<20k,Gold,Mobile App,1,1
C11095,2025-02-07,Male,47.0,Bangkok,2,20-40k,Platinum,Online Web,1,1
C11096,2026-05-16,Female,46.0,Bangkok,1,70-120k,Bronze,Online Web,0,0
C11097,2025-09-12,F,34.0,Bangkok,3,20-40k,Bronze,In-Store,0,1
C11098,2024-08-24,Female,30.0,North,2,70-120k,Silver,Online Web,1,0
C11099,2025-06-14,M,18.0,Bangkok,1,40-70k,Platinum,Mobile App,1,1
C11100,2026-02-04,Female,20.0,Bangkok,2,70-120k,Bronze,Mobile App,1,1
C11101,2025-02-11,Male,36.0,Central,2,<20k,Gold,Online Web,1,1
C11102,2026-05-19,F,26.0,South,3,70-120k,Silver,Online Web,1,1
C11103,2025-06-01,Female,51.0,Bangkok,2,40-70k,Gold,In-Store,0,1
C11104,2024-10-12,Female,,Bangkok,1,40-70k,Platinum,In-Store,1,0
