transaction_id,line_no,product_id,quantity,unit_price,discount_amount,line_amount
T216675,8,P1037,2,106.91,0.0,213.82
T216675,9,P1033,2,143.15,0.0,286.3
T216675,10,P1040,2,60.02,0.0,120.04
T216675,11,P1015,2,58.2,0.0,116.4
T216675,12,P1070,1,92.52,0.0,92.52
T216675,13,P1000,1,59.54,0.0,59.54
T216675,14,P1016,4,51.71,0.0,206.84
T216676,1,P1074,2,598.28,0.0,1196.56
T216676,2,P1075,2,179.37,0.0,358.74
T216676,3,P1076,1,260.12,0.0,260.12
T216676,4,P1000,1,58.3,0.0,58.3
T216676,5,P1051,1,1145.03,0.0,1145.03
T216676,6,P1033,2,145.15,0.0,290.3
T216676,7,P1041,2,205.71,0.0,411.42
T216676,8,P1038,1,52.63,10.53,42.1
T216676,9,P1006,3,31.91,0.0,95.73
T216676,10,P1016,1,50.57,0.0,50.57
T216676,11,P1003,2,37.74,0.0,75.48
T216677,1,P1056,3,116.03,0.0,348.09
T216677,2,P1057,2,76.14,0.0,152.28
T216677,3,P1058,2,179.55,0.0,359.1
T216677,4,P1062,2,647.41,0.0,1294.82
T216677,5,P1033,1,140.11,0.0,140.11
T216677,6,P1068,2,217.83,0.0,435.66
T216677,7,P1004,2,113.69,0.0,227.38
T216677,8,P1038,3,51.41,0.0,154.23
T216677,9,P1043,2,38.28,0.0,76.56
T216677,10,P1024,1,239.7,0.0,239.7
T216677,11,P1006,1,33.62,0.0,33.62
T216677,12,P1018,2,295.85,0.0,591.7
T216678,1,P1056,2,118.86,0.0,237.72
T216678,2,P1057,2,76.55,15.31,137.79
T216678,3,P1058,4,184.07,0.0,736.28
T216678,4,P1029,1,45.42,0.0,45.42
T216678,5,P1004,1,117.2,0.0,117.2
T216678,6,P1064,1,258.27,0.0,258.27
T216678,7,P1045,2,105.45,0.0,210.9
T216679,1,P1021,1,424.19,0.0,424.19
T216679,2,P1022,3,114.72,0.0,344.16
T216679,3,P1023,4,95.9,0.0,383.6
T216679,4,P1058,1,181.56,0.0,181.56
T216679,5,P1004,2,117.09,0.0,234.18
T216679,6,P1005,1,79.35,0.0,79.35
T216679,7,P1053,1,247.18,0.0,247.18
T216679,8,P1067,1,290.78,0.0,290.78
T216679,9,P1032,1,51.32,0.0,51.32
T216679,10,P1017,1,92.17,0.0,92.17
T216680,1,P1083,1,105.19,0.0,105.19
T216680,2,P1002,3,47.31,0.0,141.93
T216680,3,P1005,1,80.32,0.0,80.32
T216680,4,P1058,3,181.36,0.0,544.08
T216680,5,P1051,1,1159.23,0.0,1159.23
T216680,6,P1038,3,50.82,0.0,152.46
T216680,7,P1029,4,46.71,0.0,186.84
T216680,8,P1010,3,129.76,0.0,389.28
T216681,1,P1018,2,296.01,0.0,592.02
T216681,2,P1002,2,46.24,0.0,92.48
T216681,3,P1015,1,59.49,0.0,59.49
T216681,4,P1071,4,131.35,0.0,525.4
T216681,5,P1004,2,114.99,0.0,229.98
T216681,6,P1032,3,51.89,0.0,155.67
T216681,7,P1007,2,186.65,0.0,373.3
T216681,8,P1030,1,133.54,26.71,106.83
T216682,1,P1074,3,586.66,0.0,1759.98
T216682,2,P1075,3,185.69,0.0,557.07
T216682,3,P1076,1,267.54,0.0,267.54
T216682,4,P1007,1,179.76,0.0,179.76
T216682,5,P1059,1,585.66,0.0,585.66
T216682,6,P1056,1,119.17,0.0,119.17
T216682,7,P1003,1,38.81,0.0,38.81
T216682,8,P1049,1,431.07,0.0,431.07
T216682,9,P1046,1,45.68,0.0,45.68
T216682,10,P1042,3,65.81,0.0,197.43
T216683,1,P1013,1,62.56,0.0,62.56
T216683,2,P1044,1,72.69,0.0,72.69
T216683,3,P1029,1,45.58,0.0,45.58
T216683,4,P1005,2,82.68,0.0,165.36
T216683,5,P1050,3,776.34,0.0,2329.02
T216683,6,P1055,2,207.41,82.96,331.86
T216683,7,P1080,1,536.78,0.0,536.78
T216684,1,P1000,2,57.44,0.0,114.88
T216684,2,P1004,2,117.12,0.0,234.24
T216684,3,P1037,3,105.01,0.0,315.03
T216684,4,P1024,3,235.82,0.0,707.46
T216684,5,P1013,1,65.79,0.0,65.79
T216684,6,P1054,1,344.29,0.0,344.29
T216684,7,P1045,1,103.31,0.0,103.31
T216684,8,P1005,1,81.25,0.0,81.25
T216684,9,P1014,1,105.62,0.0,105.62
T216684,10,P1083,1,104.25,0.0,104.25
T216685,1,P1021,1,414.39,0.0,414.39
T216685,2,P1022,2,109.77,0.0,219.54
T216685,3,P1023,1,100.82,0.0,100.82
T216685,4,P1024,3,235.08,0.0,705.24
T216685,5,P1002,1,45.83,0.0,45.83
T216685,6,P1009,3,127.39,38.22,343.95
T216685,7,P1049,1,423.24,0.0,423.24
T216685,8,P1006,2,32.04,0.0,64.08
T216685,9,P1052,2,245.99,0.0,491.98
T216685,10,P1050,1,789.34,0.0,789.34
T216685,11,P1045,2,103.93,0.0,207.86
T216685,12,P1033,2,145.17,0.0,290.34
T216686,1,P1004,1,114.32,0.0,114.32
T216686,2,P1084,2,525.07,0.0,1050.14
T216686,3,P1046,3,45.33,0.0,135.99
T216686,4,P1068,1,227.11,0.0,227.11
T216686,5,P1044,2,71.97,0.0,143.94
T216687,1,P1004,1,119.0,0.0,119.0
T216687,2,P1009,1,127.04,0.0,127.04
T216687,3,P1079,2,348.57,0.0,697.14
T216687,4,P1083,1,104.68,0.0,104.68
T216687,5,P1072,1,167.39,50.22,117.17
T216687,6,P1026,2,155.52,0.0,311.04
T216687,7,P1000,2,60.88,0.0,121.76
T216687,8,P1021,1,417.91,0.0,417.91
T216687,9,P1024,3,237.89,0.0,713.67
T216687,10,P1025,4,167.11,0.0,668.44
T216687,11,P1046,3,44.89,0.0,134.67
T216687,12,P1034,2,180.75,36.15,325.35
T216688,1,P1034,2,182.04,0.0,364.08
T216688,2,P1044,1,70.16,21.05,49.11
T216688,3,P1069,2,119.04,0.0,238.08
T216688,4,P1056,3,114.64,0.0,343.92
T216688,5,P1077,2,526.69,0.0,1053.38
T216688,6,P1036,2,91.88,0.0,183.76
T216688,7,P1070,5,88.52,0.0,442.6
T216688,8,P1025,3,172.87,0.0,518.61
T216689,1,P1062,1,658.33,0.0,658.33
T216689,2,P1063,2,114.53,0.0,229.06
T216689,3,P1064,1,265.68,0.0,265.68
T216689,4,P1006,1,32.02,0.0,32.02
T216689,5,P1085,2,243.25,0.0,486.5
T216689,6,P1009,1,123.89,0.0,123.89
T216689,7,P1004,4,114.38,0.0,457.52
T216689,8,P1003,3,38.86,0.0,116.58
T216690,1,P1073,2,156.59,0.0,313.18
T216690,2,P1042,1,62.84,0.0,62.84
T216690,3,P1014,1,106.97,0.0,106.97
T216690,4,P1009,2,124.14,0.0,248.28
T216690,5,P1047,1,33.65,0.0,33.65
T216690,6,P1051,1,1198.26,0.0,1198.26
T216690,7,P1025,1,173.57,0.0,173.57
T216691,1,P1056,1,117.45,0.0,117.45
T216691,2,P1057,1,76.99,0.0,76.99
T216691,3,P1058,2,177.65,0.0,355.3
T216691,4,P1069,2,117.65,0.0,235.3
T216691,5,P1049,3,441.03,0.0,1323.09
T216691,6,P1034,3,176.14,0.0,528.42
T216691,7,P1074,2,591.19,0.0,1182.38
T216691,8,P1085,1,249.99,0.0,249.99
T216691,9,P1001,1,79.52,0.0,79.52
T216692,1,P1003,3,38.31,0.0,114.93
T216692,2,P1029,2,47.0,0.0,94.0
T216692,3,P1083,3,104.71,0.0,314.13
T216692,4,P1023,3,100.57,0.0,301.71
T216692,5,P1033,1,140.33,0.0,140.33
T216692,6,P1055,4,206.41,0.0,825.64
T216692,7,P1038,4,52.43,0.0,209.72
T216692,8,P1017,1,90.06,0.0,90.06
T216692,9,P1039,2,121.64,0.0,243.28
T216692,10,P1049,1,422.24,0.0,422.24
T216692,11,P1046,1,45.12,0.0,45.12
T216693,1,P1000,2,59.81,0.0,119.62
T216693,2,P1004,3,118.97,0.0,356.91
T216693,3,P1006,2,32.18,0.0,64.36
T216693,4,P1007,2,179.98,0.0,359.96
T216694,1,P1078,2,335.19,0.0,670.38
T216694,2,P1045,3,105.47,31.64,284.77
T216694,3,P1009,3,128.41,0.0,385.23
T216694,4,P1054,2,344.3,0.0,688.6
T216694,5,P1010,1,133.38,0.0,133.38
T216694,6,P1079,2,346.79,0.0,693.58
T216694,7,P1018,6,297.47,0.0,1784.82
T216694,8,P1049,2,441.43,0.0,882.86
T216695,1,P1049,3,422.98,0.0,1268.94
T216695,2,P1038,2,50.74,0.0,101.48
T216695,3,P1039,1,127.37,0.0,127.37
T216695,4,P1030,3,127.25,0.0,381.75
T216695,5,P1017,1,92.3,0.0,92.3
T216695,6,P1050,1,758.12,151.62,606.5
T216695,7,P1007,1,186.19,0.0,186.19
T216695,8,P1005,3,83.17,0.0,249.51
T216695,9,P1055,1,213.96,0.0,213.96
T216695,10,P1027,4,211.13,0.0,844.52
T216695,11,P1004,1,118.38,0.0,118.38
T216695,12,P1061,2,369.42,0.0,738.84
T216695,13,P1067,2,282.55,0.0,565.1
T216695,14,P1011,1,203.35,40.67,162.68
T216695,15,P1003,2,38.96,0.0,77.92
T216696,1,P1013,2,63.17,0.0,126.34
T216696,2,P1014,1,103.21,0.0,103.21
T216696,3,P1008,1,242.53,0.0,242.53
T216696,4,P1004,2,118.62,0.0,237.24
T216696,5,P1081,1,1266.36,0.0,1266.36
T216696,6,P1046,1,46.71,0.0,46.71
T216696,7,P1015,1,58.52,0.0,58.52
T216696,8,P1005,2,81.97,49.18,114.76
T216696,9,P1002,2,46.09,0.0,92.18
T216696,10,P1048,1,26.66,0.0,26.66
T216696,11,P1033,1,141.4,0.0,141.4
T216696,12,P1028,3,251.28,0.0,753.84
T216696,13,P1042,2,65.83,0.0,131.66
T216697,1,P1013,1,66.17,0.0,66.17
T216697,2,P1014,2,106.82,0.0,213.64
T216697,3,P1008,1,243.1,0.0,243.1
T216697,4,P1041,1,211.8,0.0,211.8
T216697,5,P1040,2,58.84,0.0,117.68
T216697,6,P1050,1,768.21,0.0,768.21
T216697,7,P1006,1,33.71,0.0,33.71
T216697,8,P1046,4,46.25,0.0,185.0
T216697,9,P1005,3,82.01,0.0,246.03
T216697,10,P1009,2,121.72,0.0,243.44
T216698,1,P1088,1,380.25,0.0,380.25
T216698,2,P1048,3,26.36,0.0,79.08
T216698,3,P1056,2,119.42,0.0,238.84
T216698,4,P1085,1,243.25,36.49,206.76
T216698,5,P1003,2,37.58,0.0,75.16
T216698,6,P1025,4,167.05,0.0,668.2
T216698,7,P1015,1,57.72,0.0,57.72
T216699,1,P1040,2,59.58,0.0,119.16
T216699,2,P1050,2,770.54,0.0,1541.08
T216699,3,P1026,2,155.53,0.0,311.06
T216699,4,P1024,1,235.09,0.0,235.09
T216699,5,P1015,1,59.52,0.0,59.52
T216699,6,P1078,1,321.8,48.27,273.53
T216700,1,P1010,5,126.67,0.0,633.35
T216700,2,P1035,2,384.75,0.0,769.5
T216700,3,P1006,2,33.04,0.0,66.08
T216700,4,P1050,1,761.15,0.0,761.15
T216700,5,P1005,1,80.32,0.0,80.32
T216701,1,P1021,2,414.69,0.0,829.38
T216701,2,P1022,2,111.97,44.79,179.15
T216701,3,P1023,1,100.85,15.13,85.72
T216701,4,P1044,2,74.35,0.0,148.7
T216701,5,P1001,1,77.72,0.0,77.72
T216701,6,P1035,2,380.85,0.0,761.7
T216701,7,P1008,2,248.39,0.0,496.78
T216701,8,P1038,1,50.8,0.0,50.8
T216701,9,P1034,3,173.02,0.0,519.06
T216701,10,P1002,1,46.72,0.0,46.72
T216701,11,P1039,2,124.11,0.0,248.22
T216702,1,P1009,1,127.81,0.0,127.81
T216702,2,P1005,2,81.82,0.0,163.64
T216702,3,P1049,1,443.31,66.5,376.81
T216702,4,P1015,3,58.63,0.0,175.89
T216702,5,P1012,4,154.93,0.0,619.72
T216702,6,P1008,1,246.1,0.0,246.1
T216702,7,P1006,4,32.25,38.7,90.3
T216702,8,P1051,1,1186.11,0.0,1186.11
T216702,9,P1057,1,77.23,0.0,77.23
T216703,1,P1021,2,426.12,0.0,852.24
T216703,2,P1022,1,109.52,0.0,109.52
T216703,3,P1023,2,101.46,0.0,202.92
T216703,4,P1035,2,391.15,0.0,782.3
T216703,5,P1044,3,70.74,0.0,212.22
T216704,1,P1005,2,82.08,0.0,164.16
T216704,2,P1052,2,252.99,0.0,505.98
T216704,3,P1085,1,249.39,0.0,249.39
T216704,4,P1037,2,106.89,0.0,213.78
T216704,5,P1004,1,119.29,0.0,119.29
T216704,6,P1006,2,32.6,6.52,58.68
T216705,1,P1085,1,246.26,0.0,246.26
T216705,2,P1060,1,460.76,0.0,460.76
T216705,3,P1009,2,124.87,0.0,249.74
T216705,4,P1031,1,60.41,0.0,60.41
T216705,5,P1024,2,233.68,0.0,467.36
T216705,6,P1038,2,51.41,0.0,102.82
T216705,7,P1043,1,37.64,0.0,37.64
T216705,8,P1015,3,57.73,0.0,173.19
T216705,9,P1057,6,78.3,0.0,469.8
T216705,10,P1005,3,82.72,0.0,248.16
T216705,11,P1055,2,205.72,0.0,411.44
T216706,1,P1049,1,428.33,0.0,428.33
T216706,2,P1038,3,49.74,0.0,149.22
T216706,3,P1001,1,76.84,0.0,76.84
T216706,4,P1046,2,47.13,0.0,94.26
T216706,5,P1064,3,258.24,0.0,774.72
T216706,6,P1016,4,51.18,0.0,204.72
T216706,7,P1013,3,63.54,0.0,190.62
T216707,1,P1052,1,249.82,0.0,249.82
T216707,2,P1053,5,244.07,0.0,1220.35
T216707,3,P1008,2,255.0,0.0,510.0
T216707,4,P1004,3,120.18,0.0,360.54
T216707,5,P1018,2,304.62,0.0,609.24
T216707,6,P1005,1,83.75,0.0,83.75
T216707,7,P1013,1,63.33,0.0,63.33
T216707,8,P1033,1,145.73,0.0,145.73
T216707,9,P1006,1,33.47,0.0,33.47
T216708,1,P1062,1,659.21,0.0,659.21
T216708,2,P1083,1,103.67,0.0,103.67
T216708,3,P1016,3,50.99,0.0,152.97
T216708,4,P1007,1,178.43,26.76,151.67
T216708,5,P1005,2,83.34,0.0,166.68
T216708,6,P1075,1,185.77,0.0,185.77
T216708,7,P1002,2,44.72,0.0,89.44
T216708,8,P1088,1,380.28,0.0,380.28
T216708,9,P1020,1,200.57,0.0,200.57
T216708,10,P1056,4,120.35,0.0,481.4
T216708,11,P1006,3,31.96,0.0,95.88
T216708,12,P1015,2,58.63,0.0,117.26
T216709,1,P1070,1,88.62,0.0,88.62
T216709,2,P1047,4,32.86,0.0,131.44
T216709,3,P1006,1,33.21,6.64,26.57
T216709,4,P1007,3,187.86,0.0,563.58
T216709,5,P1018,2,308.13,0.0,616.26
T216709,6,P1034,1,175.04,0.0,175.04
T216709,7,P1022,1,113.19,22.64,90.55
T216709,8,P1044,2,70.25,0.0,140.5
T216709,9,P1055,2,205.94,123.56,288.32
T216710,1,P1018,2,294.6,0.0,589.2
T216710,2,P1005,1,79.23,0.0,79.23
T216710,3,P1031,2,58.33,0.0,116.66
T216710,4,P1067,3,277.52,0.0,832.56
T216710,5,P1007,1,182.31,0.0,182.31
T216710,6,P1032,1,51.05,0.0,51.05
T216710,7,P1041,4,210.6,0.0,842.4
T216710,8,P1087,2,1052.01,0.0,2104.02
T216710,9,P1011,1,207.51,0.0,207.51
T216711,1,P1025,3,172.91,155.62,363.11
T216711,2,P1011,1,211.53,0.0,211.53
T216711,3,P1031,1,58.22,0.0,58.22
T216711,4,P1064,2,268.55,0.0,537.1
T216711,5,P1043,3,38.37,11.51,103.6
T216712,1,P1052,3,246.03,0.0,738.09
T216712,2,P1033,3,141.32,0.0,423.96
T216712,3,P1035,1,374.59,0.0,374.59
T216712,4,P1030,2,131.14,39.34,222.94
T216712,5,P1006,3,31.97,0.0,95.91
T216712,6,P1005,2,79.42,0.0,158.84
T216712,7,P1043,2,37.06,0.0,74.12
T216712,8,P1075,3,185.81,0.0,557.43
T216712,9,P1004,1,118.62,0.0,118.62
T216712,10,P1032,2,51.9,0.0,103.8
T216713,1,P1038,2,51.39,0.0,102.78
T216713,2,P1069,1,117.67,0.0,117.67
T216713,3,P1072,2,167.07,0.0,334.14
T216713,4,P1006,1,33.46,0.0,33.46
T216713,5,P1043,3,38.73,0.0,116.19
T216714,1,P1029,2,47.22,0.0,94.44
T216714,2,P1033,3,147.04,0.0,441.12
T216714,3,P1005,1,82.39,0.0,82.39
T216714,4,P1015,1,58.8,0.0,58.8
T216714,5,P1013,1,65.87,0.0,65.87
T216714,6,P1042,1,64.49,0.0,64.49
T216714,7,P1017,1,91.44,0.0,91.44
T216714,8,P1039,3,128.22,0.0,384.66
T216714,9,P1007,1,181.21,0.0,181.21
T216714,10,P1034,4,172.39,0.0,689.56
T216714,11,P1000,3,60.03,0.0,180.09
T216715,1,P1007,2,177.4,0.0,354.8
T216715,2,P1046,4,46.97,0.0,187.88
T216715,3,P1042,2,64.31,0.0,128.62
T216715,4,P1005,2,79.48,0.0,158.96
T216715,5,P1067,2,284.12,0.0,568.24
T216715,6,P1029,3,46.95,0.0,140.85
T216715,7,P1052,4,253.57,0.0,1014.28
T216715,8,P1000,3,59.52,0.0,178.56
T216715,9,P1037,2,102.53,61.52,143.54
T216715,10,P1055,2,212.7,0.0,425.4
T216715,11,P1040,1,60.36,0.0,60.36
T216715,12,P1021,1,414.15,0.0,414.15
T216716,1,P1074,2,610.37,0.0,1220.74
T216716,2,P1075,2,179.06,0.0,358.12
T216716,3,P1000,3,58.0,0.0,174.0
T216716,4,P1006,3,33.52,0.0,100.56
T216716,5,P1052,1,249.11,0.0,249.11
T216716,6,P1035,3,391.08,0.0,1173.24
T216716,7,P1019,2,240.5,0.0,481.0
T216716,8,P1043,3,37.5,0.0,112.5
T216716,9,P1029,2,46.79,0.0,93.58
T216716,10,P1067,1,281.07,0.0,281.07
T216716,11,P1044,1,73.82,0.0,73.82
T216716,12,P1055,1,211.38,0.0,211.38
T216716,13,P1041,3,212.19,0.0,636.57
T216717,1,P1000,2,57.93,23.17,92.69
T216717,2,P1004,1,115.84,0.0,115.84
T216717,3,P1010,3,127.97,0.0,383.91
T216717,4,P1007,2,178.21,0.0,356.42
T216717,5,P1087,2,1018.44,0.0,2036.88
T216717,6,P1042,1,65.33,0.0,65.33
T216718,1,P1073,1,159.6,0.0,159.6
T216718,2,P1046,6,47.09,42.38,240.16
T216718,3,P1024,2,239.99,0.0,479.98
T216718,4,P1006,1,33.76,0.0,33.76
T216719,1,P1006,3,32.19,0.0,96.57
T216719,2,P1019,2,237.89,0.0,475.78
T216719,3,P1028,1,243.81,0.0,243.81
T216719,4,P1070,1,92.58,0.0,92.58
T216719,5,P1088,2,387.21,0.0,774.42
T216719,6,P1007,2,182.02,0.0,364.04
T216719,7,P1049,2,442.75,0.0,885.5
T216719,8,P1027,2,219.53,0.0,439.06
T216720,1,P1013,1,66.12,13.22,52.9
T216720,2,P1014,2,103.84,0.0,207.68
T216720,3,P1008,2,241.21,0.0,482.42
T216720,4,P1009,1,125.29,0.0,125.29
T216720,5,P1045,1,103.04,0.0,103.04
T216720,6,P1039,1,128.09,0.0,128.09
T216720,7,P1000,2,58.15,11.63,104.67
T216720,8,P1050,1,777.51,0.0,777.51
T216720,9,P1044,1,71.89,0.0,71.89
T216720,10,P1034,1,181.54,0.0,181.54
T216720,11,P1040,1,58.44,0.0,58.44
T216720,12,P1056,2,117.37,0.0,234.74
T216720,13,P1072,1,170.83,0.0,170.83
T216720,14,P1007,1,183.3,0.0,183.3
T216720,15,P1035,1,375.56,0.0,375.56
T216721,1,P1006,4,32.39,0.0,129.56
T216721,2,P1019,2,238.77,0.0,477.54
T216721,3,P1028,2,251.78,0.0,503.56
T216721,4,P1083,2,101.64,0.0,203.28
T216721,5,P1033,2,140.41,56.16,224.66
T216722,1,P1005,3,81.04,0.0,243.12
T216722,2,P1058,1,187.57,56.27,131.3
T216722,3,P1004,1,116.08,0.0,116.08
T216722,4,P1025,1,172.55,0.0,172.55
T216723,1,P1005,1,83.18,16.64,66.54
T216723,2,P1038,1,52.65,0.0,52.65
T216723,3,P1034,1,177.81,0.0,177.81
T216723,4,P1057,2,77.31,0.0,154.62
T216723,5,P1028,2,241.81,0.0,483.62
T216723,6,P1064,4,261.68,0.0,1046.72
T216724,1,P1049,1,439.81,0.0,439.81
T216724,2,P1038,1,50.5,0.0,50.5
T216724,3,P1039,1,122.01,0.0,122.01
T216724,4,P1013,3,65.61,0.0,196.83
T216725,1,P1017,1,77.0,0.0,77.0
T216725,2,P1066,3,49.16,0.0,147.48
T216725,3,P1009,2,103.63,0.0,207.26
T216725,4,P1001,1,63.29,0.0,63.29
T216726,1,P1062,3,546.31,0.0,1638.93
T216726,2,P1063,4,98.14,0.0,392.56
T216726,3,P1064,1,216.96,0.0,216.96
T216726,4,P1065,4,762.84,0.0,3051.36
T216727,1,P1074,1,503.95,0.0,503.95
T216727,2,P1075,1,150.52,0.0,150.52
T216727,3,P1054,3,284.85,0.0,854.55
T216727,4,P1071,3,110.29,0.0,330.87
T216727,5,P1001,3,65.42,0.0,196.26
T216727,6,P1013,2,53.14,0.0,106.28
T216727,7,P1010,3,108.91,0.0,326.73
T216727,8,P1066,1,48.34,0.0,48.34
T216728,1,P1000,1,49.8,0.0,49.8
T216728,2,P1024,3,203.05,0.0,609.15
T216729,1,P1040,3,50.56,0.0,151.68
T216729,2,P1043,3,32.18,0.0,96.54
T216729,3,P1015,1,50.46,0.0,50.46
T216729,4,P1001,1,64.41,0.0,64.41
T216729,5,P1063,2,99.86,0.0,199.72
T216730,1,P1061,2,312.98,0.0,625.96
T216730,2,P1015,2,49.11,0.0,98.22
T216730,3,P1008,2,202.44,0.0,404.88
T216730,4,P1002,3,37.71,0.0,113.13
T216730,5,P1051,2,1003.61,0.0,2007.22
T216731,1,P1000,1,49.93,14.98,34.95
T216731,2,P1004,1,99.91,19.98,79.93
T216731,3,P1014,3,88.25,0.0,264.75
T216731,4,P1044,2,61.36,0.0,122.72
T216731,5,P1069,2,94.6,0.0,189.2
T216731,6,P1068,1,180.51,27.08,153.43
T216731,7,P1036,3,76.6,45.96,183.84
T216731,8,P1070,3,74.51,44.71,178.82
T216732,1,P1070,1,73.54,0.0,73.54
T216732,2,P1015,2,49.17,9.83,88.51
T216732,3,P1045,3,83.69,0.0,251.07
T216732,4,P1073,3,131.43,59.14,335.15
T216732,5,P1069,3,96.4,0.0,289.2
T216732,6,P1044,1,61.39,0.0,61.39
T216732,7,P1052,3,201.87,0.0,605.61
T216733,1,P1075,2,151.85,0.0,303.7
T216733,2,P1073,3,128.36,0.0,385.08
T216733,3,P1046,1,38.8,7.76,31.04
T216733,4,P1083,1,86.23,0.0,86.23
T216733,5,P1081,1,1088.68,0.0,1088.68
T216733,6,P1016,1,42.66,0.0,42.66
T216733,7,P1030,1,111.06,0.0,111.06
T216734,1,P1049,1,349.99,0.0,349.99
T216734,2,P1038,1,42.3,0.0,42.3
T216734,3,P1039,1,102.92,0.0,102.92
T216734,4,P1001,2,65.4,13.08,117.72
T216735,1,P1013,1,52.87,0.0,52.87
T216735,2,P1041,3,168.5,0.0,505.5
T216735,3,P1068,2,179.89,0.0,359.78
T216735,4,P1043,1,31.46,0.0,31.46
T216735,5,P1037,4,88.64,35.46,319.1
T216735,6,P1033,2,119.94,23.99,215.89
T216735,7,P1005,1,67.67,0.0,67.67
T216735,8,P1080,1,435.88,0.0,435.88
T216736,1,P1074,1,513.95,51.4,462.55
T216736,2,P1075,2,153.0,0.0,306.0
T216736,3,P1076,3,217.29,195.56,456.31
T216736,4,P1051,2,980.05,0.0,1960.1
T216736,5,P1007,1,148.62,44.59,104.03
T216736,6,P1048,2,21.66,0.0,43.32
T216736,7,P1034,1,149.66,29.93,119.73
T216737,1,P1056,2,94.98,19.0,170.96
T216737,2,P1057,3,65.21,0.0,195.63
T216737,3,P1042,1,52.47,0.0,52.47
T216737,4,P1000,2,50.53,10.11,90.95
T216737,5,P1078,3,276.5,248.85,580.65
T216738,1,P1046,1,37.9,0.0,37.9
T216738,2,P1005,2,68.39,0.0,136.78
T216738,3,P1070,1,76.09,0.0,76.09
T216738,4,P1077,2,432.21,0.0,864.42
T216738,5,P1013,3,54.7,32.82,131.28
T216738,6,P1020,2,166.58,49.97,283.19
T216738,7,P1037,1,86.54,0.0,86.54
T216738,8,P1047,2,27.45,0.0,54.9
T216739,1,P1052,3,211.0,63.3,569.7
T216739,2,P1053,4,202.0,0.0,808.0
T216739,3,P1054,1,275.31,41.3,234.01
T216739,4,P1040,2,49.69,0.0,99.38
T216739,5,P1002,1,38.35,7.67,30.68
T216740,1,P1025,2,139.12,0.0,278.24
T216740,2,P1011,3,178.51,0.0,535.53
T216740,3,P1038,1,42.1,0.0,42.1
T216740,4,P1049,2,366.16,0.0,732.32
T216740,5,P1033,2,115.55,0.0,231.1
T216740,6,P1088,1,325.71,0.0,325.71
T216740,7,P1015,2,47.66,0.0,95.32
T216740,8,P1000,1,48.67,0.0,48.67
T216740,9,P1068,2,186.72,0.0,373.44
T216740,10,P1073,3,127.53,0.0,382.59
T216741,1,P1001,2,65.13,0.0,130.26
T216741,2,P1016,1,41.72,0.0,41.72
T216741,3,P1072,3,141.76,0.0,425.28
T216741,4,P1078,4,265.92,0.0,1063.68
T216741,5,P1035,1,323.93,0.0,323.93
T216741,6,P1044,2,59.44,0.0,118.88
T216741,7,P1034,1,144.11,0.0,144.11
T216741,8,P1018,1,248.86,49.77,199.09
T216741,9,P1037,2,86.11,0.0,172.22
T216741,10,P1049,2,352.72,211.63,493.81
T216742,1,P1045,3,87.81,52.69,210.74
T216742,2,P1038,1,41.9,0.0,41.9
T216742,3,P1066,1,50.03,7.5,42.53
T216742,4,P1015,3,48.95,29.37,117.48
T216742,5,P1027,2,179.95,0.0,359.9
T216743,1,P1020,2,167.02,0.0,334.04
T216743,2,P1055,3,175.81,0.0,527.43
T216743,3,P1042,2,53.39,0.0,106.78
T216743,4,P1006,1,27.06,0.0,27.06
T216743,5,P1034,2,146.47,0.0,292.94
T216743,6,P1040,2,48.72,9.74,87.7
T216744,1,P1015,2,47.96,28.78,67.14
T216744,2,P1020,2,157.41,0.0,314.82
T216744,3,P1006,1,26.44,3.97,22.47
T216745,1,P1015,3,48.12,0.0,144.36
T216745,2,P1068,1,183.53,0.0,183.53
T216745,3,P1016,1,41.41,0.0,41.41
T216745,4,P1060,2,375.84,0.0,751.68
T216745,5,P1040,1,49.2,0.0,49.2
T216745,6,P1003,2,30.88,0.0,61.76
T216746,1,P1029,2,37.11,0.0,74.22
T216746,2,P1012,1,127.31,0.0,127.31
T216746,3,P1005,2,66.34,0.0,132.68
T216746,4,P1015,3,49.65,0.0,148.95
T216746,5,P1025,1,139.87,0.0,139.87
T216746,6,P1000,1,49.13,7.37,41.76
T216747,1,P1006,1,26.41,0.0,26.41
T216747,2,P1019,2,194.13,0.0,388.26
T216747,3,P1028,3,200.98,0.0,602.94
T216747,4,P1042,3,52.88,0.0,158.64
T216747,5,P1072,1,141.58,42.47,99.11
T216748,1,P1003,1,30.79,0.0,30.79
T216748,2,P1005,2,65.28,0.0,130.56
T216748,3,P1012,2,128.6,0.0,257.2
T216748,4,P1077,3,421.78,0.0,1265.34
T216748,5,P1015,1,47.4,0.0,47.4
T216748,6,P1067,1,229.78,0.0,229.78
T216749,1,P1002,1,37.87,7.57,30.3
T216749,2,P1000,3,47.54,0.0,142.62
T216749,3,P1079,2,283.93,0.0,567.86
T216750,1,P1052,1,201.05,0.0,201.05
T216750,2,P1000,3,48.97,44.07,102.84
T216751,1,P1001,2,64.12,0.0,128.24
T216751,2,P1012,1,130.51,26.1,104.41
T216751,3,P1019,1,195.82,0.0,195.82
T216751,4,P1015,2,48.97,0.0,97.94
T216752,1,P1000,2,50.04,0.0,100.08
