ticket_id,customer_id,ticket_date,issue_type,contact_channel,is_resolved,satisfaction_score
K50469,C10871,2026-07-20,Wrong Item,Social,1,2
K50470,C10874,2026-07-10,App/Website Problem,Chat,1,4
K50471,C10874,2025-06-12,Delivery Delay,Email,1,3
K50472,C10878,2026-02-16,Delivery Delay,Call Center,1,4
K50473,C10880,2026-05-01,Damaged Item,Email,1,3
K50474,C10882,2025-02-11,App/Website Problem,Email,1,1
K50475,C10884,2026-01-15,App/Website Problem,Social,0,2
K50476,C10886,2025-11-16,Damaged Item,Call Center,1,3
K50477,C10886,2024-11-25,Membership Points,Social,1,3
K50478,C10888,2025-10-08,Payment Issue,Social,1,2
K50479,C10888,2026-01-10,App/Website Problem,Chat,0,3
K50480,C10889,2025-12-17,Refund Request,Social,1,2
K50481,C10889,2025-04-28,Wrong Item,Social,1,3
K50482,C10890,2026-02-02,Membership Points,Call Center,1,3
K50483,C10891,2026-06-15,Damaged Item,Chat,1,2
K50484,C10893,2026-06-25,Payment Issue,Social,1,3
K50485,C10895,2026-05-29,Membership Points,Call Center,0,3
K50486,C10895,2026-07-03,Damaged Item,Email,1,3
K50487,C10899,2026-05-06,Membership Points,Email,1,3
K50488,C10901,2025-08-27,Membership Points,Email,0,3
K50489,C10902,2026-07-20,Membership Points,Chat,1,2
K50490,C10906,2025-08-27,Membership Points,Email,1,2
K50491,C10906,2025-07-20,Payment Issue,Email,1,5
K50492,C10908,2025-05-05,Refund Request,Social,1,4
K50493,C10908,2025-04-30,Membership Points,Email,1,2
K50494,C10911,2026-04-15,Membership Points,Email,1,2
K50495,C10915,2025-10-20,Refund Request,Call Center,1,1
K50496,C10917,2025-09-10,Damaged Item,Chat,1,2
K50497,C10917,2025-09-16,Payment Issue,Chat,1,4
K50498,C10918,2026-04-05,Payment Issue,Email,1,3
K50499,C10927,2026-03-01,Wrong Item,Call Center,1,3
K50500,C10929,2025-05-07,Delivery Delay,Call Center,1,2
K50501,C10930,2026-01-28,Delivery Delay,Email,1,4
K50502,C10931,2026-05-11,Membership Points,Call Center,1,3
K50503,C10933,2026-05-14,Wrong Item,Chat,1,5
K50504,C10934,2026-04-21,Membership Points,Chat,1,1
K50505,C10935,2025-12-12,Damaged Item,Call Center,0,3
K50506,C10946,2025-07-03,App/Website Problem,Chat,0,4
K50507,C10951,2025-12-05,Refund Request,Email,1,3
K50508,C10952,2025-11-08,Membership Points,Call Center,1,2
K50509,C10954,2024-09-23,Payment Issue,Email,1,4
K50510,C10955,2026-05-21,Refund Request,Email,1,2
K50511,C10957,2025-08-24,Refund Request,Call Center,1,3
K50512,C10958,2026-03-21,Membership Points,Email,1,3
K50513,C10958,2026-04-21,Wrong Item,Email,1,5
K50514,C10959,2026-02-06,Refund Request,Social,1,2
K50515,C10959,2026-03-10,Delivery Delay,Email,1,4
K50516,C10960,2026-01-13,Wrong Item,Email,1,3
K50517,C10961,2026-07-07,Refund Request,Social,1,2
K50518,C10962,2025-11-21,App/Website Problem,Email,1,3
K50519,C10964,2026-01-26,App/Website Problem,Chat,1,1
K50520,C10964,2025-12-14,Refund Request,Social,1,4
K50521,C10966,2026-02-02,Delivery Delay,Social,1,2
K50522,C10967,2025-10-06,Wrong Item,Email,0,3
K50523,C10968,2025-10-20,Delivery Delay,Social,1,4
K50524,C10968,2026-05-25,Wrong Item,Social,1,4
K50525,C10970,2026-01-18,Refund Request,Social,1,3
K50526,C10972,2026-02-02,Payment Issue,Social,1,4
K50527,C10972,2026-02-22,Refund Request,Social,1,4
K50528,C10974,2026-07-10,Membership Points,Social,1,4
K50529,C10974,2026-06-27,Delivery Delay,Social,0,2
K50530,C10976,2026-04-20,Damaged Item,Email,1,2
K50531,C10976,2026-02-20,Damaged Item,Social,1,1
K50532,C10979,2026-03-16,Payment Issue,Call Center,1,3
K50533,C10979,2026-05-27,Wrong Item,Social,1,5
K50534,C10980,2025-08-23,Delivery Delay,Email,1,2
K50535,C10980,2025-05-05,Payment Issue,Social,1,5
K50536,C10981,2026-02-08,Refund Request,Social,1,5
K50537,C10983,2026-02-17,Delivery Delay,Social,1,3
K50538,C10985,2025-12-14,Wrong Item,Chat,1,3
K50539,C10989,2025-07-11,Delivery Delay,Chat,0,4
K50540,C10991,2026-02-22,Payment Issue,Social,0,3
K50541,C10995,2026-02-16,Payment Issue,Call Center,1,4
K50542,C10996,2026-07-01,Damaged Item,Chat,1,4
K50543,C10997,2025-10-12,Membership Points,Email,1,4
K50544,C10998,2025-05-11,Delivery Delay,Email,1,3
K50545,C10998,2026-08-09,App/Website Problem,Chat,1,3
K50546,C10998,2025-06-20,Membership Points,Call Center,1,5
K50547,C10998,2026-07-17,App/Website Problem,Chat,1,2
K50548,C10999,2026-03-22,Payment Issue,Call Center,1,5
K50549,C11001,2025-09-22,Damaged Item,Email,1,2
K50550,C11001,2026-03-12,Refund Request,Social,1,3
K50551,C11010,2026-07-11,Delivery Delay,Social,1,3
K50552,C11013,2025-07-04,Payment Issue,Social,1,4
K50553,C11017,2026-03-14,App/Website Problem,Social,1,2
K50554,C11018,2026-08-16,Damaged Item,Chat,1,4
K50555,C11018,2026-06-01,Delivery Delay,Chat,1,5
K50556,C11020,2026-03-01,Membership Points,Call Center,1,1
K50557,C11026,2026-04-09,Delivery Delay,Call Center,1,4
K50558,C11026,2026-02-22,Payment Issue,Call Center,0,2
K50559,C11031,2025-09-18,Damaged Item,Email,1,4
K50560,C11034,2026-04-28,Wrong Item,Chat,1,4
K50561,C11037,2026-04-02,Delivery Delay,Email,1,4
K50562,C11045,2026-06-11,Refund Request,Chat,1,1
K50563,C11046,2025-10-09,Wrong Item,Chat,1,3
K50564,C11048,2026-01-26,Damaged Item,Email,0,5
K50565,C11059,2026-01-09,Membership Points,Chat,1,3
K50566,C11060,2026-01-27,Wrong Item,Email,0,3
K50567,C11061,2026-01-20,Refund Request,Call Center,1,2
K50568,C11062,2026-05-17,Wrong Item,Call Center,1,5
K50569,C11064,2026-05-06,Wrong Item,Call Center,1,3
K50570,C11065,2025-03-06,Wrong Item,Call Center,0,4
K50571,C11070,2025-10-19,Delivery Delay,Call Center,1,3
K50572,C11071,2025-11-21,Wrong Item,Call Center,1,5
K50573,C11071,2025-02-28,Damaged Item,Social,1,2
K50574,C11073,2026-04-08,Delivery Delay,Email,0,3
K50575,C11074,2025-08-24,Wrong Item,Social,1,4
K50576,C11077,2026-06-09,Membership Points,Email,1,5
K50577,C11077,2025-03-20,Payment Issue,Chat,1,5
K50578,C11079,2026-03-06,Wrong Item,Call Center,1,4
K50579,C11079,2025-05-28,Delivery Delay,Chat,1,5
K50580,C11082,2026-05-30,Payment Issue,Call Center,1,4
K50581,C11084,2025-11-19,App/Website Problem,Call Center,1,5
K50582,C11086,2026-04-23,Payment Issue,Chat,1,4
K50583,C11087,2026-01-29,Membership Points,Call Center,1,3
K50584,C11091,2026-05-14,Damaged Item,Email,1,2
K50585,C11092,2024-12-23,Payment Issue,Chat,1,3
K50586,C11096,2026-08-14,App/Website Problem,Email,1,2
K50587,C11097,2026-02-08,App/Website Problem,Social,1,5
K50588,C11099,2026-05-25,Delivery Delay,Social,1,3
K50589,C11101,2025-10-22,App/Website Problem,Chat,1,1
K50590,C11102,2026-08-02,Wrong Item,Email,1,4
K50591,C11107,2025-07-15,Payment Issue,Call Center,0,5
K50592,C11111,2025-12-28,Refund Request,Chat,1,2
K50593,C11112,2025-11-29,Refund Request,Chat,0,2
K50594,C11112,2026-03-31,Payment Issue,Call Center,0,2
K50595,C11114,2026-06-18,App/Website Problem,Email,1,2
K50596,C11119,2026-05-15,Refund Request,Chat,1,3
K50597,C11123,2025-06-10,App/Website Problem,Email,1,2
K50598,C11123,2025-04-10,Refund Request,Chat,1,4
K50599,C11125,2026-02-20,Membership Points,Chat,1,3
K50600,C11129,2025-09-26,Delivery Delay,Email,1,2
K50601,C11131,2025-06-23,Payment Issue,Email,1,3
K50602,C11135,2025-01-01,Delivery Delay,Social,1,1
K50603,C11137,2026-01-14,Refund Request,Call Center,1,1
K50604,C11142,2026-04-16,App/Website Problem,Chat,1,4
K50605,C11143,2026-03-16,Wrong Item,Call Center,1,2
K50606,C11143,2026-04-16,Delivery Delay,Social,1,3
K50607,C11143,2026-03-02,Payment Issue,Email,1,1
K50608,C11146,2025-09-27,Wrong Item,Email,1,5
K50609,C11148,2025-04-19,Delivery Delay,Social,1,3
K50610,C11148,2025-06-03,Payment Issue,Chat,1,3
K50611,C11148,2025-01-04,Wrong Item,Social,0,2
K50612,C11154,2026-01-11,Membership Points,Email,0,1
K50613,C11157,2026-01-31,Damaged Item,Social,0,3
K50614,C11160,2026-03-14,Wrong Item,Social,0,3
K50615,C11163,2025-05-19,Payment Issue,Email,1,1
K50616,C11163,2025-10-31,Membership Points,Chat,1,5
K50617,C11164,2026-02-26,Membership Points,Social,1,2
K50618,C11165,2026-01-30,Refund Request,Email,1,4
K50619,C11166,2026-05-01,Payment Issue,Email,1,4
K50620,C11166,2026-07-20,App/Website Problem,Call Center,1,5
K50621,C11168,2026-07-30,App/Website Problem,Call Center,1,4
K50622,C11169,2025-01-14,Delivery Delay,Call Center,1,1
K50623,C11172,2026-03-06,Refund Request,Chat,1,4
K50624,C11176,2025-07-01,Membership Points,Social,1,5
K50625,C11186,2025-10-23,App/Website Problem,Social,1,4
K50626,C11193,2026-04-18,Delivery Delay,Email,1,3
K50627,C11194,2024-12-17,Payment Issue,Call Center,1,3
K50628,C11194,2025-11-17,Delivery Delay,Call Center,0,2
K50629,C11194,2025-10-24,Wrong Item,Call Center,1,4
K50630,C11195,2026-01-26,Delivery Delay,Email,1,4
K50631,C11196,2025-10-31,Refund Request,Social,0,4
K50632,C11196,2025-08-30,Refund Request,Email,1,3
K50633,C11198,2026-01-20,Payment Issue,Social,1,3
K50634,C11202,2025-05-15,Delivery Delay,Call Center,1,4
K50635,C11203,2025-10-08,Refund Request,Call Center,1,2
K50636,C11205,2025-12-20,Delivery Delay,Social,1,5
K50637,C11205,2025-10-27,App/Website Problem,Social,1,5
K50638,C11208,2026-05-19,Wrong Item,Social,0,5
K50639,C11212,2025-09-17,Payment Issue,Call Center,1,5
K50640,C11213,2026-06-25,Membership Points,Email,1,4
K50641,C11216,2025-09-22,Refund Request,Chat,1,3
K50642,C11218,2026-01-11,Refund Request,Call Center,1,2
K50643,C11218,2025-12-09,Damaged Item,Chat,1,3
K50644,C11221,2025-05-17,Membership Points,Social,1,2
K50645,C11226,2025-04-17,Delivery Delay,Call Center,1,2
K50646,C11226,2025-11-06,Damaged Item,Call Center,1,2
K50647,C11229,2026-07-16,Delivery Delay,Social,1,2
K50648,C11231,2025-04-04,Wrong Item,Email,1,4
K50649,C11233,2026-04-14,App/Website Problem,Call Center,1,3
K50650,C11235,2026-07-26,Payment Issue,Social,1,5
K50651,C11235,2025-11-09,Refund Request,Chat,1,2
K50652,C11237,2025-08-05,Damaged Item,Chat,1,2
K50653,C11237,2025-11-10,Membership Points,Call Center,1,1
K50654,C11239,2026-04-25,App/Website Problem,Call Center,1,3
K50655,C11239,2026-05-11,Wrong Item,Email,1,2
K50656,C11239,2026-04-30,Refund Request,Email,1,2
K50657,C11244,2026-04-15,Payment Issue,Call Center,0,3
K50658,C11245,2025-04-18,Payment Issue,Chat,1,2
K50659,C11245,2026-06-29,Damaged Item,Chat,1,3
K50660,C11251,2026-02-14,Delivery Delay,Call Center,1,3
K50661,C11254,2026-02-24,Delivery Delay,Call Center,0,1
K50662,C11259,2025-07-15,Payment Issue,Social,1,3
K50663,C11260,2026-02-22,Refund Request,Call Center,0,4
K50664,C11261,2025-10-24,Delivery Delay,Social,1,2
K50665,C11261,2026-04-07,Delivery Delay,Chat,1,5
K50666,C11262,2026-06-14,Delivery Delay,Call Center,1,3
K50667,C11265,2026-04-01,Wrong Item,Social,0,2
K50668,C11267,2025-07-09,App/Website Problem,Social,1,4
K50669,C11268,2026-03-08,Damaged Item,Email,1,4
K50670,C11270,2026-06-12,Delivery Delay,Chat,1,3
K50671,C11270,2026-07-12,Refund Request,Chat,1,4
K50672,C11275,2026-08-23,Refund Request,Social,1,2
K50673,C11275,2026-05-31,Wrong Item,Social,1,3
K50674,C11276,2025-12-16,Wrong Item,Email,1,1
K50675,C11277,2026-02-18,Payment Issue,Email,1,4
K50676,C11278,2026-07-09,Damaged Item,Chat,1,5
K50677,C11279,2025-11-25,Wrong Item,Chat,1,4
K50678,C11281,2026-05-21,Damaged Item,Email,1,4
K50679,C11282,2026-01-11,Damaged Item,Social,1,2
K50680,C11286,2026-06-01,Refund Request,Social,0,3
K50681,C11288,2026-01-05,Delivery Delay,Chat,1,4
K50682,C11288,2025-10-26,Payment Issue,Chat,1,3
K50683,C11289,2026-04-01,Delivery Delay,Chat,1,2
K50684,C11289,2026-03-14,Payment Issue,Call Center,1,4
K50685,C11289,2026-03-27,Refund Request,Call Center,1,5
K50686,C11291,2026-05-06,Refund Request,Chat,1,4
K50687,C11293,2026-05-22,Payment Issue,Call Center,0,4
K50688,C11293,2026-03-19,Damaged Item,Chat,0,3
K50689,C11293,2026-05-20,Membership Points,Email,0,3
K50690,C11293,2026-04-30,Damaged Item,Chat,1,2
K50691,C11295,2025-10-08,Delivery Delay,Chat,1,5
K50692,C11297,2025-09-04,Membership Points,Call Center,0,4
K50693,C11298,2026-04-04,Refund Request,Email,1,2
K50694,C11299,2026-06-08,App/Website Problem,Chat,1,4
K50695,C11304,2025-06-10,App/Website Problem,Email,1,1
K50696,C11304,2025-11-08,Membership Points,Email,1,3
K50697,C11305,2025-08-17,Damaged Item,Call Center,0,4
K50698,C11305,2026-03-02,Payment Issue,Social,1,1
K50699,C11305,2026-01-25,App/Website Problem,Chat,0,2
K50700,C11305,2025-09-25,Damaged Item,Social,1,3
K50701,C11307,2025-12-22,Delivery Delay,Social,1,3
K50702,C11308,2026-04-18,Wrong Item,Call Center,1,2
K50703,C11308,2026-06-19,Refund Request,Social,1,4
K50704,C11309,2026-06-08,App/Website Problem,Call Center,1,3
K50705,C11309,2026-04-04,Damaged Item,Email,1,2
K50706,C11310,2026-03-15,Delivery Delay,Call Center,1,3
K50707,C11311,2025-08-12,Delivery Delay,Social,0,2
K50708,C11312,2025-05-19,Refund Request,Call Center,1,4
K50709,C11316,2026-03-05,Damaged Item,Social,1,5
K50710,C11319,2026-02-26,Wrong Item,Chat,0,1
K50711,C11319,2026-01-04,Delivery Delay,Email,1,1
K50712,C11320,2025-12-20,Membership Points,Email,1,2
K50713,C11322,2025-02-18,Payment Issue,Social,1,5
K50714,C11323,2026-05-17,Payment Issue,Chat,0,5
K50715,C11331,2026-01-05,Payment Issue,Chat,1,4
K50716,C11333,2025-07-07,Membership Points,Call Center,1,4
K50717,C11335,2025-07-22,Membership Points,Email,1,3
K50718,C11336,2026-04-16,Wrong Item,Call Center,1,4
K50719,C11338,2025-11-21,Payment Issue,Social,1,3
K50720,C11338,2026-02-05,Delivery Delay,Social,1,3
K50721,C11339,2025-06-05,Damaged Item,Email,1,3
K50722,C11340,2025-11-27,Refund Request,Call Center,1,5
K50723,C11341,2026-05-13,Delivery Delay,Call Center,0,4
K50724,C11345,2026-05-03,Wrong Item,Chat,1,2
K50725,C11347,2024-12-20,Membership Points,Social,1,3
K50726,C11348,2026-03-19,Delivery Delay,Chat,1,4
K50727,C11348,2026-07-20,Damaged Item,Email,1,2
K50728,C11348,2026-05-07,App/Website Problem,Call Center,1,4
K50729,C11349,2026-04-14,Delivery Delay,Chat,1,4
K50730,C11349,2026-02-11,App/Website Problem,Social,1,5
K50731,C11350,2026-01-01,Membership Points,Call Center,1,2
K50732,C11352,2026-04-27,Membership Points,Email,1,4
K50733,C11353,2026-03-13,Wrong Item,Social,1,4
K50734,C11358,2026-03-10,Refund Request,Social,0,2
K50735,C11359,2025-06-15,Damaged Item,Social,1,4
K50736,C11359,2025-08-26,Delivery Delay,Social,1,4
K50737,C11363,2026-04-19,Refund Request,Social,1,3
K50738,C11365,2026-07-08,Wrong Item,Email,1,2
K50739,C11373,2025-10-05,App/Website Problem,Social,0,3
K50740,C11376,2025-10-21,Damaged Item,Chat,1,5
K50741,C11379,2025-06-26,Damaged Item,Chat,1,5
K50742,C11381,2026-01-07,Membership Points,Chat,1,3
K50743,C11381,2025-08-10,Delivery Delay,Chat,0,2
K50744,C11383,2025-12-01,Membership Points,Social,1,3
K50745,C11383,2026-05-22,Payment Issue,Social,1,5
K50746,C11383,2026-02-12,Damaged Item,Social,1,1
K50747,C11384,2026-07-25,Damaged Item,Call Center,0,4
K50748,C11387,2025-10-25,Membership Points,Social,1,4
K50749,C11387,2026-04-17,Wrong Item,Chat,1,4
K50750,C11392,2025-12-19,Wrong Item,Chat,1,2
K50751,C11392,2026-04-20,Refund Request,Email,1,2
K50752,C11395,2026-02-17,Wrong Item,Social,1,4
K50753,C11399,2026-06-24,Membership Points,Call Center,1,3
K50754,C11400,2025-02-15,Wrong Item,Chat,1,4
K50755,C11400,2024-12-25,Membership Points,Email,1,2
K50756,C11409,2026-02-04,Damaged Item,Social,1,1
K50757,C11412,2026-05-07,Refund Request,Chat,1,1
K50758,C11413,2026-04-18,App/Website Problem,Email,1,1
K50759,C11414,2026-06-16,Wrong Item,Email,1,2
K50760,C11418,2025-07-15,Refund Request,Call Center,1,3
K50761,C11418,2025-07-14,App/Website Problem,Chat,1,2
K50762,C11424,2025-06-04,Wrong Item,Social,1,4
K50763,C11426,2026-06-24,Damaged Item,Call Center,0,5
K50764,C11432,2026-08-05,App/Website Problem,Email,1,5
K50765,C11433,2026-05-31,Delivery Delay,Email,1,3
K50766,C11433,2026-07-01,App/Website Problem,Social,0,4
K50767,C11433,2026-07-07,Refund Request,Call Center,0,1
K50768,C11434,2026-05-11,Damaged Item,Call Center,1,5
K50769,C11435,2026-03-13,App/Website Problem,Email,0,4
K50770,C11437,2026-07-13,Payment Issue,Call Center,0,4
K50771,C11438,2026-05-31,Payment Issue,Chat,1,3
K50772,C11438,2026-05-19,App/Website Problem,Chat,1,3
K50773,C11440,2026-06-13,Wrong Item,Chat,1,4
K50774,C11441,2026-04-04,Damaged Item,Chat,0,2
K50775,C11442,2026-02-26,Refund Request,Chat,1,4
K50776,C11444,2026-07-20,Payment Issue,Social,1,4
K50777,C11446,2026-04-21,App/Website Problem,Social,1,2
K50778,C11446,2026-06-25,Refund Request,Email,1,2
K50779,C11447,2026-02-18,App/Website Problem,Email,1,2
K50780,C11452,2026-07-09,Delivery Delay,Email,1,3
K50781,C11454,2026-03-01,Delivery Delay,Social,1,3
K50782,C11457,2025-09-28,Damaged Item,Social,0,4
K50783,C11457,2025-11-11,Membership Points,Email,1,2
K50784,C11457,2025-11-27,Payment Issue,Chat,1,1
K50785,C11458,2026-03-11,Wrong Item,Social,1,4
K50786,C11458,2024-10-16,App/Website Problem,Call Center,0,4
K50787,C11460,2026-06-27,Wrong Item,Email,1,5
K50788,C11464,2026-02-09,Damaged Item,Email,1,1
K50789,C11465,2025-11-20,Payment Issue,Email,1,4
K50790,C11465,2026-03-26,App/Website Problem,Chat,1,2
K50791,C11465,2025-05-26,Damaged Item,Chat,1,1
K50792,C11466,2025-12-26,Payment Issue,Social,1,3
K50793,C11468,2026-01-20,Damaged Item,Social,1,4
K50794,C11469,2025-12-28,App/Website Problem,Call Center,1,4
K50795,C11470,2025-12-08,Membership Points,Chat,1,1
K50796,C11471,2026-05-21,Membership Points,Call Center,1,2
K50797,C11474,2026-05-29,Payment Issue,Call Center,1,5
K50798,C11474,2026-08-06,Wrong Item,Call Center,0,2
K50799,C11475,2026-07-20,Refund Request,Call Center,1,5
K50800,C11477,2025-06-20,Refund Request,Chat,1,2
K50801,C11483,2025-05-02,Delivery Delay,Chat,1,3
K50802,C11489,2025-06-07,Membership Points,Social,1,3
K50803,C11492,2025-07-23,Payment Issue,Social,0,2
K50804,C11493,2025-11-15,App/Website Problem,Chat,0,4
K50805,C11494,2026-07-11,App/Website Problem,Chat,1,4
K50806,C11495,2026-05-26,Damaged Item,Social,0,4
K50807,C11498,2025-03-28,Damaged Item,Call Center,1,3
K50808,C11498,2026-03-16,Payment Issue,Social,1,3
K50809,C11500,2026-02-27,Delivery Delay,Chat,1,1
K50810,C11500,2026-03-30,Payment Issue,Call Center,1,3
K50811,C11502,2026-03-03,Delivery Delay,Chat,0,3
K50812,C11504,2026-06-23,App/Website Problem,Chat,1,4
K50813,C11508,2025-02-10,Payment Issue,Chat,1,3
K50814,C11508,2026-01-10,App/Website Problem,Email,1,5
K50815,C11508,2026-02-13,Wrong Item,Email,0,2
K50816,C11510,2026-02-08,Delivery Delay,Chat,1,2
K50817,C11511,2026-03-16,Membership Points,Social,1,2
K50818,C11517,2026-02-26,Wrong Item,Call Center,1,1
K50819,C11517,2026-01-19,Delivery Delay,Email,0,3
K50820,C11518,2025-08-26,Damaged Item,Email,1,2
K50821,C11519,2026-03-02,Wrong Item,Email,1,3
K50822,C11520,2026-07-09,Wrong Item,Social,1,3
K50823,C11521,2026-01-13,Damaged Item,Social,1,4
K50824,C11523,2026-03-14,App/Website Problem,Chat,1,5
K50825,C11523,2026-05-04,Refund Request,Social,1,5
K50826,C11525,2026-04-28,Delivery Delay,Email,1,3
K50827,C11526,2026-05-18,App/Website Problem,Call Center,1,2
K50828,C11526,2026-06-07,Membership Points,Social,1,1
K50829,C11527,2026-02-12,Delivery Delay,Email,0,3
K50830,C11534,2025-06-19,Membership Points,Call Center,1,3
K50831,C11540,2026-02-06,Damaged Item,Chat,1,3
K50832,C11541,2026-01-16,Wrong Item,Email,1,3
K50833,C11542,2026-06-17,Membership Points,Email,1,4
K50834,C11543,2025-12-04,Damaged Item,Email,1,5
K50835,C11555,2025-10-09,Damaged Item,Social,0,2
K50836,C11556,2026-04-17,Damaged Item,Social,1,3
K50837,C11557,2026-01-27,Damaged Item,Email,1,2
K50838,C11557,2025-07-24,App/Website Problem,Email,0,2
K50839,C11557,2026-02-05,App/Website Problem,Email,0,2
K50840,C11557,2026-02-03,Membership Points,Chat,1,2
K50841,C11560,2026-07-02,App/Website Problem,Social,1,3
K50842,C11561,2026-06-25,App/Website Problem,Email,1,2
K50843,C11562,2026-07-05,Damaged Item,Social,1,4
K50844,C11567,2026-05-18,Wrong Item,Email,1,3
K50845,C11567,2026-04-12,Delivery Delay,Social,0,3
K50846,C11569,2025-10-25,App/Website Problem,Social,1,3
K50847,C11569,2026-02-03,Damaged Item,Chat,0,4
K50848,C11569,2025-09-07,App/Website Problem,Chat,1,3
K50849,C11570,2026-01-17,Membership Points,Social,1,4
K50850,C11574,2026-02-19,Damaged Item,Email,1,2
K50851,C11574,2026-04-09,Membership Points,Chat,1,5
K50852,C11575,2026-06-29,Refund Request,Email,1,2
K50853,C11578,2025-05-23,Refund Request,Social,1,3
K50854,C11579,2026-03-29,App/Website Problem,Social,1,3
K50855,C11582,2025-02-07,Delivery Delay,Email,1,2
K50856,C11584,2025-06-21,App/Website Problem,Social,1,3
K50857,C11590,2026-03-06,Damaged Item,Chat,1,4
K50858,C11591,2026-03-21,App/Website Problem,Email,1,2
K50859,C11592,2025-02-16,Damaged Item,Social,1,2
K50860,C11593,2024-11-23,Delivery Delay,Social,1,3
K50861,C11594,2025-12-16,Wrong Item,Chat,1,1
K50862,C11595,2025-06-02,Membership Points,Social,1,4
K50863,C11596,2026-03-10,Payment Issue,Social,0,1
K50864,C11599,2024-12-13,Refund Request,Call Center,0,3
K50865,C11602,2025-05-11,Damaged Item,Social,0,1
K50866,C11605,2025-09-23,App/Website Problem,Call Center,1,3
K50867,C11605,2025-11-21,Damaged Item,Call Center,1,4
K50868,C11605,2025-08-25,Membership Points,Chat,1,4
K50869,C11606,2025-07-23,Delivery Delay,Chat,1,3
K50870,C11607,2026-04-22,Delivery Delay,Email,1,3
K50871,C11608,2026-03-16,Membership Points,Social,1,3
K50872,C11608,2026-03-19,Damaged Item,Email,1,3
K50873,C11609,2025-10-31,App/Website Problem,Email,1,1
K50874,C11609,2026-02-22,Refund Request,Call Center,1,3
K50875,C11610,2026-01-21,Membership Points,Chat,1,4
K50876,C11611,2025-12-23,Refund Request,Chat,0,2
K50877,C11614,2025-09-12,App/Website Problem,Social,1,5
K50878,C11616,2026-05-11,Wrong Item,Email,1,4
K50879,C11617,2026-05-31,Delivery Delay,Call Center,1,3
K50880,C11618,2025-07-15,App/Website Problem,Email,1,1
K50881,C11619,2025-08-21,App/Website Problem,Chat,0,5
K50882,C11621,2026-03-03,Damaged Item,Social,0,1
K50883,C11625,2026-08-03,Delivery Delay,Call Center,1,5
K50884,C11625,2025-10-06,Refund Request,Social,1,2
K50885,C11629,2025-12-12,Damaged Item,Call Center,1,5
K50886,C11631,2025-07-17,Wrong Item,Email,1,3
K50887,C11631,2025-08-22,Payment Issue,Social,1,3
K50888,C11632,2025-10-27,Payment Issue,Email,1,4
K50889,C11634,2026-02-04,Refund Request,Email,1,3
K50890,C11634,2026-01-29,Refund Request,Call Center,1,1
K50891,C11634,2026-02-19,Membership Points,Call Center,1,2
K50892,C11636,2026-02-24,Payment Issue,Chat,1,1
K50893,C11640,2026-08-05,Payment Issue,Email,1,1
K50894,C11640,2025-08-17,Membership Points,Email,1,4
K50895,C11640,2026-02-13,Refund Request,Email,1,3
K50896,C11643,2026-01-21,Delivery Delay,Call Center,1,5
K50897,C11644,2026-01-24,App/Website Problem,Call Center,1,3
K50898,C11651,2026-07-17,Delivery Delay,Social,1,5
K50899,C11652,2025-11-01,Wrong Item,Call Center,1,3
K50900,C11657,2026-07-04,Payment Issue,Chat,1,3
K50901,C11660,2025-04-20,Membership Points,Call Center,1,4
K50902,C11661,2025-02-20,App/Website Problem,Social,1,2
K50903,C11662,2026-01-03,Payment Issue,Chat,1,3
K50904,C11664,2026-07-27,Delivery Delay,Chat,1,5
K50905,C11665,2026-01-29,App/Website Problem,Call Center,1,2
K50906,C11665,2026-02-28,Membership Points,Email,1,3
K50907,C11667,2026-01-12,Wrong Item,Call Center,1,3
K50908,C11668,2025-11-13,Membership Points,Email,1,2
K50909,C11668,2025-02-09,Membership Points,Call Center,1,4
K50910,C11670,2025-12-05,App/Website Problem,Email,1,2
K50911,C11670,2026-02-20,Damaged Item,Chat,1,1
K50912,C11670,2024-11-05,Payment Issue,Chat,0,2
K50913,C11672,2026-02-17,Payment Issue,Call Center,1,3
K50914,C11672,2025-09-23,Refund Request,Chat,1,5
K50915,C11674,2026-04-25,Membership Points,Call Center,0,2
K50916,C11675,2024-11-02,Refund Request,Chat,1,5
K50917,C11676,2026-06-23,Delivery Delay,Chat,1,5
K50918,C11681,2025-07-05,App/Website Problem,Email,1,1
K50919,C11681,2025-06-05,App/Website Problem,Social,0,4
K50920,C11682,2026-08-03,Refund Request,Call Center,1,5
K50921,C11683,2026-02-14,Damaged Item,Social,0,2
K50922,C11683,2026-04-14,Delivery Delay,Email,1,2
K50923,C11683,2026-02-12,App/Website Problem,Chat,1,2
K50924,C11688,2026-04-17,Refund Request,Email,1,4
K50925,C11688,2026-03-09,Delivery Delay,Chat,0,4
K50926,C11690,2026-01-11,App/Website Problem,Chat,1,3
K50927,C11691,2026-03-18,Refund Request,Chat,1,3
K50928,C11693,2025-11-12,Delivery Delay,Social,1,3
K50929,C11694,2026-06-01,Damaged Item,Call Center,1,3
K50930,C11696,2026-07-20,Wrong Item,Chat,1,3
K50931,C11698,2025-10-29,Refund Request,Email,0,4
K50932,C11698,2025-12-24,Damaged Item,Email,1,3
K50933,C11698,2025-06-04,Refund Request,Social,0,3
K50934,C11700,2026-06-21,Refund Request,Social,1,5
K50935,C11702,2025-01-27,Wrong Item,Chat,1,3
K50936,C11706,2026-08-09,Wrong Item,Email,1,3
K50937,C11707,2025-05-28,Refund Request,Social,1,4
